# Radiation correction v2.4. Params: lat=43.0217, lon=-87.6340, utc_time=2023-06-01 18:15
Height (m AGL), Pressure (mb), Temperature (C), Relative humidity (%), Wind speed (m/s), Wind direction (true deg)
20, 996.28, 18.11, 77.4, 5.02, 109.5
40, 993.98, 19.56, 75.0, 4.47, 123.6
60, 991.69, 21.96, 67.6, 4.22, 138.8
80, 989.44, 23.91, 59.7, 3.96, 143.0
100, 987.19, 25.05, 53.4, 3.90, 143.0
120, 984.96, 25.47, 49.0, 3.84, 145.7
140, 982.74, 25.59, 46.8, 3.75, 147.8
160, 980.51, 25.59, 47.0, 3.69, 148.0
180, 978.30, 25.57, 48.0, 3.68, 149.0
200, 976.09, 25.57, 48.7, 3.70, 149.8
220, 973.88, 25.62, 48.4, 3.79, 148.1
240, 971.68, 25.66, 47.4, 3.93, 145.1
260, 969.49, 25.69, 45.8, 4.14, 144.0
280, 967.30, 25.70, 45.2, 4.39, 145.4
300, 965.12, 25.74, 45.5, 4.61, 147.8
320, 962.94, 25.82, 45.9, 4.80, 150.0
340, 960.76, 25.87, 46.3, 4.95, 151.6
360, 958.60, 25.82, 47.1, 5.12, 152.8
380, 956.43, 25.74, 47.5, 5.19, 154.0
400, 954.27, 25.72, 46.9, 5.16, 154.8
420, 952.11, 25.69, 45.9, 5.05, 155.7
440, 949.96, 25.61, 44.9, 4.96, 156.5
460, 947.81, 25.53, 44.4, 4.88, 156.5
480, 945.67, 25.48, 44.5, 4.82, 156.3
500, 943.53, 25.47, 45.8, 4.82, 158.2
520, 941.39, 25.37, 47.0, 4.85, 161.4
540, 939.26, 25.25, 47.2, 4.89, 162.9
560, 937.13, 25.05, 47.4, 4.91, 164.4
580, 935.01, 24.90, 47.4, 4.92, 164.8
600, 932.89, 24.81, 47.6, 4.94, 164.4
620, 930.77, 24.77, 47.7, 4.93, 164.0
640, 928.66, 24.68, 48.1, 4.95, 165.2
660, 926.55, 24.35, 49.0, 4.99, 169.0
680, 924.44, 24.07, 49.9, 5.05, 172.6
700, 922.34, 23.99, 50.1, 5.07, 173.7
720, 920.24, 23.88, 49.7, 5.05, 173.7
740, 918.15, 23.71, 49.1, 5.00, 172.9
760, 916.06, 23.66, 48.6, 4.90, 172.1
780, 913.98, 23.66, 48.3, 4.90, 172.1
800, 911.89, 23.52, 48.6, 4.92, 172.3
820, 909.82, 23.26, 49.5, 4.93, 173.1
840, 907.74, 23.04, 50.4, 4.91, 173.5
