# Radiation correction v2.4. Params: lat=43.0224, lon=-87.4047, utc_time=2023-06-01 16:41
Height (m AGL), Pressure (mb), Temperature (C), Relative humidity (%), Wind speed (m/s), Wind direction (true deg)
20, 996.63, 17.23, 80.3, 4.51, 137.7
40, 994.32, 17.99, 79.7, 4.36, 151.7
60, 992.02, 18.86, 77.6, 4.48, 170.2
80, 989.73, 19.85, 73.9, 4.73, 185.3
100, 987.45, 20.66, 70.8, 5.11, 193.2
120, 985.18, 21.24, 68.8, 5.34, 197.5
140, 982.93, 21.84, 67.1, 5.31, 195.0
160, 980.68, 22.58, 64.4, 5.09, 186.0
180, 978.45, 23.15, 61.8, 4.80, 177.2
200, 976.22, 23.49, 60.0, 4.62, 170.1
220, 974.00, 23.82, 58.1, 4.52, 164.5
240, 971.79, 24.09, 56.2, 4.48, 162.6
260, 969.58, 24.34, 54.6, 4.51, 161.8
280, 967.38, 24.57, 53.1, 4.63, 159.8
300, 965.19, 24.76, 51.4, 4.72, 160.4
320, 963.00, 24.85, 49.2, 4.74, 162.4
340, 960.82, 24.87, 47.3, 4.72, 163.1
360, 958.63, 24.85, 46.4, 4.72, 162.9
380, 956.46, 24.76, 46.3, 4.73, 162.4
400, 954.29, 24.60, 46.8, 4.79, 161.4
420, 952.12, 24.41, 47.2, 4.74, 158.0
440, 949.96, 24.24, 47.7, 4.55, 153.7
460, 947.80, 24.15, 48.0, 4.35, 152.7
480, 945.65, 24.11, 47.9, 4.10, 152.8
500, 943.50, 24.07, 47.8, 3.93, 154.3
520, 941.35, 24.00, 47.7, 3.84, 155.4
540, 939.21, 23.94, 47.7, 3.86, 156.8
560, 937.07, 23.90, 47.7, 3.93, 158.9
580, 934.94, 23.86, 47.6, 4.09, 161.8
600, 932.81, 23.76, 47.3, 4.21, 164.1
620, 930.69, 23.63, 47.1, 4.32, 164.7
640, 928.57, 23.50, 47.3, 4.35, 164.0
660, 926.46, 23.34, 48.0, 4.36, 162.1
680, 924.34, 23.20, 48.5, 4.38, 161.0
700, 922.24, 22.98, 49.0, 4.42, 158.7
720, 920.13, 22.79, 49.5, 4.46, 156.6
740, 918.03, 22.68, 49.6, 4.57, 157.8
760, 915.93, 22.59, 49.7, 4.66, 159.8
780, 913.84, 22.53, 49.6, 4.72, 160.7
800, 911.75, 22.43, 49.5, 4.75, 160.3
820, 909.66, 22.27, 49.5, 4.77, 160.0
840, 907.58, 22.11, 49.4, 4.77, 160.0
860, 905.50, 22.00, 49.4, 4.79, 159.7
880, 903.43, 21.84, 49.3, 4.86, 160.4
900, 901.36, 21.66, 49.2, 4.95, 161.8
920, 899.29, 21.45, 49.8, 4.99, 164.1
940, 897.23, 21.27, 52.1, 4.99, 166.0
960, 895.17, 21.14, 54.8, 4.84, 167.3
980, 893.11, 20.96, 56.9, 4.67, 168.7
1000, 891.06, 20.78, 57.1, 4.52, 170.3
1020, 889.01, 20.67, 57.0, 4.43, 169.9
1040, 886.97, 20.56, 56.9, 4.37, 168.1
1060, 884.93, 20.39, 56.8, 4.31, 166.3
1080, 882.89, 20.22, 56.8, 4.18, 164.6
1100, 880.85, 20.03, 57.0, 4.05, 162.3
1120, 878.82, 19.87, 57.2, 3.98, 159.6
1140, 876.80, 19.73, 57.2, 3.96, 156.8
1160, 874.77, 19.59, 57.3, 3.98, 154.1
1180, 872.75, 19.48, 57.3, 4.04, 152.7
1200, 870.74, 19.39, 57.3, 4.15, 152.4
1220, 868.73, 19.24, 57.3, 4.36, 151.1
1240, 866.72, 19.01, 57.3, 4.59, 150.1
1260, 864.71, 18.89, 57.3, 4.82, 151.5
1280, 862.71, 18.80, 57.1, 4.99, 154.0
1300, 860.71, 18.67, 57.1, 5.13, 155.7
1320, 858.72, 18.52, 57.3, 5.27, 156.2
1340, 856.73, 18.36, 57.4, 5.41, 156.3
1360, 854.74, 18.20, 57.5, 5.52, 156.8
1380, 852.76, 18.05, 57.5, 5.59, 157.6
1400, 850.78, 17.90, 57.7, 5.67, 157.8
