# Radiation correction v2.4. Params: lat=43.0215, lon=-87.7419, utc_time=2023-06-01 19:34
Height (m AGL), Pressure (mb), Temperature (C), Relative humidity (%), Wind speed (m/s), Wind direction (true deg)
20, 987.86, 18.51, 75.0, 6.50, 108.8
40, 985.58, 19.66, 74.3, 5.88, 112.5
60, 983.32, 21.46, 68.9, 5.45, 117.2
80, 981.07, 23.55, 60.8, 5.07, 120.5
100, 978.85, 24.75, 55.5, 5.04, 118.5
120, 976.63, 25.44, 51.7, 5.22, 116.2
140, 974.43, 25.75, 49.2, 5.37, 115.4
160, 972.23, 25.92, 47.6, 5.57, 115.8
180, 970.03, 26.01, 46.9, 5.72, 117.8
200, 967.84, 25.96, 46.8, 5.65, 120.5
220, 965.66, 25.91, 47.3, 5.52, 126.7
240, 963.48, 25.98, 47.3, 5.44, 131.9
260, 961.30, 26.11, 46.3, 5.34, 132.2
280, 959.13, 26.14, 45.0, 5.36, 132.6
300, 956.97, 26.16, 44.1, 5.48, 135.1
320, 954.81, 26.17, 43.8, 5.69, 138.8
340, 952.66, 26.12, 44.3, 5.79, 141.0
360, 950.51, 26.09, 44.7, 5.86, 144.4
380, 948.36, 26.13, 44.7, 5.88, 147.0
400, 946.22, 26.20, 44.3, 5.77, 149.1
420, 944.08, 26.32, 43.7, 5.66, 150.2
440, 941.95, 26.31, 43.6, 5.60, 150.3
460, 939.82, 26.12, 44.2, 5.67, 150.3
480, 937.70, 25.90, 45.1, 5.68, 151.8
500, 935.58, 25.87, 45.5, 5.68, 154.4
520, 933.46, 25.75, 45.5, 5.54, 157.6
540, 931.35, 25.53, 45.7, 5.39, 161.0
560, 929.24, 25.45, 45.9, 5.32, 162.6
580, 927.14, 25.37, 46.0, 5.34, 162.5
600, 925.03, 25.05, 46.6, 5.26, 160.5
620, 922.94, 24.86, 47.1, 5.25, 162.2
640, 920.84, 24.86, 47.3, 5.14, 162.9
660, 918.76, 24.84, 47.4, 5.01, 162.7
680, 916.67, 24.79, 47.4, 5.00, 161.6
700, 914.59, 24.62, 47.2, 5.01, 161.4
720, 912.51, 24.38, 47.3, 5.10, 161.1
740, 910.44, 24.21, 47.4, 5.17, 160.6
760, 908.37, 24.06, 47.4, 5.23, 160.4
780, 906.30, 23.81, 47.8, 5.22, 158.5
800, 904.24, 23.59, 48.7, 5.12, 157.4
820, 902.18, 23.56, 49.1, 4.95, 156.6
840, 900.13, 23.51, 49.1, 4.83, 156.2
860, 898.07, 23.24, 49.0, 4.89, 155.7
880, 896.03, 22.97, 49.3, 4.90, 154.0
900, 893.98, 22.86, 49.1, 4.97, 154.1
920, 891.94, 22.81, 49.0, 4.98, 156.1
940, 889.90, 22.70, 49.1, 5.00, 157.8
960, 887.87, 22.50, 49.4, 4.89, 156.5
980, 885.84, 22.25, 49.8, 4.82, 155.8
1000, 883.81, 21.99, 50.4, 4.77, 156.7
