%TITLE%
 XXX   230601/2012
 Saved by user: User on 20230601/2054 UTC
   LEVEL       HGHT       TEMP       DWPT       WDIR       WSPD
-------------------------------------------------------------------
%RAW%
  990.10,    183.00,  -9999.00,  -9999.00,  -9999.00,  -9999.00
  987.82,    203.00,     19.27,     13.64,    100.30,      3.24
  985.53,    223.00,     18.27,     13.67,    101.01,      4.93
  983.25,    243.00,     18.34,     14.12,    103.89,      6.18
  980.97,    263.00,     18.90,     14.59,    109.40,      7.79
  978.71,    283.00,     19.98,     15.09,    112.60,      9.00
  976.46,    303.00,     21.30,     15.39,    116.32,      9.54
  974.23,    323.00,     22.51,     15.21,    114.24,      9.93
  972.01,    343.00,     23.74,     14.70,    110.55,     10.51
  969.80,    363.00,     24.46,     14.26,    108.89,     11.14
  967.60,    383.00,     24.81,     14.03,    110.26,     11.60
  965.41,    403.00,     25.03,     13.73,    111.47,     11.98
  963.23,    423.00,     25.20,     13.54,    114.58,     12.31
  961.05,    443.00,     25.35,     13.57,    119.36,     12.57
  958.88,    463.00,     25.43,     13.70,    123.71,     12.71
  956.71,    483.00,     25.43,     13.84,    126.49,     12.83
  954.55,    503.00,     25.43,     13.60,    128.07,     12.93
  952.39,    523.00,     25.52,     12.90,    129.16,     13.03
  950.23,    543.00,     25.66,     12.31,    131.59,     13.06
  948.09,    563.00,     25.72,     12.28,    134.44,     12.99
  945.94,    583.00,     25.72,     12.16,    134.51,     12.86
  943.80,    603.00,     25.74,     11.89,    133.75,     12.49
  941.67,    623.00,     25.80,     12.07,    134.06,     12.10
  939.54,    643.00,     25.87,     12.58,    135.74,     11.54
  937.41,    663.00,     25.91,     13.10,    137.99,     11.10
  935.29,    683.00,     25.82,     13.10,    139.42,     10.72
  933.17,    703.00,     25.71,     13.01,    139.82,     10.54
  931.06,    723.00,     25.63,     12.89,    141.23,     10.34
  928.95,    743.00,     25.58,     12.80,    143.04,     10.08
  926.85,    763.00,     25.49,     12.67,    144.55,      9.78
  924.75,    783.00,     25.37,     12.59,    145.36,      9.58
  922.66,    803.00,     25.24,     12.50,    146.47,      9.44
  920.57,    823.00,     25.06,     12.40,    147.64,      9.28
  918.48,    843.00,     24.88,     12.24,    149.32,      9.17
  916.40,    863.00,     24.76,     12.09,    150.23,      9.07
  914.32,    883.00,     24.60,     11.89,    150.41,      9.02
  912.24,    903.00,     24.44,     11.73,    150.28,      9.00
  910.17,    923.00,     24.31,     11.64,    150.17,      9.06
  908.10,    943.00,     24.18,     11.55,    151.39,      9.16
  906.04,    963.00,     24.01,     11.47,    151.80,      9.21
  903.98,    983.00,     23.83,     11.39,    152.06,      9.27
  901.92,   1003.00,     23.61,     11.33,    152.68,      9.31
  899.87,   1023.00,     23.43,     11.28,    154.16,      9.26
  897.81,   1043.00,     23.27,     11.24,    155.70,      8.99
  895.77,   1063.00,     23.05,     11.19,    155.71,      8.60
  893.72,   1083.00,     22.89,     11.19,    156.20,      8.23
  891.68,   1103.00,     22.77,     11.20,    157.31,      7.75
  889.64,   1123.00,     22.57,     11.22,    158.47,      7.49
  887.61,   1143.00,     22.43,     11.20,    158.40,      7.21
  885.58,   1163.00,     22.25,     11.13,    157.84,      7.15
  883.55,   1183.00,     22.03,     11.07,    159.57,      7.13
  881.53,   1203.00,     21.86,     11.06,    160.94,      7.18
  879.51,   1223.00,     21.70,     11.04,    162.36,      7.26
  877.50,   1243.00,     21.54,     10.98,    162.26,      7.22
  875.48,   1263.00,     21.39,     10.91,    162.58,      7.12
  873.47,   1283.00,     21.24,     10.80,    163.57,      7.02
  871.47,   1303.00,     21.07,     10.63,    163.00,      6.97
  869.47,   1323.00,     20.87,     10.46,    162.58,      6.89
  867.47,   1343.00,     20.67,     10.35,    163.90,      6.89
  865.47,   1363.00,     20.57,     10.32,    167.63,      6.93
  863.48,   1383.00,     20.47,     10.28,    173.08,      6.95
  861.49,   1403.00,     20.30,     10.19,    175.95,      7.00
  859.50,   1423.00,     20.14,     10.09,    174.78,      7.05
  857.52,   1443.00,     19.98,      9.96,    174.39,      7.11
  855.54,   1463.00,     19.78,      9.83,    176.13,      7.18
  853.57,   1483.00,     19.61,      9.70,    177.92,      7.33
  851.60,   1503.00,     19.45,      9.58,    179.20,      7.53
  849.63,   1523.00,     19.30,      9.40,    178.28,      7.74
  847.67,   1543.00,     19.18,      9.19,    174.45,      7.91
  845.71,   1563.00,     19.07,      8.99,    169.70,      7.98
  843.75,   1583.00,     18.96,      8.85,    165.98,      8.03
  841.79,   1603.00,     18.83,      8.72,    165.25,      7.98
  839.84,   1623.00,     18.69,      8.63,    167.13,      7.88
  837.90,   1643.00,     18.58,      8.58,    168.53,      7.74
  835.96,   1663.00,     18.41,      8.43,    168.30,      7.52
  834.02,   1683.00,     18.12,      8.13,    169.86,      7.25
  832.08,   1703.00,     17.92,      7.94,    171.29,      7.10
  830.15,   1723.00,     17.80,      7.79,    171.26,      7.06
  828.22,   1743.00,     17.67,      7.62,    170.59,      7.12
  826.29,   1763.00,     17.48,      7.49,    169.77,      7.20
  824.37,   1783.00,     17.32,      7.47,    168.41,      7.24
  822.45,   1803.00,     17.16,      7.45,    167.21,      7.19
  820.53,   1823.00,     16.98,      7.36,    167.55,      7.14
  818.62,   1843.00,     16.78,      7.28,    167.60,      7.04
  816.71,   1863.00,     16.62,      7.31,    166.75,      7.00
  814.80,   1883.00,     16.45,      7.38,    164.13,      7.00
  812.90,   1903.00,     16.31,      7.34,    161.53,      6.93
  811.00,   1923.00,     16.18,      7.15,    159.10,      6.86
  809.10,   1943.00,     16.08,      6.92,    156.19,      6.82
  807.21,   1963.00,     15.97,      6.69,    152.33,      6.73
  805.32,   1983.00,     15.81,      6.45,    150.53,      6.65
  803.43,   2003.00,     15.72,      6.31,    151.78,      6.61
  801.55,   2023.00,     15.69,      6.21,    153.31,      6.56
  799.67,   2043.00,     15.50,      5.76,    155.61,      6.43
  797.80,   2063.00,     15.30,      5.22,    158.82,      6.36
  795.93,   2083.00,     15.29,      4.89,    163.07,      6.29
  794.06,   2103.00,     15.19,      4.52,    168.82,      6.27
  792.19,   2123.00,     15.04,      4.39,    171.39,      6.28
  790.33,   2143.00,     14.81,      4.30,    172.49,      6.32
  788.47,   2163.00,     14.66,      4.12,    173.60,      6.31
  786.62,   2183.00,     14.51,      3.69,    172.88,      6.34
  784.77,   2203.00,     14.36,      3.23,    170.67,      6.40
  782.92,   2223.00,     14.24,      2.98,    168.64,      6.48
  781.07,   2243.00,     14.15,      2.98,    169.74,      6.43
  779.23,   2263.00,     14.03,      3.14,    172.31,      6.49
  777.39,   2283.00,     13.88,      3.34,    175.25,      6.49
  775.56,   2303.00,     13.67,      3.36,    177.65,      6.60
  773.72,   2323.00,     13.53,      3.29,    179.53,      6.78
  771.90,   2343.00,     13.37,      3.22,    180.97,      6.95
  770.07,   2363.00,     13.21,      3.21,    181.37,      6.94
  768.25,   2383.00,     13.14,      3.22,    181.44,      6.84
  766.43,   2403.00,     13.03,      3.01,    181.89,      6.66
  764.62,   2423.00,     12.99,      2.76,    182.75,      6.58
  762.81,   2443.00,     12.95,      2.57,    182.50,      6.49
  761.00,   2463.00,     12.80,      2.43,    183.40,      6.44
  759.20,   2483.00,     12.52,      2.25,    184.51,      6.23
  757.40,   2503.00,     12.29,      2.19,    184.34,      5.94
  755.60,   2523.00,     12.14,      2.18,    184.41,      5.53
  753.80,   2543.00,     11.91,      1.98,    185.35,      5.23
  752.01,   2563.00,     11.71,      1.70,    185.57,      5.07
  750.23,   2583.00,     11.55,      1.54,    181.51,      5.03
  748.44,   2603.00,     11.40,      1.55,    174.23,      5.03
  746.66,   2623.00,     11.25,      1.61,    167.42,      4.93
  744.88,   2643.00,     11.19,      1.66,    165.80,      4.74
  743.11,   2663.00,     11.17,      1.70,    165.69,      4.57
  741.34,   2683.00,     11.04,      1.68,    165.36,      4.39
  739.57,   2703.00,     10.84,      1.66,    165.63,      4.31
  737.80,   2723.00,     10.58,      1.60,    163.82,      4.18
  736.04,   2743.00,     10.32,      1.55,    159.95,      4.06
  734.28,   2763.00,     10.08,      1.51,    156.78,      3.80
  732.53,   2783.00,      9.96,      1.50,    156.46,      3.63
  730.77,   2803.00,      9.90,      1.39,    157.48,      3.24
  729.03,   2823.00,      9.75,      1.17,    155.15,      2.92
  727.28,   2843.00,      9.55,      1.05,    156.73,      2.49
  725.54,   2863.00,      9.48,      1.17,    165.23,      2.19
  723.80,   2883.00,      9.59,      1.26,    173.56,      1.79
  722.06,   2903.00,      9.69,      1.06,    169.76,      1.70
  720.33,   2923.00,      9.47,      0.47,    160.71,      1.63
  718.60,   2943.00,      9.09,      0.14,    155.84,      1.75
  716.88,   2963.00,      8.88,      0.09,    158.21,      1.76
  715.16,   2983.00,      8.86,      0.20,    163.53,      1.85
  713.44,   3003.00,      8.86,      0.22,    161.79,      1.84
  711.73,   3023.00,      8.73,      0.11,    153.37,      1.83
  710.02,   3043.00,      8.34,     -0.12,    141.73,      1.78
  708.31,   3063.00,      8.05,     -0.16,    144.35,      1.90
  706.60,   3083.00,      7.87,     -0.14,    147.35,      1.96
  704.90,   3103.00,      7.74,     -0.13,    148.03,      2.05
  703.20,   3123.00,      7.55,     -0.17,    141.74,      1.99
  701.50,   3143.00,      7.38,     -0.18,    141.53,      1.77
  699.81,   3163.00,      7.21,     -0.20,    138.18,      1.31
  698.12,   3183.00,      7.06,     -0.29,    131.56,      1.01
  696.43,   3203.00,      6.97,     -0.52,    148.11,      0.93
  694.74,   3223.00,      6.90,     -0.93,    167.38,      1.23
  693.06,   3243.00,      6.83,     -1.41,    165.96,      1.51
  691.38,   3263.00,      6.66,     -1.74,    147.02,      1.72
  689.71,   3283.00,      6.46,     -1.80,    128.99,      1.71
  688.04,   3303.00,      6.24,     -1.84,    120.45,      1.71
  686.37,   3323.00,      6.13,     -1.98,    136.41,      1.66
  684.70,   3343.00,      6.06,     -2.23,    125.86,      1.63
  683.04,   3363.00,      5.92,     -2.48,    105.16,      1.66
  681.38,   3383.00,      5.80,     -2.60,     86.55,      1.68
  679.73,   3403.00,      5.70,     -2.63,     95.78,      1.84
  678.08,   3423.00,      5.54,     -2.64,     92.75,      1.90
  676.43,   3443.00,      5.30,     -2.63,     87.10,      1.93
  674.78,   3463.00,      4.96,     -2.63,     80.38,      1.92
  673.13,   3483.00,      4.65,     -2.67,     67.63,      1.91
  671.49,   3503.00,      4.60,     -2.65,     56.41,      1.85
  669.85,   3523.00,      4.74,     -2.62,     48.85,      1.78
  668.22,   3543.00,      4.89,     -2.84,     46.33,      1.78
  666.59,   3563.00,      4.82,     -3.34,     41.46,      1.73
  664.97,   3583.00,      4.57,     -3.83,     33.89,      1.90
  663.34,   3603.00,      4.44,     -3.95,     27.96,      2.04
  661.72,   3623.00,      4.35,     -3.98,     30.21,      2.24
  660.11,   3643.00,      4.25,     -4.01,     32.70,      2.32
  658.49,   3663.00,      4.23,     -3.96,     37.93,      2.36
  656.89,   3683.00,      4.30,     -3.90,     39.62,      2.23
  655.28,   3703.00,      4.08,     -4.15,     25.09,      2.05
  653.68,   3723.00,      3.67,     -4.50,     27.87,      1.90
  652.08,   3743.00,      3.33,     -4.76,     42.00,      1.70
  650.48,   3763.00,      3.14,     -4.87,     74.75,      1.63
  648.88,   3783.00,      3.09,     -4.93,     89.12,      1.70
  647.29,   3803.00,      3.20,     -5.00,    157.07,      1.83
  645.70,   3823.00,      3.21,     -5.21,    207.48,      1.89
  644.12,   3843.00,      2.95,     -5.57,    252.04,      1.94
  642.54,   3863.00,      2.74,     -5.72,    257.01,      1.95
  640.96,   3883.00,      2.57,     -5.93,    262.12,      2.10
  639.38,   3903.00,      2.55,     -6.48,    306.47,      2.42
  637.81,   3923.00,      2.62,     -7.54,      4.20,      2.89
  636.24,   3943.00,      2.89,     -9.21,     50.34,      3.39
  634.68,   3963.00,      3.07,    -11.12,     66.35,      3.98
  633.12,   3983.00,      3.02,    -13.21,     74.66,      4.40
  631.56,   4003.00,      2.75,    -14.64,     80.74,      4.78
  630.01,   4023.00,      2.49,    -15.34,     82.22,      4.95
  628.46,   4043.00,      2.39,    -15.64,     80.75,      5.11
  626.91,   4063.00,      2.35,    -15.86,     80.85,      5.33
  625.37,   4083.00,      2.24,    -16.23,     82.19,      6.05
  623.82,   4103.00,      1.88,    -16.87,     86.32,      6.66
  622.28,   4123.00,      1.68,    -17.29,     88.79,      7.16
  620.75,   4143.00,      1.54,    -17.67,     90.89,      7.35
  619.21,   4163.00,      1.39,    -18.10,     91.80,      7.42
  617.68,   4183.00,      1.25,    -18.41,     92.38,      7.58
  616.15,   4203.00,      1.17,    -18.60,     93.12,      7.79
  614.63,   4223.00,      1.05,    -18.93,     95.89,      8.03
  613.10,   4243.00,      0.98,    -19.31,     98.71,      8.19
  611.59,   4263.00,      0.90,    -19.74,    100.81,      8.18
  610.07,   4283.00,      0.75,    -20.15,    102.88,      7.98
  608.56,   4303.00,      0.47,    -20.54,    103.85,      7.75
  607.05,   4323.00,      0.28,    -20.82,    103.78,      7.51
  605.54,   4343.00,      0.23,    -21.06,    102.74,      7.48
  604.03,   4363.00,     -0.04,    -21.81,    102.01,      7.55
  602.53,   4383.00,     -0.29,    -22.81,    100.75,      7.73
  601.03,   4403.00,     -0.33,    -23.68,     99.36,      7.87
  599.54,   4423.00,     -0.24,    -24.40,     98.04,      7.85
  598.05,   4443.00,     -0.14,    -24.85,     96.42,      7.66
  596.56,   4463.00,     -0.33,    -25.55,     95.33,      7.34
  595.07,   4483.00,     -0.47,    -26.21,     94.20,      6.96
  593.59,   4503.00,     -0.53,    -26.86,     94.44,      6.57
  592.11,   4523.00,     -0.49,    -27.28,     99.09,      6.32
  590.64,   4543.00,     -0.61,    -27.26,    106.78,      6.27
  589.17,   4563.00,     -0.82,    -26.76,    112.50,      6.54
  587.70,   4583.00,     -1.07,    -25.80,    117.81,      6.95
  586.23,   4603.00,     -1.24,    -24.64,    123.77,      7.41
  584.76,   4623.00,     -1.27,    -23.62,    128.54,      7.79
  583.30,   4643.00,     -1.38,    -22.88,    132.56,      8.24
  581.84,   4663.00,     -1.67,    -22.68,    135.63,      8.59
  580.38,   4683.00,     -1.79,    -22.56,    136.78,      9.09
  578.93,   4703.00,     -1.88,    -22.44,    136.71,      9.38
  577.48,   4723.00,     -2.00,    -22.44,    134.43,      9.84
  576.04,   4743.00,     -2.17,    -22.55,    131.67,      9.79
  574.60,   4763.00,     -2.14,    -22.49,    127.34,      9.60
  573.15,   4783.00,     -2.12,    -22.50,    123.82,      9.07
  571.72,   4803.00,     -2.31,    -22.76,    123.65,      8.48
  570.28,   4823.00,     -2.47,    -23.02,    125.57,      7.93
  568.85,   4843.00,     -2.50,    -23.21,    124.96,      7.54
  567.42,   4863.00,     -2.47,    -23.55,    123.34,      7.32
  566.00,   4883.00,     -2.60,    -24.13,    121.09,      7.31
  564.58,   4903.00,     -2.72,    -24.47,    118.60,      7.47
  563.16,   4923.00,     -2.89,    -24.83,    114.36,      7.58
  561.74,   4943.00,     -3.08,    -25.20,    110.56,      7.65
  560.33,   4963.00,     -3.37,    -25.48,    117.39,      7.77
  558.91,   4983.00,     -3.65,    -25.70,    124.48,      7.78
  557.51,   5003.00,     -3.67,    -25.76,    125.49,      7.79
  556.10,   5023.00,     -3.63,    -25.80,    126.31,      7.64
%END%
