# Radiation correction v2.4. Params: lat=43.0214, lon=-87.4032, utc_time=2023-06-01 16:12
Height (m AGL), Pressure (mb), Temperature (C), Relative humidity (%), Wind speed (m/s), Wind direction (true deg)
740, 911.35, 23.73, 45.5, 3.93, 146.4
760, 909.28, 23.63, 45.4, 3.93, 149.9
780, 907.20, 23.52, 45.1, 3.95, 154.2
800, 905.14, 23.43, 44.7, 3.97, 156.6
820, 903.07, 23.32, 44.2, 4.01, 158.2
840, 901.01, 23.06, 44.1, 4.04, 159.2
860, 898.96, 22.87, 44.3, 4.11, 159.9
880, 896.90, 22.73, 44.6, 4.19, 160.1
900, 894.85, 22.59, 44.9, 4.29, 160.9
920, 892.81, 22.40, 45.5, 4.36, 161.5
940, 890.76, 22.19, 46.7, 4.38, 163.3
960, 888.72, 21.95, 49.3, 4.38, 165.2
980, 886.69, 21.82, 51.7, 4.31, 165.0
1000, 884.66, 21.75, 52.8, 4.20, 163.0
1020, 882.63, 21.62, 52.8, 4.11, 160.6
1040, 880.60, 21.47, 52.6, 3.93, 157.4
1060, 878.58, 21.32, 52.5, 3.71, 153.9
1080, 876.57, 21.18, 52.3, 3.54, 151.4
1100, 874.55, 21.02, 52.4, 3.50, 149.4
1120, 872.55, 20.84, 52.4, 3.60, 147.7
1140, 870.54, 20.71, 52.3, 3.78, 148.5
1160, 868.54, 20.60, 52.1, 3.98, 149.8
1180, 866.54, 20.50, 51.8, 4.13, 150.9
1200, 864.54, 20.39, 51.7, 4.27, 151.8
1220, 862.55, 20.27, 51.8, 4.33, 152.6
1240, 860.57, 20.09, 52.1, 4.37, 152.4
1260, 858.58, 19.88, 52.5, 4.46, 152.0
1280, 856.60, 19.69, 53.1, 4.57, 151.6
1300, 854.62, 19.50, 53.5, 4.64, 151.9
1320, 852.65, 19.34, 53.8, 4.71, 151.7
1340, 850.68, 19.20, 54.0, 4.76, 152.1
1360, 848.71, 19.07, 54.3, 4.79, 153.2
1380, 846.74, 18.84, 54.9, 4.88, 154.1
1400, 844.78, 18.54, 55.4, 5.00, 153.8
1420, 842.82, 18.35, 55.5, 5.13, 154.1
1440, 840.87, 18.23, 55.0, 5.16, 154.8
1460, 838.92, 18.19, 54.2, 5.20, 155.5
1480, 836.97, 18.16, 53.3, 5.16, 155.8
1500, 835.02, 18.04, 52.6, 5.13, 155.9
1520, 833.08, 17.85, 52.2, 5.14, 155.4
1540, 831.15, 17.70, 52.3, 5.23, 154.9
1560, 829.21, 17.56, 52.4, 5.35, 154.0
1580, 827.28, 17.36, 52.6, 5.52, 152.3
1600, 825.36, 17.13, 53.0, 5.70, 148.2
1620, 823.43, 16.93, 53.4, 5.83, 144.3
1640, 821.51, 16.76, 53.8, 5.93, 140.9
1660, 819.60, 16.67, 53.9, 6.08, 138.9
1680, 817.68, 16.59, 54.0, 6.26, 139.5
1700, 815.78, 16.48, 54.0, 6.42, 141.0
1720, 813.87, 16.36, 54.2, 6.62, 142.7
1740, 811.97, 16.25, 54.4, 6.83, 143.9
1760, 810.07, 16.08, 54.6, 6.98, 144.5
1780, 808.18, 15.94, 55.0, 7.11, 146.3
1800, 806.29, 15.84, 55.1, 7.18, 147.8
1820, 804.40, 15.74, 55.0, 7.18, 148.6
1840, 802.51, 15.53, 54.9, 7.14, 149.3
1860, 800.63, 15.35, 55.0, 7.15, 150.1
1880, 798.76, 15.19, 55.3, 7.14, 151.3
1900, 796.88, 15.01, 55.5, 7.13, 152.2
1920, 795.01, 14.84, 55.8, 7.13, 152.4
1940, 793.14, 14.67, 56.0, 7.13, 152.8
1960, 791.28, 14.51, 56.2, 7.05, 154.3
1980, 789.41, 14.37, 56.4, 6.92, 156.0
2000, 787.56, 14.20, 56.5, 6.78, 157.9
2020, 785.70, 14.06, 56.6, 6.61, 159.2
2040, 783.85, 13.93, 56.9, 6.47, 161.3
2060, 782.00, 13.83, 57.1, 6.41, 163.4
2080, 780.16, 13.68, 57.3, 6.37, 165.0
2100, 778.32, 13.54, 57.5, 6.33, 165.7
2120, 776.48, 13.37, 57.7, 6.24, 166.9
2140, 774.65, 13.24, 57.8, 6.09, 168.1
2160, 772.82, 13.14, 57.8, 5.83, 168.5
2180, 770.99, 12.98, 57.8, 5.53, 169.5
2200, 769.17, 12.82, 57.7, 5.28, 171.1
2220, 767.35, 12.64, 57.9, 5.03, 171.5
2240, 765.53, 12.47, 58.3, 4.86, 170.8
2260, 763.71, 12.27, 58.8, 4.67, 168.5
2280, 761.90, 12.10, 59.1, 4.53, 164.6
2300, 760.10, 11.93, 59.3, 4.42, 159.4
2320, 758.29, 11.83, 59.4, 4.38, 155.6
2340, 756.49, 11.72, 59.5, 4.30, 154.0
2360, 754.69, 11.52, 59.9, 4.19, 152.7
2380, 752.90, 11.30, 60.5, 4.03, 151.4
2400, 751.11, 11.09, 61.3, 3.88, 151.8
2420, 749.32, 10.89, 62.2, 3.75, 152.2
2440, 747.53, 10.72, 62.8, 3.64, 152.8
2460, 745.75, 10.58, 63.5, 3.53, 153.1
2480, 743.97, 10.46, 64.3, 3.45, 153.0
2500, 742.20, 10.32, 65.0, 3.39, 152.5
2520, 740.42, 10.17, 65.0, 3.36, 151.5
2540, 738.65, 10.05, 64.5, 3.33, 150.9
2560, 736.89, 10.03, 63.5, 3.31, 150.5
2580, 735.13, 9.98, 62.6, 3.26, 148.9
2600, 733.37, 9.78, 62.2, 3.21, 147.3
2620, 731.61, 9.59, 62.2, 3.17, 147.5
2640, 729.86, 9.49, 61.9, 3.19, 149.8
2660, 728.11, 9.39, 61.7, 3.21, 151.8
2680, 726.37, 9.28, 61.7, 3.25, 154.6
2700, 724.62, 9.16, 61.9, 3.31, 156.2
2720, 722.89, 8.98, 62.2, 3.30, 158.7
2740, 721.15, 8.79, 62.7, 3.24, 160.0
2760, 719.42, 8.67, 63.0, 3.14, 158.9
2780, 717.69, 8.49, 63.4, 3.04, 156.0
2800, 715.96, 8.23, 63.8, 2.96, 155.1
2820, 714.24, 8.03, 64.1, 2.90, 155.0
2840, 712.52, 7.91, 64.2, 2.87, 153.3
2860, 710.80, 7.79, 64.1, 2.80, 152.7
2880, 709.09, 7.63, 63.9, 2.73, 152.7
2900, 707.38, 7.46, 63.9, 2.65, 152.9
2920, 705.67, 7.25, 64.3, 2.59, 154.6
2940, 703.97, 7.05, 64.7, 2.49, 155.5
2960, 702.27, 6.89, 65.0, 2.35, 155.6
2980, 700.57, 6.65, 65.5, 2.22, 159.0
3000, 698.87, 6.44, 66.2, 2.05, 165.7
3020, 697.18, 6.27, 66.8, 1.92, 172.3
3040, 695.49, 6.19, 67.4, 1.72, 178.1
3060, 693.80, 6.15, 67.4, 1.48, 187.3
3080, 692.12, 6.06, 67.0, 1.25, 192.6
3100, 690.44, 5.89, 66.9, 1.14, 183.0
3120, 688.76, 5.67, 67.2, 1.16, 168.4
3140, 687.09, 5.55, 67.5, 1.20, 164.9
3160, 685.42, 5.46, 67.5, 1.10, 158.1
3180, 683.75, 5.36, 67.4, 0.94, 152.2
3200, 682.09, 5.23, 67.3, 0.72, 151.5
3220, 680.43, 5.08, 67.2, 0.47, 156.2
3240, 678.77, 4.82, 67.1, 0.26, 159.4
3260, 677.12, 4.66, 67.3, 0.15, 160.1
3280, 675.47, 4.64, 67.3, 0.11, 160.1
3300, 673.82, 4.55, 67.0, 0.12, 160.0
3320, 672.18, 4.28, 66.8, 0.12, 158.9
3340, 670.54, 4.10, 66.7, 0.22, 157.8
3360, 668.90, 3.99, 65.9, 0.46, 181.0
3380, 667.26, 3.93, 64.6, 0.69, 210.4
3400, 665.63, 3.84, 64.2, 0.96, 228.0
3420, 664.00, 3.75, 64.5, 1.08, 233.8
3440, 662.38, 3.59, 64.9, 1.10, 234.3
3460, 660.75, 3.51, 64.8, 0.98, 231.2
3480, 659.13, 3.43, 64.4, 0.99, 234.4
3500, 657.52, 3.40, 63.8, 1.02, 237.4
3520, 655.91, 3.24, 63.2, 1.16, 233.2
3540, 654.30, 2.91, 62.5, 1.31, 227.5
3560, 652.69, 2.63, 62.2, 1.42, 226.6
3580, 651.09, 2.51, 62.2, 1.43, 226.8
3600, 649.49, 2.43, 62.4, 1.48, 226.5
3620, 647.89, 2.29, 62.7, 1.54, 230.3
3640, 646.29, 2.13, 62.6, 1.61, 234.7
3660, 644.70, 1.94, 61.2, 1.59, 240.1
3680, 643.11, 1.80, 58.4, 1.50, 249.2
3700, 641.53, 1.75, 56.0, 1.32, 248.6
3720, 639.94, 1.77, 51.2, 1.18, 222.4
3740, 638.37, 1.78, 42.8, 1.20, 180.8
3760, 636.79, 1.75, 34.8, 1.35, 171.3
3780, 635.22, 1.77, 27.5, 1.53, 166.6
3800, 633.65, 1.88, 22.0, 1.61, 165.7
3820, 632.09, 1.92, 19.6, 1.64, 165.4
3840, 630.53, 1.92, 19.3, 1.66, 164.9
3860, 628.97, 1.83, 20.1, 1.71, 164.8
3880, 627.41, 1.74, 20.9, 1.75, 162.1
3900, 625.86, 1.64, 21.7, 1.83, 163.4
3920, 624.32, 1.54, 22.2, 1.90, 168.5
3940, 622.77, 1.35, 22.6, 1.93, 173.1
3960, 621.23, 1.13, 23.1, 1.91, 176.6
3980, 619.70, 1.03, 23.6, 1.82, 178.7
4000, 618.16, 1.03, 24.1, 1.66, 178.6
4020, 616.63, 1.06, 24.4, 1.46, 172.8
4040, 615.11, 0.93, 24.2, 1.30, 175.1
4060, 613.58, 0.89, 23.7, 1.18, 183.6
4080, 612.06, 0.93, 23.1, 1.09, 186.1
4100, 610.54, 0.93, 22.0, 0.98, 179.1
4120, 609.03, 0.83, 20.8, 0.88, 170.1
4140, 607.52, 0.85, 19.5, 0.84, 139.9
4160, 606.01, 0.82, 18.2, 0.91, 91.4
4180, 604.51, 0.66, 17.5, 1.09, 63.5
4200, 603.01, 0.45, 16.9, 1.28, 66.1
4220, 601.51, 0.35, 16.2, 1.47, 69.3
4240, 600.02, 0.18, 15.6, 1.64, 72.1
4260, 598.53, 0.01, 15.2, 1.81, 73.9
4280, 597.04, -0.08, 14.9, 2.02, 76.6
4300, 595.55, -0.02, 14.2, 2.16, 76.5
4320, 594.07, -0.01, 13.3, 2.40, 76.5
4340, 592.59, -0.18, 12.0, 2.71, 75.3
4360, 591.12, -0.49, 10.8, 3.08, 77.3
4380, 589.65, -0.66, 10.0, 3.42, 82.6
4400, 588.18, -0.73, 9.5, 3.64, 86.8
4420, 586.71, -0.76, 9.1, 3.78, 89.3
4440, 585.25, -0.81, 8.9, 4.01, 90.5
4460, 583.79, -0.85, 8.7, 4.28, 90.8
4480, 582.33, -0.87, 8.4, 4.55, 91.7
4500, 580.88, -0.92, 8.2, 4.84, 92.7
4520, 579.43, -1.00, 7.9, 5.00, 93.4
4540, 577.98, -1.01, 7.7, 5.02, 93.6
4560, 576.54, -1.00, 7.5, 4.87, 93.2
4580, 575.10, -1.08, 7.2, 4.73, 92.5
4600, 573.66, -1.11, 7.0, 4.61, 92.1
4620, 572.23, -1.16, 6.9, 4.57, 94.1
4640, 570.80, -1.37, 6.8, 4.51, 96.4
4660, 569.37, -1.71, 6.7, 4.41, 96.3
4680, 567.94, -1.73, 6.7, 4.16, 94.2
4700, 566.52, -1.83, 6.7, 3.91, 92.9
4720, 565.10, -2.04, 6.7, 3.74, 91.4
4740, 563.69, -2.20, 6.7, 3.68, 90.6
4760, 562.27, -2.29, 6.9, 3.83, 89.5
4780, 560.86, -2.44, 7.0, 4.12, 87.7
4800, 559.46, -2.59, 7.0, 4.39, 87.8
4820, 558.05, -2.72, 7.0, 4.59, 91.5
