# Radiation correction v2.4. Params: lat=43.0213, lon=-87.6362, utc_time=2023-06-01 18:35
Height (m AGL), Pressure (mb), Temperature (C), Relative humidity (%), Wind speed (m/s), Wind direction (true deg)
20, 988.37, 19.76, 67.8, 5.25, 115.2
40, 986.10, 20.59, 68.6, 4.95, 125.0
60, 983.84, 22.92, 62.5, 4.80, 134.7
80, 981.61, 24.71, 55.3, 4.53, 134.6
100, 979.38, 25.24, 51.9, 4.32, 134.9
120, 977.17, 25.44, 49.0, 4.13, 137.7
140, 974.96, 25.47, 48.0, 3.92, 139.9
160, 972.75, 25.46, 48.3, 3.81, 142.1
180, 970.55, 25.40, 49.3, 3.83, 145.5
200, 968.35, 25.34, 49.5, 3.91, 148.3
220, 966.16, 25.32, 49.5, 3.98, 147.9
240, 963.98, 25.38, 48.9, 4.10, 144.7
260, 961.79, 25.39, 47.7, 4.25, 141.9
280, 959.62, 25.38, 46.2, 4.46, 141.7
300, 957.45, 25.40, 44.5, 4.63, 143.4
320, 955.28, 25.43, 43.3, 4.73, 145.2
340, 953.12, 25.43, 42.6, 4.75, 146.1
360, 950.96, 25.40, 42.7, 4.81, 147.5
380, 948.81, 25.31, 44.2, 4.91, 149.3
400, 946.66, 25.21, 45.8, 5.04, 151.8
420, 944.52, 25.14, 45.9, 5.10, 155.2
440, 942.36, 25.11, 45.3, 5.11, 157.7
460, 940.22, 25.10, 44.5, 5.01, 159.2
480, 938.09, 25.16, 43.1, 4.87, 160.0
500, 935.96, 25.23, 41.4, 4.77, 160.5
520, 933.84, 25.20, 40.2, 4.76, 161.8
540, 931.72, 25.07, 40.2, 4.78, 164.1
560, 929.61, 24.93, 40.9, 4.80, 165.5
580, 927.50, 24.68, 41.7, 4.80, 165.4
600, 925.39, 24.47, 42.1, 4.76, 164.2
620, 923.29, 24.35, 44.0, 4.74, 163.4
640, 921.19, 24.13, 46.6, 4.73, 162.4
660, 919.10, 23.87, 49.3, 4.80, 161.4
680, 917.01, 23.63, 50.6, 4.84, 163.7
700, 914.92, 23.58, 50.7, 4.89, 166.8
720, 912.84, 23.47, 50.6, 4.89, 168.6
740, 910.76, 23.36, 50.8, 4.89, 168.3
760, 908.68, 23.25, 50.9, 4.84, 167.9
780, 906.61, 23.17, 50.8, 4.78, 167.5
800, 904.54, 23.00, 50.8, 4.73, 166.4
820, 902.48, 22.88, 51.0, 4.70, 166.6
840, 900.41, 22.76, 51.2, 4.70, 167.3
860, 898.36, 22.61, 51.6, 4.69, 168.2
880, 896.30, 22.29, 52.1, 4.71, 167.8
900, 894.25, 22.10, 52.4, 4.73, 167.5
920, 892.21, 21.99, 52.6, 4.78, 169.8
940, 890.16, 21.87, 52.7, 4.81, 170.5
960, 888.12, 21.74, 52.9, 4.81, 170.9
980, 886.09, 21.58, 53.2, 4.78, 170.9
1000, 884.06, 21.49, 53.3, 4.71, 170.4
1020, 882.03, 21.34, 53.4, 4.64, 169.5
1040, 880.00, 21.14, 53.7, 4.60, 169.2
1060, 877.98, 21.07, 53.9, 4.58, 169.5
1080, 875.96, 20.83, 54.7, 4.39, 170.0
1100, 873.95, 20.53, 55.7, 4.18, 170.9
1120, 871.94, 20.37, 56.1, 4.02, 170.1
1140, 869.93, 20.29, 56.3, 3.93, 170.3
1160, 867.93, 20.13, 56.4, 3.91, 170.1
1180, 865.93, 19.94, 56.3, 3.88, 168.4
1200, 863.93, 19.72, 55.9, 3.91, 167.4
1220, 861.93, 19.65, 55.3, 3.94, 167.0
1240, 859.94, 19.61, 54.7, 3.94, 166.9
1260, 857.96, 19.48, 54.4, 3.88, 166.9
1280, 855.97, 19.15, 55.0, 3.83, 168.0
1300, 853.99, 18.96, 55.8, 3.78, 170.3
1320, 852.02, 18.84, 56.4, 3.78, 173.5
1340, 850.04, 18.77, 56.5, 3.79, 174.4
1360, 848.07, 18.58, 56.6, 3.80, 172.2
1380, 846.11, 18.37, 56.7, 3.79, 171.0
1400, 844.15, 18.06, 57.2, 3.86, 170.9
1420, 842.19, 17.90, 57.7, 3.93, 171.7
1440, 840.23, 17.80, 58.0, 3.99, 173.0
1460, 838.28, 17.69, 58.1, 4.07, 174.8
1480, 836.33, 17.50, 58.1, 4.15, 175.2
1500, 834.38, 17.39, 58.2, 4.22, 176.8
1520, 832.44, 17.19, 58.6, 4.31, 179.0
1540, 830.50, 16.90, 59.3, 4.37, 180.4
1560, 828.56, 16.71, 59.9, 4.44, 181.0
1580, 826.63, 16.70, 59.9, 4.50, 181.3
1600, 824.70, 16.55, 59.9, 4.57, 180.5
1620, 822.78, 16.47, 60.2, 4.56, 178.7
1640, 820.86, 16.34, 60.5, 4.60, 178.0
1660, 818.94, 16.25, 60.7, 4.59, 176.5
1680, 817.02, 16.10, 60.7, 4.68, 174.8
1700, 815.11, 15.98, 60.5, 4.77, 173.4
1720, 813.21, 15.80, 60.6, 4.90, 171.8
1740, 811.30, 15.62, 60.9, 5.00, 169.9
1760, 809.40, 15.48, 61.2, 5.14, 168.2
1780, 807.51, 15.28, 61.4, 5.23, 168.0
1800, 805.61, 15.11, 61.7, 5.26, 168.5
1820, 803.72, 14.92, 61.8, 5.23, 170.2
1840, 801.83, 14.74, 61.9, 5.17, 171.0
1860, 799.95, 14.63, 62.1, 5.07, 171.4
1880, 798.07, 14.44, 62.6, 4.98, 171.3
1900, 796.19, 14.21, 62.9, 4.87, 171.6
1920, 794.31, 14.05, 63.1, 4.75, 171.9
1940, 792.44, 13.91, 63.2, 4.67, 171.7
1960, 790.57, 13.77, 63.2, 4.62, 172.7
1980, 788.71, 13.57, 63.4, 4.60, 173.6
2000, 786.85, 13.45, 63.6, 4.65, 174.6
2020, 784.99, 13.32, 63.6, 4.74, 176.6
2040, 783.14, 13.26, 63.4, 4.75, 179.5
2060, 781.29, 13.18, 62.7, 4.72, 181.7
2080, 779.44, 13.12, 61.0, 4.57, 184.1
2100, 777.60, 12.96, 60.1, 4.38, 184.1
2120, 775.75, 12.77, 60.2, 4.24, 184.1
2140, 773.92, 12.55, 60.8, 4.19, 184.7
2160, 772.08, 12.35, 61.4, 4.11, 184.8
2180, 770.25, 12.19, 61.6, 4.08, 184.5
2200, 768.42, 12.10, 61.3, 4.03, 182.2
2220, 766.60, 11.96, 61.0, 3.98, 179.4
2240, 764.78, 11.79, 61.0, 3.86, 179.1
2260, 762.96, 11.59, 61.5, 3.75, 181.3
2280, 761.15, 11.45, 62.2, 3.67, 183.9
2300, 759.34, 11.36, 62.6, 3.69, 185.8
2320, 757.53, 11.30, 62.1, 3.77, 187.1
2340, 755.73, 11.26, 60.7, 3.84, 187.8
2360, 753.93, 11.23, 59.6, 3.86, 187.1
2380, 752.14, 11.06, 59.3, 3.76, 185.9
2400, 750.34, 10.88, 59.7, 3.64, 184.8
2420, 748.56, 10.73, 59.9, 3.52, 184.1
2440, 746.77, 10.62, 59.6, 3.38, 184.4
2460, 744.99, 10.46, 59.4, 3.24, 184.6
2480, 743.21, 10.21, 59.6, 3.16, 183.9
2500, 741.43, 9.93, 60.6, 3.09, 182.4
2520, 739.66, 9.84, 61.8, 3.06, 184.0
2540, 737.89, 9.84, 62.2, 3.07, 185.6
2560, 736.12, 9.75, 61.9, 2.98, 188.5
2580, 734.36, 9.44, 62.1, 2.86, 188.7
2600, 732.60, 9.22, 62.6, 2.72, 185.9
2620, 730.84, 9.07, 63.1, 2.65, 182.8
2640, 729.09, 8.94, 63.6, 2.61, 182.4
2660, 727.34, 8.85, 64.0, 2.56, 180.6
2680, 725.59, 8.69, 64.5, 2.48, 178.9
2700, 723.85, 8.46, 65.2, 2.40, 176.2
2720, 722.11, 8.36, 65.7, 2.30, 175.3
2740, 720.37, 8.18, 65.9, 2.25, 177.0
2760, 718.64, 7.99, 66.0, 2.21, 181.7
2780, 716.90, 7.77, 66.3, 2.18, 186.8
2800, 715.18, 7.66, 66.5, 2.16, 189.3
2820, 713.45, 7.55, 66.2, 2.11, 192.0
2840, 711.73, 7.55, 65.4, 2.02, 191.0
2860, 710.01, 7.64, 64.0, 1.89, 185.4
2880, 708.30, 7.55, 63.0, 1.75, 176.7
2900, 706.59, 7.37, 62.5, 1.69, 172.4
2920, 704.88, 7.14, 62.3, 1.69, 169.2
2940, 703.18, 6.84, 62.5, 1.74, 170.5
2960, 701.48, 6.45, 63.2, 1.80, 171.3
2980, 699.78, 6.26, 64.2, 1.85, 171.1
3000, 698.08, 6.24, 64.9, 1.80, 172.4
3020, 696.39, 6.23, 65.0, 1.57, 174.2
3040, 694.70, 6.16, 65.0, 1.30, 179.8
3060, 693.01, 6.05, 64.9, 1.06, 203.8
3080, 691.33, 5.89, 64.7, 0.83, 239.1
3100, 689.65, 5.70, 64.5, 0.78, 258.5
3120, 687.97, 5.49, 64.7, 0.82, 271.0
3140, 686.30, 5.45, 65.0, 0.80, 290.6
3160, 684.63, 5.42, 65.3, 0.68, 302.1
3180, 682.97, 5.31, 65.5, 0.51, 299.6
3200, 681.30, 5.06, 65.9, 0.31, 292.7
3220, 679.64, 4.87, 65.9, 0.21, 281.2
3240, 677.99, 4.81, 65.4, 0.15, 268.9
3260, 676.33, 4.67, 64.8, 0.17, 261.6
3280, 674.68, 4.54, 64.9, 0.27, 262.4
3300, 673.04, 4.39, 65.7, 0.37, 265.2
3320, 671.39, 4.24, 66.4, 0.51, 269.6
3340, 669.75, 4.09, 66.1, 0.75, 279.2
3360, 668.11, 3.88, 65.2, 0.89, 298.7
3380, 666.48, 3.82, 64.1, 1.06, 312.8
3400, 664.85, 3.78, 62.9, 1.17, 320.7
3420, 663.22, 3.64, 62.0, 1.22, 323.0
3440, 661.59, 3.40, 62.3, 1.25, 323.8
3460, 659.97, 3.28, 62.9, 1.31, 326.6
3480, 658.35, 3.15, 62.6, 1.39, 326.3
3500, 656.74, 3.04, 61.3, 1.47, 325.9
3520, 655.13, 2.99, 60.3, 1.59, 327.9
3540, 653.52, 2.96, 59.8, 1.64, 326.8
3560, 651.91, 2.85, 59.7, 1.68, 321.3
3580, 650.31, 2.72, 59.8, 1.70, 313.3
3600, 648.71, 2.54, 59.7, 1.71, 309.2
3620, 647.12, 2.42, 59.5, 1.73, 312.1
3640, 645.52, 2.30, 59.2, 1.73, 314.5
3660, 643.94, 2.17, 58.9, 1.71, 315.8
3680, 642.35, 1.97, 58.1, 1.65, 323.8
3700, 640.77, 1.80, 56.3, 1.53, 342.5
3720, 639.19, 1.75, 52.7, 1.37, 0.9
3740, 637.61, 1.79, 45.1, 1.22, 2.0
3760, 636.04, 1.83, 35.7, 1.12, 359.2
3780, 634.47, 1.85, 29.3, 1.10, 352.3
3800, 632.90, 1.87, 23.6, 1.20, 333.6
3820, 631.34, 1.83, 20.1, 1.40, 321.6
3840, 629.78, 1.74, 19.9, 1.50, 319.9
3860, 628.22, 1.61, 21.4, 1.56, 322.4
3880, 626.67, 1.54, 23.1, 1.51, 336.8
3900, 625.12, 1.49, 24.2, 1.47, 0.2
3920, 623.57, 1.38, 24.4, 1.42, 12.0
3940, 622.03, 1.26, 24.4, 1.48, 16.0
3960, 620.49, 1.16, 24.5, 1.59, 24.8
3980, 618.96, 0.99, 24.5, 1.71, 31.3
4000, 617.42, 0.72, 24.6, 1.86, 33.5
4020, 615.89, 0.50, 24.8, 1.94, 38.0
4040, 614.36, 0.36, 24.8, 2.23, 47.8
4060, 612.84, 0.28, 24.4, 2.54, 55.5
4080, 611.32, 0.26, 23.3, 2.87, 63.3
4100, 609.80, 0.15, 22.3, 3.08, 68.5
4120, 608.28, -0.04, 21.7, 3.27, 71.4
4140, 606.77, -0.28, 21.2, 3.32, 73.9
4160, 605.26, -0.43, 20.9, 3.40, 75.7
4180, 603.75, -0.62, 20.6, 3.49, 76.5
4200, 602.25, -0.83, 20.5, 3.51, 77.4
4220, 600.74, -1.05, 20.5, 3.48, 79.2
4240, 599.24, -1.23, 20.6, 3.46, 83.5
4260, 597.75, -1.36, 20.5, 3.45, 85.1
4280, 596.25, -1.40, 19.7, 3.48, 80.2
4300, 594.76, -1.34, 18.1, 3.51, 73.1
4320, 593.28, -1.23, 15.9, 3.54, 71.2
4340, 591.80, -1.17, 14.0, 3.53, 72.1
4360, 590.32, -1.17, 13.0, 3.53, 75.3
4380, 588.84, -1.22, 12.4, 3.55, 77.2
4400, 587.36, -1.33, 12.7, 3.64, 80.7
4420, 585.90, -1.50, 14.1, 3.83, 85.8
4440, 584.43, -1.71, 16.7, 4.09, 94.6
4460, 582.97, -1.85, 19.0, 4.39, 97.9
4480, 581.51, -1.97, 20.5, 4.74, 96.9
4500, 580.05, -2.11, 21.2, 5.16, 96.9
4520, 578.60, -2.26, 21.6, 5.58, 98.6
4540, 577.15, -2.38, 22.1, 5.88, 97.8
4560, 575.70, -2.45, 22.1, 6.20, 94.5
4580, 574.25, -2.44, 21.6, 6.26, 92.4
4600, 572.81, -2.51, 20.8, 6.06, 92.2
4620, 571.38, -2.61, 20.2, 5.92, 92.6
4640, 569.94, -2.59, 19.5, 5.71, 92.5
4660, 568.51, -2.40, 18.7, 5.52, 92.4
4680, 567.08, -2.35, 17.7, 5.48, 93.6
4700, 565.66, -2.52, 17.2, 5.52, 95.6
4720, 564.24, -2.72, 16.8, 5.62, 98.0
4740, 562.82, -2.84, 16.5, 5.71, 100.1
4760, 561.41, -2.94, 15.9, 5.84, 101.5
4780, 559.99, -3.01, 15.5, 5.92, 102.4
