UTC time, Altitude (m MSL), Altitude (m AGL), Pressure (Pascal), Speed (m/s), Heading (degrees), Temperature (C), Relative humidity (%), Internal temperature (C), Latitude, Longitude, Rise speed (m/s)
17:32:10, 194, 0, 99846,  ,  , 22.64, 59.20,  ,  ,  , 
17:32:12, 194, 0, 99844,  ,  , 22.64, 58.95,  ,  ,  , 
17:32:13, 195, 0, 99844,  ,  , 22.64, 58.80,  ,  ,  , 
17:32:14, 195, 0, 99844,  ,  , 22.64, 58.80,  ,  ,  , 
17:32:15, 195, 0, 99844,  ,  , 22.64, 58.90,  ,  ,  , 
17:32:16, 195, 0, 99844,  ,  , 22.61, 59.00,  ,  ,  , 
17:32:17, 195, 0, 99844,  ,  , 22.59, 59.10,  ,  ,  , 
17:32:18, 195, 0, 99844,  ,  , 22.56, 59.25,  ,  ,  , 
17:32:19, 195, 0, 99844,  ,  , 22.51, 59.15,  ,  ,  , 
17:32:19, 194, 0, 99844,  ,  , 22.47, 59.05,  ,  ,  , 
17:32:20, 194, 0, 99845,  ,  , 22.43, 58.95,  ,  ,  , 
17:32:21, 194, 0, 99846,  ,  , 22.38, 58.75,  ,  ,  , 
17:32:22, 194, 0, 99846,  ,  , 22.33, 58.65,  ,  ,  , 0
17:32:23, 194, 0, 99846,  ,  , 22.30, 58.75,  ,  ,  , 0
17:32:24, 194, 0, 99846,  ,  , 22.21, 58.85,  ,  ,  , 0
17:32:25, 194, 0, 99846,  ,  , 22.13, 59.00,  ,  ,  , 0
17:32:26, 194, 0, 99846,  ,  , 22.00, 59.00,  ,  ,  , 0
17:32:27, 194, 0, 99846,  ,  , 21.86, 59.00, 22.5,  ,  , 0
17:32:28, 194, 0, 99844,  ,  , 21.77, 59.20,  ,  ,  , 0
17:32:29, 195, 0, 99843,  ,  , 21.70, 59.45,  ,  ,  , 0
17:32:30, 195, 0, 99842,  ,  , 21.49, 59.60,  ,  ,  , 0
17:32:31, 195, 0, 99843,  ,  , 21.25, 59.70,  ,  ,  , 0
17:32:32, 194, 0, 99844,  ,  , 21.03, 59.90,  ,  ,  , 0
17:32:33, 194, 0, 99846,  ,  , 20.82, 60.15,  ,  ,  , 0
