# Radiation correction v2.4. Params: lat=43.0220, lon=-87.8593, utc_time=2023-06-01 20:34
Height (m AGL), Pressure (mb), Temperature (C), Relative humidity (%), Wind speed (m/s), Wind direction (true deg)
20, 995.42, 18.51, 73.8, 2.16, 105.7
40, 993.11, 18.09, 76.4, 2.62, 103.2
60, 990.81, 17.88, 78.5, 3.27, 106.9
80, 988.52, 18.05, 79.2, 3.90, 113.6
100, 986.23, 18.78, 78.2, 4.58, 113.0
120, 983.96, 20.09, 74.8, 5.08, 114.1
140, 981.70, 21.79, 68.4, 5.43, 118.4
160, 979.46, 23.00, 62.9, 5.69, 120.4
180, 977.23, 23.85, 58.4, 6.00, 119.9
200, 975.01, 24.29, 55.0, 6.17, 117.3
220, 972.80, 24.54, 51.9, 6.33, 116.6
240, 970.59, 24.71, 49.5, 6.40, 118.0
260, 968.39, 24.82, 48.9, 6.50, 121.6
280, 966.20, 24.88, 49.0, 6.68, 125.2
300, 964.01, 24.88, 49.9, 6.89, 128.2
320, 961.82, 24.87, 50.5, 7.13, 130.3
340, 959.64, 24.92, 49.3, 7.30, 132.2
360, 957.47, 24.98, 47.5, 7.51, 133.5
380, 955.30, 24.97, 46.5, 7.63, 135.4
400, 953.14, 24.99, 45.8, 7.67, 137.0
420, 950.98, 25.05, 44.7, 7.58, 136.8
440, 948.82, 25.12, 44.5, 7.48, 135.4
460, 946.67, 25.12, 44.6, 7.33, 134.5
480, 944.53, 25.07, 44.1, 7.17, 134.6
500, 942.39, 24.97, 42.9, 7.01, 134.3
520, 940.24, 24.84, 43.4, 6.86, 135.2
540, 938.11, 24.77, 45.5, 6.55, 137.7
560, 935.98, 24.76, 47.4, 6.28, 138.6
580, 933.86, 24.71, 47.8, 6.09, 137.3
600, 931.74, 24.62, 47.6, 5.94, 137.8
620, 929.62, 24.53, 47.5, 5.87, 140.3
640, 927.51, 24.46, 47.5, 5.83, 142.3
660, 925.41, 24.34, 47.6, 5.72, 143.2
680, 923.30, 24.15, 47.8, 5.65, 143.6
700, 921.21, 23.98, 48.2, 5.52, 144.0
720, 919.11, 23.85, 48.3, 5.34, 145.4
740, 917.02, 23.76, 48.1, 5.19, 147.2
760, 914.93, 23.66, 47.8, 5.12, 149.1
780, 912.85, 23.55, 47.6, 5.07, 149.9
800, 910.77, 23.40, 47.7, 4.97, 150.3
820, 908.69, 23.18, 48.0, 4.95, 150.1
840, 906.62, 23.00, 48.3, 4.89, 150.6
860, 904.55, 22.87, 48.4, 4.85, 151.6
880, 902.49, 22.72, 48.5, 4.87, 152.8
900, 900.42, 22.59, 48.5, 5.01, 152.2
920, 898.37, 22.47, 48.5, 5.12, 151.3
940, 896.31, 22.37, 48.5, 5.15, 149.7
960, 894.26, 22.20, 48.8, 4.97, 150.2
980, 892.21, 21.94, 49.7, 4.68, 151.5
1000, 890.17, 21.79, 50.4, 4.36, 152.9
1020, 888.13, 21.66, 50.8, 4.13, 153.8
1040, 886.09, 21.48, 51.3, 4.02, 156.0
1060, 884.06, 21.28, 51.8, 4.03, 156.8
1080, 882.03, 21.10, 52.2, 3.94, 156.1
1100, 880.00, 20.85, 52.7, 3.88, 156.0
1120, 877.98, 20.56, 53.4, 3.90, 156.5
1140, 875.96, 20.40, 53.8, 3.94, 156.6
1160, 873.94, 20.31, 54.0, 3.97, 158.5
1180, 871.93, 20.18, 54.3, 4.08, 159.8
1200, 869.92, 20.02, 54.6, 4.15, 160.1
1220, 867.91, 19.93, 54.9, 4.24, 159.1
1240, 865.91, 19.80, 55.1, 4.25, 159.2
1260, 863.91, 19.56, 55.6, 4.13, 160.1
1280, 861.92, 19.24, 56.2, 3.85, 161.4
1300, 859.92, 19.01, 56.7, 3.63, 163.5
1320, 857.93, 18.83, 57.1, 3.42, 166.5
1340, 855.95, 18.68, 57.3, 3.40, 168.1
1360, 853.97, 18.55, 57.5, 3.52, 168.3
1380, 851.99, 18.41, 57.8, 3.62, 169.7
1400, 850.01, 18.29, 58.0, 3.58, 173.5
1420, 848.04, 18.17, 58.0, 3.52, 177.1
1440, 846.07, 18.02, 58.1, 3.47, 180.8
1460, 844.11, 17.83, 58.2, 3.41, 184.3
1480, 842.15, 17.66, 58.4, 3.51, 186.5
1500, 840.19, 17.54, 58.2, 3.69, 183.2
1520, 838.23, 17.45, 57.6, 3.89, 177.5
1540, 836.28, 17.28, 57.2, 3.97, 171.9
1560, 834.34, 17.13, 57.1, 4.04, 167.9
1580, 832.39, 17.05, 57.0, 3.96, 165.7
1600, 830.45, 17.01, 56.5, 3.86, 167.1
1620, 828.52, 16.91, 55.9, 3.80, 170.7
1640, 826.58, 16.85, 55.4, 3.81, 171.5
1660, 824.66, 16.68, 55.1, 3.65, 170.9
1680, 822.73, 16.41, 55.4, 3.58, 172.6
1700, 820.81, 16.21, 56.1, 3.46, 172.4
1720, 818.89, 16.05, 56.5, 3.30, 171.7
1740, 816.97, 15.82, 56.9, 3.18, 173.4
1760, 815.06, 15.55, 57.8, 3.14, 174.9
1780, 813.15, 15.31, 58.9, 3.09, 175.3
1800, 811.24, 15.14, 59.4, 3.11, 175.4
1820, 809.34, 15.02, 59.1, 3.13, 174.6
1840, 807.44, 14.85, 58.9, 3.07, 169.0
1860, 805.54, 14.67, 59.2, 3.03, 164.0
1880, 803.65, 14.61, 59.5, 2.91, 160.8
1900, 801.76, 14.57, 59.1, 2.89, 159.0
1920, 799.88, 14.46, 58.1, 2.93, 157.5
1940, 798.00, 14.32, 56.4, 3.00, 161.4
1960, 796.12, 14.21, 54.3, 3.06, 167.7
1980, 794.24, 14.12, 52.5, 3.11, 173.7
2000, 792.37, 14.01, 51.4, 3.14, 178.0
2020, 790.50, 13.91, 51.5, 3.20, 178.4
2040, 788.64, 13.78, 51.7, 3.31, 180.4
2060, 786.78, 13.67, 51.8, 3.41, 182.8
2080, 784.92, 13.54, 51.6, 3.43, 182.4
2100, 783.07, 13.39, 51.2, 3.36, 179.1
2120, 781.22, 13.19, 50.8, 3.29, 177.7
2140, 779.37, 13.06, 50.8, 3.27, 179.2
2160, 777.53, 13.04, 50.9, 3.30, 181.1
2180, 775.69, 13.01, 51.3, 3.39, 181.4
2200, 773.85, 12.87, 51.8, 3.40, 182.0
2220, 772.01, 12.56, 52.9, 3.40, 187.0
2240, 770.18, 12.38, 53.4, 3.29, 191.6
2260, 768.36, 12.25, 53.3, 3.22, 193.3
2280, 766.53, 12.10, 53.7, 3.22, 192.4
2300, 764.71, 12.00, 54.4, 3.24, 190.0
2320, 762.90, 11.87, 55.1, 3.24, 187.6
2340, 761.08, 11.71, 54.5, 3.10, 186.9
2360, 759.28, 11.50, 53.0, 2.90, 190.4
2380, 757.47, 11.28, 51.9, 2.62, 196.4
2400, 755.67, 11.19, 52.1, 2.39, 198.6
2420, 753.87, 11.17, 52.7, 2.24, 196.7
2440, 752.07, 11.00, 52.9, 2.14, 195.0
2460, 750.28, 10.88, 52.5, 2.16, 196.3
2480, 748.49, 10.88, 51.9, 2.20, 195.4
2500, 746.70, 10.78, 51.5, 2.27, 191.6
2520, 744.92, 10.41, 52.0, 2.30, 191.3
2540, 743.14, 10.25, 53.0, 2.35, 193.1
2560, 741.36, 10.14, 53.9, 2.15, 190.7
2580, 739.59, 10.02, 54.6, 2.06, 188.3
2600, 737.82, 9.85, 55.1, 1.93, 186.3
2620, 736.05, 9.70, 55.6, 1.87, 181.7
2640, 734.29, 9.46, 56.3, 1.80, 177.6
2660, 732.53, 9.24, 57.4, 1.79, 175.9
2680, 730.77, 9.07, 58.3, 1.67, 175.8
2700, 729.02, 8.95, 58.7, 1.48, 174.1
2720, 727.27, 8.81, 58.7, 1.33, 171.3
2740, 725.52, 8.69, 58.7, 1.13, 176.1
2760, 723.78, 8.65, 58.8, 1.07, 179.5
2780, 722.04, 8.60, 58.8, 1.04, 180.3
2800, 720.30, 8.50, 58.2, 1.05, 176.5
2820, 718.57, 8.33, 57.2, 1.02, 181.1
2840, 716.84, 8.15, 56.8, 0.99, 183.7
2860, 715.11, 7.98, 57.1, 0.85, 178.7
2880, 713.39, 7.83, 57.7, 0.69, 168.5
2900, 711.67, 7.71, 58.2, 0.55, 161.1
2920, 709.95, 7.54, 58.8, 0.42, 159.0
2940, 708.24, 7.35, 59.2, 0.38, 160.9
2960, 706.53, 7.17, 59.6, 0.40, 157.7
2980, 704.82, 6.96, 60.2, 0.40, 145.4
3000, 703.12, 6.80, 60.7, 0.37, 141.4
3020, 701.42, 6.62, 61.3, 0.30, 142.3
3040, 699.72, 6.44, 62.1, 0.17, 144.7
3060, 698.02, 6.25, 63.1, 0.20, 144.9
3080, 696.33, 6.09, 63.9, 0.29, 147.6
3100, 694.64, 5.89, 64.1, 0.48, 150.8
3120, 692.95, 5.74, 63.1, 0.65, 151.8
3140, 691.27, 5.62, 61.6, 0.75, 131.7
3160, 689.59, 5.46, 60.5, 0.80, 117.1
3180, 687.91, 5.29, 60.8, 0.84, 93.7
3200, 686.24, 5.21, 61.1, 0.85, 78.8
3220, 684.57, 5.18, 60.1, 0.82, 70.4
3240, 682.90, 5.05, 58.8, 0.81, 81.6
3260, 681.24, 4.80, 58.6, 0.84, 86.7
3280, 679.58, 4.54, 59.6, 0.93, 88.4
3300, 677.92, 4.38, 60.8, 1.07, 89.8
3320, 676.26, 4.30, 61.7, 1.17, 89.6
3340, 674.61, 4.16, 62.1, 1.31, 81.7
3360, 672.96, 4.00, 62.6, 1.42, 71.9
3380, 671.32, 3.85, 62.9, 1.56, 68.0
3400, 669.67, 3.78, 62.7, 1.61, 62.0
3420, 668.04, 3.71, 61.5, 1.67, 60.4
3440, 666.40, 3.66, 59.9, 1.67, 58.8
3460, 664.77, 3.64, 58.6, 1.73, 55.5
3480, 663.14, 3.54, 58.1, 1.73, 49.8
3500, 661.51, 3.34, 58.3, 1.77, 48.0
3520, 659.89, 3.10, 58.9, 1.79, 50.8
3540, 658.27, 2.87, 59.7, 1.76, 55.8
3560, 656.66, 2.64, 60.6, 1.68, 57.1
3580, 655.04, 2.57, 60.9, 1.56, 61.8
3600, 653.43, 2.60, 60.4, 1.30, 67.3
3620, 651.83, 2.56, 59.2, 0.91, 74.3
3640, 650.22, 2.46, 58.3, 0.63, 78.3
3660, 648.62, 2.43, 57.8, 0.46, 76.2
3680, 647.03, 2.33, 57.4, 0.44, 57.7
3700, 645.43, 2.06, 57.4, 0.51, 20.0
3720, 643.84, 1.75, 58.1, 0.60, 349.3
3740, 642.26, 1.63, 58.4, 0.87, 346.8
3760, 640.67, 1.63, 56.4, 1.20, 12.2
3780, 639.09, 1.68, 51.1, 1.59, 47.4
3800, 637.51, 1.72, 44.0, 2.10, 72.8
3820, 635.94, 1.73, 39.0, 2.52, 78.8
3840, 634.37, 1.70, 36.2, 2.66, 77.9
3860, 632.80, 1.60, 34.6, 2.83, 77.3
3880, 631.24, 1.38, 33.2, 3.01, 77.9
3900, 629.68, 1.18, 32.0, 3.19, 81.5
3920, 628.12, 1.12, 30.7, 3.42, 83.0
3940, 626.57, 1.04, 29.3, 3.59, 85.4
3960, 625.02, 0.93, 27.9, 3.71, 89.0
3980, 623.47, 0.95, 25.8, 3.83, 91.4
4000, 621.93, 1.02, 23.7, 3.99, 93.1
4020, 620.39, 0.86, 22.4, 4.07, 96.6
4040, 618.85, 0.55, 21.5, 4.07, 99.8
4060, 617.31, 0.28, 21.0, 4.11, 101.7
4080, 615.78, 0.10, 20.9, 4.12, 104.2
4100, 614.25, -0.09, 20.8, 4.09, 107.8
4120, 612.72, -0.24, 20.6, 4.02, 112.3
4140, 611.20, -0.37, 20.2, 4.01, 117.5
4160, 609.67, -0.49, 19.8, 3.98, 119.7
4180, 608.16, -0.64, 19.5, 3.97, 119.5
4200, 606.64, -0.87, 19.3, 3.97, 120.1
