# Radiation correction v2.4. Params: lat=43.0218, lon=-87.5193, utc_time=2023-06-01 15:33
Height (m AGL), Pressure (mb), Temperature (C), Relative humidity (%), Wind speed (m/s), Wind direction (true deg)
20, 988.55, 17.23, 58.9, 4.81, 162.0
40, 986.25, 18.05, 59.6, 5.07, 175.1
60, 983.97, 19.40, 58.2, 5.13, 184.7
80, 981.70, 20.49, 56.0, 5.10, 184.8
100, 979.45, 21.62, 53.4, 5.01, 178.9
120, 977.20, 22.56, 51.3, 4.84, 174.9
140, 974.97, 23.17, 49.9, 4.78, 173.3
160, 972.75, 23.66, 48.4, 4.76, 170.3
180, 970.54, 23.90, 47.4, 4.81, 164.0
200, 968.33, 24.11, 46.5, 4.73, 157.9
220, 966.13, 24.36, 45.3, 4.79, 150.5
240, 963.94, 24.61, 43.6, 4.86, 146.5
260, 961.75, 24.82, 41.8, 4.98, 145.8
280, 959.57, 24.93, 40.8, 4.98, 147.0
300, 957.39, 24.95, 40.7, 4.99, 147.5
320, 955.21, 24.89, 41.2, 4.85, 147.9
340, 953.05, 24.83, 41.3, 4.73, 147.2
360, 950.88, 24.77, 41.6, 4.61, 146.2
380, 948.72, 24.61, 42.5, 4.55, 145.2
400, 946.56, 24.46, 43.0, 4.44, 143.3
420, 944.41, 24.44, 42.4, 4.41, 142.8
440, 942.26, 24.44, 41.8, 4.43, 142.3
460, 940.12, 24.42, 41.5, 4.48, 141.8
480, 937.98, 24.32, 41.5, 4.50, 141.8
500, 935.85, 24.20, 41.6, 4.50, 143.5
520, 933.72, 24.11, 41.6, 4.50, 145.9
540, 931.60, 24.02, 41.4, 4.49, 147.4
560, 929.47, 23.91, 41.3, 4.50, 147.4
580, 927.36, 23.79, 41.3, 4.49, 147.7
600, 925.25, 23.59, 41.5, 4.48, 148.8
620, 923.14, 23.44, 41.8, 4.47, 149.4
640, 921.03, 23.34, 42.0, 4.51, 149.5
660, 918.93, 23.26, 42.2, 4.57, 150.0
680, 916.84, 23.14, 42.5, 4.62, 149.5
700, 914.74, 23.02, 42.8, 4.59, 148.3
720, 912.66, 22.88, 42.9, 4.45, 146.6
740, 910.57, 22.76, 42.5, 4.25, 146.5
760, 908.49, 22.63, 42.0, 4.08, 146.8
780, 906.41, 22.50, 41.6, 4.05, 147.0
800, 904.34, 22.37, 41.6, 4.10, 147.0
820, 902.27, 22.22, 41.7, 4.29, 149.6
840, 900.20, 22.07, 41.9, 4.46, 151.1
860, 898.14, 21.93, 42.1, 4.56, 151.5
880, 896.08, 21.75, 42.5, 4.59, 152.6
900, 894.02, 21.55, 43.2, 4.57, 155.4
920, 891.97, 21.32, 44.1, 4.46, 158.6
940, 889.92, 21.08, 45.3, 4.31, 161.5
960, 887.87, 20.84, 46.7, 4.10, 163.0
980, 885.83, 20.67, 47.6, 3.90, 163.0
1000, 883.79, 20.56, 47.6, 3.73, 161.2
1020, 881.76, 20.50, 47.4, 3.54, 158.6
1040, 879.72, 20.34, 47.4, 3.35, 153.7
1060, 877.70, 20.14, 47.6, 3.17, 149.2
1080, 875.67, 19.98, 47.8, 3.07, 145.7
1100, 873.65, 19.87, 47.7, 3.03, 143.0
1120, 871.64, 19.75, 47.6, 3.04, 141.3
1140, 869.62, 19.57, 47.7, 3.10, 141.8
1160, 867.61, 19.43, 47.9, 3.16, 145.2
1180, 865.61, 19.35, 48.0, 3.22, 148.3
1200, 863.60, 19.25, 47.9, 3.27, 150.5
1220, 861.61, 19.12, 47.7, 3.32, 151.4
1240, 859.61, 19.05, 47.4, 3.37, 150.3
1260, 857.62, 18.92, 47.4, 3.42, 149.8
1280, 855.63, 18.70, 47.6, 3.47, 148.4
1300, 853.65, 18.57, 47.8, 3.48, 146.5
1320, 851.67, 18.45, 47.9, 3.46, 145.0
1340, 849.69, 18.29, 48.0, 3.46, 145.8
