# Radiation correction v2.4. Params: lat=43.0214, lon=-87.5191, utc_time=2023-06-01 17:37
Height (m AGL), Pressure (mb), Temperature (C), Relative humidity (%), Wind speed (m/s), Wind direction (true deg)
20, 996.12, 18.19, 77.1, 3.61, 124.7
40, 993.82, 18.95, 75.7, 3.45, 138.0
60, 991.53, 19.90, 73.0, 3.43, 166.6
80, 989.24, 20.99, 70.4, 3.48, 189.6
100, 986.98, 22.32, 65.9, 3.72, 189.1
120, 984.74, 23.64, 59.9, 3.97, 177.3
140, 982.50, 24.23, 57.0, 4.14, 169.2
160, 980.27, 24.65, 54.6, 4.27, 166.3
180, 978.05, 25.06, 51.3, 4.31, 166.5
200, 975.84, 25.32, 48.4, 4.34, 169.0
220, 973.62, 25.38, 47.0, 4.36, 168.1
240, 971.42, 25.37, 46.3, 4.40, 167.0
260, 969.22, 25.31, 45.6, 4.39, 168.3
280, 967.02, 25.16, 45.7, 4.44, 170.8
300, 964.83, 25.00, 46.7, 4.43, 170.0
320, 962.64, 24.88, 47.6, 4.52, 169.9
340, 960.46, 24.77, 48.7, 4.55, 169.9
360, 958.28, 24.68, 49.7, 4.65, 169.5
380, 956.11, 24.80, 49.6, 4.67, 166.3
400, 953.94, 24.93, 49.5, 4.73, 163.3
420, 951.77, 24.88, 50.0, 4.72, 160.6
440, 949.61, 24.78, 50.0, 4.73, 158.2
460, 947.46, 24.63, 49.6, 4.71, 156.0
480, 945.31, 24.45, 49.7, 4.77, 154.7
500, 943.16, 24.23, 50.8, 4.86, 155.6
520, 941.02, 24.07, 51.8, 4.99, 157.4
540, 938.88, 23.96, 52.5, 5.16, 159.8
560, 936.75, 23.83, 53.0, 5.28, 161.8
580, 934.62, 23.72, 53.3, 5.29, 162.0
600, 932.49, 23.62, 53.2, 5.24, 160.9
620, 930.37, 23.54, 52.8, 5.12, 160.1
640, 928.25, 23.42, 52.0, 4.98, 158.2
660, 926.14, 23.32, 51.0, 4.92, 157.2
680, 924.03, 23.24, 50.9, 4.89, 157.5
700, 921.92, 23.16, 51.8, 4.83, 158.4
720, 919.82, 23.07, 52.9, 4.76, 157.9
740, 917.72, 23.00, 53.5, 4.68, 157.7
760, 915.63, 22.95, 53.7, 4.62, 159.0
780, 913.54, 22.83, 54.2, 4.54, 160.6
800, 911.45, 22.66, 54.6, 4.51, 161.2
820, 909.37, 22.54, 54.4, 4.46, 162.3
840, 907.29, 22.53, 53.8, 4.45, 163.8
860, 905.22, 22.54, 53.4, 4.39, 164.4
880, 903.15, 22.46, 53.0, 4.45, 164.4
900, 901.08, 22.30, 53.0, 4.47, 165.4
920, 899.02, 22.18, 53.2, 4.46, 166.9
940, 896.96, 21.95, 53.8, 4.44, 168.5
960, 894.91, 21.77, 54.2, 4.44, 168.8
980, 892.86, 21.64, 54.3, 4.39, 168.6
1000, 890.81, 21.49, 54.4, 4.42, 169.8
1020, 888.76, 21.34, 54.5, 4.45, 170.4
1040, 886.72, 21.15, 54.6, 4.48, 169.1
1060, 884.69, 20.97, 54.7, 4.53, 167.9
1080, 882.65, 20.79, 55.0, 4.57, 169.1
1100, 880.63, 20.69, 55.2, 4.65, 171.6
1120, 878.60, 20.60, 55.3, 4.59, 174.2
1140, 876.58, 20.42, 55.2, 4.57, 178.4
1160, 874.56, 20.28, 55.1, 4.33, 180.8
1180, 872.55, 20.13, 55.1, 4.17, 177.8
1200, 870.54, 20.01, 55.3, 3.89, 173.6
1220, 868.53, 19.78, 55.6, 3.90, 172.4
1240, 866.52, 19.59, 55.9, 3.97, 175.3
1260, 864.52, 19.48, 56.0, 4.13, 176.3
1280, 862.53, 19.36, 56.0, 4.35, 176.2
1300, 860.53, 19.16, 56.0, 4.54, 174.0
1320, 858.54, 18.99, 55.9, 4.62, 174.2
1340, 856.55, 18.89, 56.0, 4.70, 174.6
1360, 854.57, 18.76, 56.3, 4.73, 174.5
1380, 852.59, 18.59, 56.8, 4.89, 173.0
1400, 850.62, 18.47, 56.9, 4.94, 174.1
1420, 848.64, 18.34, 56.8, 4.97, 175.4
1440, 846.67, 18.18, 56.7, 4.93, 176.1
1460, 844.71, 17.87, 57.2, 4.83, 174.2
1480, 842.75, 17.69, 57.6, 4.67, 173.4
