# Radiation correction v2.4. Params: lat=43.0218, lon=-87.8561, utc_time=2023-06-01 13:33
Height (m AGL), Pressure (mb), Temperature (C), Relative humidity (%), Wind speed (m/s), Wind direction (true deg)
2560, 735.09, 9.00, 51.5, 2.87, 152.8
2580, 733.32, 8.91, 51.7, 2.94, 151.3
2600, 731.56, 8.80, 51.4, 2.95, 149.6
2620, 729.80, 8.64, 51.1, 2.90, 146.8
2640, 728.05, 8.43, 51.0, 2.82, 142.6
2660, 726.30, 8.24, 51.3, 2.80, 139.9
2680, 724.55, 8.08, 51.5, 2.83, 137.4
2700, 722.80, 7.93, 51.6, 2.84, 137.6
2720, 721.06, 7.77, 51.7, 2.83, 138.1
2740, 719.32, 7.59, 51.9, 2.77, 138.5
2760, 717.58, 7.44, 52.2, 2.69, 139.5
2780, 715.85, 7.31, 52.3, 2.61, 144.9
2800, 714.12, 7.18, 52.0, 2.45, 153.4
2820, 712.39, 7.03, 51.5, 2.24, 159.6
2840, 710.67, 6.89, 51.5, 2.03, 160.4
2860, 708.95, 6.76, 51.7, 1.87, 162.0
2880, 707.24, 6.63, 52.0, 1.80, 162.2
2900, 705.52, 6.41, 52.5, 1.80, 163.7
2920, 703.81, 6.22, 53.0, 1.85, 163.7
2940, 702.10, 6.05, 53.5, 1.93, 164.8
2960, 700.40, 5.87, 53.9, 2.01, 166.1
2980, 698.70, 5.70, 54.2, 2.03, 166.2
3000, 697.00, 5.56, 54.4, 1.99, 169.2
3020, 695.31, 5.38, 54.6, 1.98, 174.8
3040, 693.61, 5.23, 54.9, 1.95, 183.2
3060, 691.93, 5.13, 55.0, 1.98, 189.8
3080, 690.24, 5.01, 54.6, 2.02, 199.2
3100, 688.56, 4.87, 53.3, 2.14, 197.5
3120, 686.88, 4.75, 52.7, 2.20, 187.8
3140, 685.20, 4.63, 53.0, 2.36, 180.5
3160, 683.53, 4.45, 53.8, 2.52, 178.9
3180, 681.86, 4.27, 54.6, 2.72, 180.3
3200, 680.20, 4.12, 54.9, 2.89, 179.7
3220, 678.53, 3.99, 55.0, 3.05, 177.2
3240, 676.87, 3.87, 54.9, 3.18, 176.8
3260, 675.22, 3.73, 55.0, 3.31, 177.7
3280, 673.57, 3.55, 55.1, 3.40, 178.1
3300, 671.92, 3.39, 55.3, 3.53, 177.4
3320, 670.27, 3.20, 55.6, 3.60, 176.5
3340, 668.62, 2.99, 55.8, 3.62, 178.9
3360, 666.98, 2.85, 56.0, 3.55, 181.6
3380, 665.34, 2.69, 56.2, 3.56, 183.6
3400, 663.71, 2.53, 56.4, 3.53, 183.6
3420, 662.08, 2.37, 56.6, 3.50, 182.9
3440, 660.45, 2.21, 56.7, 3.51, 182.7
3460, 658.82, 2.00, 56.9, 3.51, 181.9
3480, 657.20, 1.80, 57.2, 3.55, 178.8
3500, 655.58, 1.67, 57.5, 3.58, 172.2
3520, 653.96, 1.62, 57.6, 3.56, 166.2
3540, 652.35, 1.59, 57.5, 3.48, 161.8
3560, 650.74, 1.48, 57.4, 3.33, 159.2
3580, 649.13, 1.29, 57.7, 3.21, 156.8
3600, 647.53, 1.17, 58.2, 3.23, 151.9
3620, 645.93, 1.06, 58.3, 3.35, 145.5
3640, 644.33, 0.96, 58.0, 3.47, 139.6
3660, 642.74, 0.89, 57.0, 3.65, 136.0
3680, 641.15, 0.81, 55.2, 3.82, 132.8
3700, 639.56, 0.70, 53.5, 3.95, 131.5
3720, 637.97, 0.61, 52.4, 4.05, 131.3
3740, 636.39, 0.52, 51.7, 4.05, 133.9
3760, 634.82, 0.40, 51.2, 3.99, 136.0
3780, 633.24, 0.24, 51.0, 3.91, 137.9
3800, 631.67, 0.11, 50.8, 3.74, 140.4
3820, 630.10, -0.03, 50.6, 3.58, 143.7
3840, 628.54, -0.12, 50.5, 3.37, 146.1
3860, 626.98, -0.20, 50.6, 3.19, 150.0
3880, 625.42, -0.33, 50.8, 3.08, 154.0
3900, 623.87, -0.40, 51.1, 3.00, 154.1
3920, 622.31, -0.45, 51.6, 2.96, 153.9
3940, 620.77, -0.51, 52.0, 2.95, 153.2
3960, 619.22, -0.67, 52.1, 3.00, 152.4
3980, 617.68, -0.83, 51.8, 3.03, 152.5
4000, 616.14, -0.96, 51.3, 3.04, 150.5
4020, 614.60, -1.09, 51.1, 3.04, 147.4
4040, 613.07, -1.24, 51.0, 3.03, 145.3
4060, 611.54, -1.38, 51.0, 2.99, 144.1
4080, 610.02, -1.47, 51.1, 3.02, 142.6
4100, 608.49, -1.49, 50.9, 3.05, 145.4
4120, 606.97, -1.52, 50.2, 3.07, 150.6
4140, 605.46, -1.65, 49.0, 3.06, 153.0
4160, 603.94, -1.87, 47.8, 3.09, 149.4
4180, 602.43, -2.06, 47.4, 3.19, 145.8
4200, 600.93, -2.14, 47.6, 3.42, 147.6
4220, 599.43, -2.11, 47.9, 3.75, 151.5
4240, 597.93, -1.99, 46.9, 4.09, 154.1
4260, 596.43, -1.89, 44.2, 4.40, 150.1
4280, 594.94, -1.90, 40.5, 4.59, 144.5
4300, 593.45, -2.02, 37.6, 4.71, 142.7
4320, 591.96, -2.15, 36.0, 4.80, 143.2
4340, 590.48, -2.28, 34.7, 4.88, 146.2
4360, 589.00, -2.44, 33.6, 4.91, 148.7
4380, 587.52, -2.61, 32.5, 4.92, 153.0
4400, 586.05, -2.76, 32.1, 4.80, 154.7
4420, 584.58, -2.90, 32.6, 4.65, 156.4
4440, 583.11, -3.13, 34.1, 4.43, 157.8
4460, 581.64, -3.30, 35.9, 4.24, 159.8
4480, 580.18, -3.44, 38.2, 4.05, 161.6
4500, 578.72, -3.56, 40.7, 3.93, 164.8
4520, 577.26, -3.65, 42.7, 3.78, 169.3
4540, 575.81, -3.69, 43.5, 3.68, 172.0
4560, 574.36, -3.76, 43.3, 3.63, 170.3
4580, 572.91, -3.91, 42.9, 3.59, 166.2
4600, 571.47, -4.05, 42.0, 3.65, 159.3
4620, 570.03, -4.13, 40.5, 3.78, 153.3
4640, 568.59, -4.14, 38.8, 3.95, 149.3
4660, 567.16, -4.16, 37.2, 4.20, 148.5
4680, 565.73, -4.23, 36.1, 4.45, 148.6
4700, 564.30, -4.38, 35.2, 4.70, 146.4
4720, 562.88, -4.55, 34.7, 4.83, 143.2
4740, 561.46, -4.62, 34.8, 4.89, 142.9
4760, 560.04, -4.61, 34.9, 4.86, 143.1
