# Radiation correction v2.4. Params: lat=43.0231, lon=-87.8604, utc_time=2023-06-01 20:56
Height (m AGL), Pressure (mb), Temperature (C), Relative humidity (%), Wind speed (m/s), Wind direction (true deg)
20, 994.70, 19.90, 68.0, 2.05, 178.3
40, 992.40, 18.71, 73.5, 2.48, 146.4
60, 990.10, 18.32, 77.3, 3.03, 109.0
80, 987.81, 18.94, 77.6, 3.82, 97.3
100, 985.53, 20.55, 73.8, 4.54, 99.8
120, 983.27, 22.20, 67.7, 5.00, 110.2
140, 981.03, 23.34, 62.0, 5.26, 120.0
160, 978.80, 24.12, 57.6, 5.34, 125.8
180, 976.58, 24.48, 54.6, 5.39, 125.7
200, 974.37, 24.75, 51.5, 5.40, 125.2
220, 972.16, 24.93, 49.5, 5.50, 125.7
240, 969.96, 25.03, 49.2, 5.71, 128.3
260, 967.76, 25.07, 50.1, 6.13, 130.0
280, 965.56, 25.07, 50.7, 6.60, 130.4
300, 963.37, 25.09, 50.0, 6.97, 131.8
320, 961.19, 25.11, 48.3, 7.30, 134.0
340, 959.01, 25.13, 47.3, 7.59, 137.2
360, 956.84, 25.19, 46.7, 7.84, 140.6
380, 954.67, 25.22, 46.5, 8.02, 141.9
400, 952.50, 25.24, 46.6, 7.99, 142.5
420, 950.35, 25.20, 47.2, 7.87, 142.2
440, 948.19, 25.14, 47.5, 7.69, 140.6
460, 946.04, 25.08, 47.5, 7.56, 139.3
480, 943.90, 25.01, 47.5, 7.41, 139.2
500, 941.76, 24.90, 47.8, 7.34, 139.3
520, 939.60, 24.79, 48.0, 7.09, 138.5
540, 937.46, 24.66, 48.2, 6.85, 136.6
560, 935.34, 24.56, 48.2, 6.66, 134.4
580, 933.21, 24.50, 48.1, 6.50, 133.3
600, 931.09, 24.38, 48.1, 6.38, 133.2
620, 928.98, 24.28, 48.3, 6.22, 133.6
640, 926.87, 24.21, 48.5, 6.02, 134.4
660, 924.76, 24.16, 48.4, 5.84, 135.4
680, 922.66, 24.07, 48.4, 5.78, 137.7
700, 920.56, 23.92, 48.5, 5.77, 138.5
720, 918.47, 23.76, 48.7, 5.68, 138.6
740, 916.38, 23.55, 48.6, 5.54, 137.9
760, 914.29, 23.31, 48.3, 5.45, 136.9
780, 912.21, 23.17, 48.3, 5.37, 136.0
800, 910.12, 23.07, 48.3, 5.31, 138.1
820, 908.05, 22.93, 48.4, 5.26, 140.8
840, 905.97, 22.74, 48.4, 5.16, 143.1
860, 903.90, 22.62, 48.2, 5.06, 143.6
880, 901.84, 22.56, 47.7, 5.03, 144.4
900, 899.78, 22.41, 47.8, 5.02, 143.8
920, 897.72, 22.22, 48.2, 4.97, 143.4
940, 895.66, 22.01, 48.6, 4.95, 143.5
960, 893.61, 21.88, 48.9, 4.88, 143.5
980, 891.56, 21.77, 49.5, 4.76, 145.4
1000, 889.52, 21.62, 50.5, 4.65, 146.1
1020, 887.48, 21.44, 51.2, 4.61, 145.3
1040, 885.44, 21.27, 51.8, 4.54, 145.5
1060, 883.41, 21.10, 52.2, 4.55, 147.9
1080, 881.38, 20.93, 52.4, 4.52, 149.8
1100, 879.36, 20.75, 52.6, 4.49, 151.1
1120, 877.33, 20.54, 53.0, 4.40, 151.6
1140, 875.31, 20.42, 53.3, 4.34, 152.5
1160, 873.30, 20.31, 53.5, 4.22, 153.6
1180, 871.29, 20.12, 53.9, 4.12, 155.6
1200, 869.28, 19.91, 54.3, 4.07, 154.3
1220, 867.27, 19.75, 54.8, 4.08, 155.0
1240, 865.27, 19.56, 55.2, 4.07, 158.7
1260, 863.27, 19.37, 55.4, 4.11, 161.1
1280, 861.27, 19.21, 55.6, 4.10, 161.1
1300, 859.28, 19.11, 55.5, 4.02, 162.5
1320, 857.29, 18.99, 55.5, 3.90, 165.2
1340, 855.31, 18.84, 55.8, 3.78, 167.3
1360, 853.33, 18.69, 56.1, 3.63, 168.7
1380, 851.35, 18.55, 56.3, 3.53, 169.9
1400, 849.38, 18.34, 56.7, 3.46, 172.7
1420, 847.41, 18.20, 57.2, 3.45, 177.6
1440, 845.44, 18.06, 57.3, 3.46, 178.8
1460, 843.48, 17.94, 57.2, 3.53, 176.8
1480, 841.52, 17.73, 57.0, 3.57, 173.6
1500, 839.56, 17.50, 56.8, 3.69, 171.1
1520, 837.61, 17.28, 57.0, 3.74, 167.1
1540, 835.66, 17.12, 57.5, 3.75, 162.8
1560, 833.71, 17.04, 57.9, 3.69, 163.0
1580, 831.77, 16.95, 58.0, 3.66, 165.6
1600, 829.83, 16.88, 57.8, 3.50, 168.6
