# Radiation correction v2.4. Params: lat=43.0220, lon=-87.6394, utc_time=2023-06-01 19:01
Height (m AGL), Pressure (mb), Temperature (C), Relative humidity (%), Wind speed (m/s), Wind direction (true deg)
20, 988.15, 18.47, 75.3, 5.68, 117.5
40, 985.86, 20.05, 72.8, 5.10, 124.7
60, 983.60, 21.94, 67.0, 4.76, 130.6
80, 981.36, 23.52, 60.3, 4.45, 134.1
100, 979.13, 24.74, 54.3, 4.31, 135.1
120, 976.92, 25.53, 50.3, 4.29, 136.9
140, 974.71, 25.81, 48.3, 4.22, 136.6
160, 972.51, 25.78, 47.7, 4.19, 134.8
180, 970.31, 25.68, 47.1, 4.26, 133.8
200, 968.11, 25.58, 47.1, 4.27, 135.6
220, 965.92, 25.36, 48.0, 4.34, 139.7
240, 963.74, 25.24, 49.0, 4.42, 141.4
260, 961.56, 25.27, 48.5, 4.60, 140.1
280, 959.39, 25.40, 46.7, 4.75, 138.1
300, 957.22, 25.37, 45.9, 4.90, 139.6
320, 955.06, 25.31, 46.1, 5.00, 142.2
340, 952.90, 25.32, 46.5, 5.07, 145.5
360, 950.75, 25.46, 45.8, 5.09, 149.7
380, 948.60, 25.57, 44.7, 5.09, 154.3
400, 946.46, 25.59, 44.4, 5.11, 157.5
420, 944.31, 25.40, 45.3, 5.08, 159.4
440, 942.18, 25.32, 46.1, 5.03, 162.0
460, 940.05, 25.35, 46.2, 4.97, 164.6
480, 937.92, 25.35, 46.0, 4.95, 164.6
500, 935.79, 25.28, 45.1, 4.86, 163.0
520, 933.67, 25.25, 44.1, 4.81, 161.5
540, 931.56, 25.27, 43.8, 4.82, 160.9
560, 929.45, 25.14, 44.4, 4.85, 161.7
580, 927.34, 24.91, 45.7, 4.88, 163.7
600, 925.24, 24.78, 47.0, 4.99, 165.8
620, 923.14, 24.76, 47.8, 5.02, 166.9
640, 921.05, 24.56, 48.6, 5.01, 167.5
660, 918.95, 24.16, 49.5, 4.97, 167.8
680, 916.86, 23.81, 50.1, 4.89, 166.3
700, 914.78, 23.63, 50.4, 4.76, 164.7
720, 912.70, 23.54, 50.4, 4.66, 163.3
740, 910.62, 23.52, 50.3, 4.60, 162.1
760, 908.54, 23.49, 49.8, 4.56, 161.6
780, 906.47, 23.36, 49.8, 4.54, 162.3
800, 904.41, 23.10, 50.3, 4.55, 162.7
820, 902.34, 22.86, 50.9, 4.61, 161.9
840, 900.28, 22.66, 51.3, 4.63, 162.0
860, 898.23, 22.52, 51.3, 4.65, 162.4
880, 896.17, 22.40, 51.2, 4.64, 163.0
900, 894.12, 22.43, 50.6, 4.60, 163.0
920, 892.08, 22.32, 50.3, 4.54, 164.4
940, 890.04, 22.02, 50.4, 4.48, 166.0
960, 888.00, 21.73, 50.9, 4.40, 168.2
980, 885.97, 21.69, 51.0, 4.32, 169.4
1000, 883.93, 21.78, 50.8, 4.21, 169.8
1020, 881.91, 21.82, 50.8, 4.11, 167.9
1040, 879.88, 21.68, 51.4, 4.04, 165.4
1060, 877.86, 21.35, 52.6, 3.95, 163.8
1080, 875.85, 21.16, 53.6, 3.87, 163.1
1100, 873.84, 20.97, 54.0, 3.81, 164.3
1120, 871.83, 20.74, 54.3, 3.78, 167.0
1140, 869.82, 20.51, 54.6, 3.74, 167.7
1160, 867.82, 20.39, 54.6, 3.77, 166.8
1180, 865.82, 20.17, 54.6, 3.84, 166.3
1200, 863.82, 19.98, 54.8, 3.94, 168.8
1220, 861.83, 19.75, 55.0, 4.03, 169.3
1240, 859.84, 19.50, 55.2, 4.11, 169.9
1260, 857.85, 19.25, 55.7, 4.16, 170.5
1280, 855.87, 19.08, 56.1, 4.17, 171.7
1300, 853.89, 18.99, 56.4, 4.21, 171.8
1320, 851.91, 18.91, 56.6, 4.20, 172.4
1340, 849.94, 18.82, 56.7, 4.20, 173.5
1360, 847.97, 18.64, 56.9, 4.17, 174.8
1380, 846.01, 18.46, 57.2, 4.21, 176.1
1400, 844.04, 18.23, 57.4, 4.23, 176.5
1420, 842.09, 18.03, 57.4, 4.28, 177.1
1440, 840.13, 17.98, 57.2, 4.29, 178.1
1460, 838.18, 18.10, 56.5, 4.34, 179.9
1480, 836.24, 18.03, 56.0, 4.38, 180.0
1500, 834.30, 17.87, 56.2, 4.43, 179.5
1520, 832.36, 17.82, 56.3, 4.52, 178.3
1540, 830.42, 17.78, 56.0, 4.60, 177.1
1560, 828.49, 17.45, 56.2, 4.68, 175.7
1580, 826.56, 17.11, 56.6, 4.70, 173.8
1600, 824.64, 16.92, 57.1, 4.71, 172.2
1620, 822.71, 16.90, 57.4, 4.75, 170.7
1640, 820.80, 16.87, 57.5, 4.83, 169.3
1660, 818.88, 16.70, 56.9, 4.98, 168.4
1680, 816.97, 16.22, 56.6, 5.11, 168.1
1700, 815.06, 16.01, 56.7, 5.20, 168.4
1720, 813.15, 15.84, 56.8, 5.17, 168.2
1740, 811.25, 15.63, 57.1, 5.09, 169.1
