# Radiation correction v2.4. Params: lat=43.0217, lon=-87.8572, utc_time=2023-06-01 20:12
Height (m AGL), Pressure (mb), Temperature (C), Relative humidity (%), Wind speed (m/s), Wind direction (true deg)
2200, 768.25, 13.14, 51.0, 3.52, 181.4
2220, 766.43, 13.03, 50.6, 3.43, 181.9
2240, 764.62, 12.99, 49.9, 3.38, 182.7
2260, 762.81, 12.95, 49.3, 3.34, 182.5
2280, 761.00, 12.80, 49.3, 3.31, 183.4
2300, 759.20, 12.52, 49.6, 3.21, 184.5
2320, 757.40, 12.29, 50.1, 3.06, 184.3
2340, 755.60, 12.14, 50.6, 2.85, 184.4
2360, 753.80, 11.91, 50.6, 2.69, 185.4
2380, 752.01, 11.71, 50.3, 2.61, 185.6
2400, 750.23, 11.55, 50.3, 2.59, 181.5
2420, 748.44, 11.40, 50.8, 2.59, 174.2
2440, 746.66, 11.25, 51.5, 2.54, 167.4
2460, 744.88, 11.19, 51.9, 2.44, 165.8
2480, 743.11, 11.17, 52.1, 2.35, 165.7
2500, 741.34, 11.04, 52.5, 2.26, 165.4
2520, 739.57, 10.84, 53.1, 2.22, 165.6
2540, 737.80, 10.58, 53.8, 2.15, 163.8
2560, 736.04, 10.32, 54.6, 2.09, 159.9
2580, 734.28, 10.08, 55.3, 1.96, 156.8
2600, 732.53, 9.96, 55.7, 1.87, 156.5
2620, 730.77, 9.90, 55.5, 1.67, 157.5
2640, 729.03, 9.75, 55.1, 1.50, 155.2
2660, 727.28, 9.55, 55.4, 1.28, 156.7
2680, 725.54, 9.48, 56.1, 1.13, 165.2
2700, 723.80, 9.59, 56.1, 0.92, 173.6
2720, 722.06, 9.69, 54.9, 0.88, 169.8
2740, 720.33, 9.47, 53.5, 0.84, 160.7
2760, 718.60, 9.09, 53.5, 0.90, 155.8
2780, 716.88, 8.88, 54.1, 0.90, 158.2
2800, 715.16, 8.86, 54.6, 0.95, 163.5
2820, 713.44, 8.86, 54.7, 0.95, 161.8
2840, 711.73, 8.73, 54.7, 0.94, 153.4
2860, 710.02, 8.34, 55.3, 0.92, 141.7
2880, 708.31, 8.05, 56.2, 0.98, 144.3
2900, 706.60, 7.87, 56.9, 1.01, 147.4
2920, 704.90, 7.74, 57.5, 1.05, 148.0
2940, 703.20, 7.55, 58.1, 1.03, 141.7
2960, 701.50, 7.38, 58.7, 0.91, 141.5
2980, 699.81, 7.21, 59.3, 0.67, 138.2
3000, 698.12, 7.06, 59.6, 0.52, 131.6
3020, 696.43, 6.97, 58.9, 0.48, 148.1
3040, 694.74, 6.90, 57.5, 0.63, 167.4
3060, 693.06, 6.83, 55.8, 0.78, 166.0
3080, 691.38, 6.66, 55.0, 0.89, 147.0
3100, 689.71, 6.46, 55.6, 0.88, 129.0
3120, 688.04, 6.24, 56.2, 0.88, 120.4
3140, 686.37, 6.13, 56.1, 0.85, 136.4
3160, 684.70, 6.06, 55.4, 0.84, 125.9
3180, 683.04, 5.92, 54.9, 0.85, 105.2
3200, 681.38, 5.80, 54.8, 0.87, 86.6
3220, 679.73, 5.70, 55.1, 0.95, 95.8
3240, 678.08, 5.54, 55.6, 0.98, 92.8
3260, 676.43, 5.30, 56.6, 0.99, 87.1
3280, 674.78, 4.96, 58.0, 0.99, 80.4
3300, 673.13, 4.65, 59.1, 0.98, 67.6
3320, 671.49, 4.60, 59.4, 0.95, 56.4
3340, 669.85, 4.74, 58.9, 0.92, 48.9
3360, 668.22, 4.89, 57.4, 0.92, 46.3
3380, 666.59, 4.82, 55.5, 0.89, 41.5
3400, 664.97, 4.57, 54.5, 0.98, 33.9
3420, 663.34, 4.44, 54.5, 1.05, 28.0
3440, 661.72, 4.35, 54.7, 1.15, 30.2
3460, 660.11, 4.25, 55.0, 1.19, 32.7
3480, 658.49, 4.23, 55.3, 1.21, 37.9
3500, 656.89, 4.30, 55.3, 1.15, 39.6
3520, 655.28, 4.08, 55.1, 1.06, 25.1
3540, 653.68, 3.67, 55.2, 0.98, 27.9
3560, 652.08, 3.33, 55.5, 0.87, 42.0
3580, 650.48, 3.14, 55.7, 0.84, 74.8
3600, 648.88, 3.09, 55.7, 0.88, 89.1
3620, 647.29, 3.20, 54.9, 0.94, 157.1
3640, 645.70, 3.21, 54.0, 0.97, 207.5
3660, 644.12, 2.95, 53.6, 1.00, 252.0
3680, 642.54, 2.74, 53.7, 1.00, 257.0
3700, 640.96, 2.57, 53.6, 1.08, 262.1
3720, 639.38, 2.55, 51.4, 1.24, 306.5
3740, 637.81, 2.62, 47.1, 1.49, 4.2
3760, 636.24, 2.89, 40.6, 1.74, 50.3
3780, 634.68, 3.07, 34.5, 2.05, 66.3
3800, 633.12, 3.02, 29.3, 2.26, 74.7
3820, 631.56, 2.75, 26.5, 2.46, 80.7
3840, 630.01, 2.49, 25.5, 2.55, 82.2
3860, 628.46, 2.39, 25.1, 2.63, 80.7
3880, 626.91, 2.35, 24.7, 2.74, 80.8
3900, 625.37, 2.24, 24.2, 3.11, 82.2
3920, 623.82, 1.88, 23.5, 3.43, 86.3
3940, 622.28, 1.68, 23.0, 3.69, 88.8
3960, 620.75, 1.54, 22.5, 3.78, 90.9
3980, 619.21, 1.39, 21.9, 3.81, 91.8
4000, 617.68, 1.25, 21.6, 3.90, 92.4
4020, 616.15, 1.17, 21.4, 4.01, 93.1
4040, 614.63, 1.05, 20.9, 4.13, 95.9
4060, 613.10, 0.98, 20.4, 4.21, 98.7
4080, 611.59, 0.90, 19.7, 4.21, 100.8
4100, 610.07, 0.75, 19.3, 4.10, 102.9
4120, 608.56, 0.47, 19.0, 3.99, 103.8
4140, 607.05, 0.28, 18.8, 3.87, 103.8
4160, 605.54, 0.23, 18.5, 3.85, 102.7
4180, 604.03, -0.04, 17.7, 3.88, 102.0
4200, 602.53, -0.29, 16.5, 3.97, 100.7
4220, 601.03, -0.33, 15.3, 4.05, 99.4
4240, 599.54, -0.24, 14.3, 4.04, 98.0
4260, 598.05, -0.14, 13.6, 3.94, 96.4
4280, 596.56, -0.33, 12.9, 3.78, 95.3
4300, 595.07, -0.47, 12.3, 3.58, 94.2
4320, 593.59, -0.53, 11.7, 3.38, 94.4
4340, 592.11, -0.49, 11.2, 3.25, 99.1
4360, 590.64, -0.61, 11.3, 3.23, 106.8
4380, 589.17, -0.82, 12.0, 3.36, 112.5
4400, 587.70, -1.07, 13.3, 3.58, 117.8
4420, 586.23, -1.24, 15.0, 3.81, 123.8
4440, 584.76, -1.27, 16.5, 4.01, 128.5
4460, 583.30, -1.38, 17.7, 4.24, 132.6
4480, 581.84, -1.67, 18.4, 4.42, 135.6
4500, 580.38, -1.79, 18.8, 4.67, 136.8
4520, 578.93, -1.88, 19.1, 4.83, 136.7
4540, 577.48, -2.00, 19.3, 5.06, 134.4
4560, 576.04, -2.17, 19.3, 5.04, 131.7
4580, 574.60, -2.14, 19.4, 4.94, 127.3
4600, 573.15, -2.12, 19.4, 4.67, 123.8
4620, 571.72, -2.31, 19.2, 4.36, 123.7
4640, 570.28, -2.47, 19.0, 4.08, 125.6
4660, 568.85, -2.50, 18.7, 3.88, 125.0
4680, 567.42, -2.47, 18.1, 3.77, 123.3
4700, 566.00, -2.60, 17.4, 3.76, 121.1
4720, 564.58, -2.72, 17.0, 3.84, 118.6
4740, 563.16, -2.89, 16.7, 3.90, 114.4
4760, 561.74, -3.08, 16.4, 3.94, 110.6
4780, 560.33, -3.37, 16.3, 4.00, 117.4
4800, 558.91, -3.65, 16.3, 3.98, 124.5
4820, 557.51, -3.67, 16.2, 3.88, 125.2
4840, 556.10, -3.58, 15.9, 3.79, 126.2
4860, 554.70, -3.47, 15.7, 3.66, 126.3
