UTC time, Altitude (m MSL), Altitude (m AGL), Pressure (Pascal), Speed (m/s), Heading (degrees), Temperature (C), Relative humidity (%), Internal temperature (C), Latitude, Longitude, Rise speed (m/s)
18:11:18, 183, 0, 99858,  ,  , 24.38, 57.50,  ,  ,  , 
18:11:19, 183, 0, 99857,  ,  , 24.39, 57.45,  ,  ,  , 
18:11:20, 183, 0, 99856,  ,  , 24.42, 57.65,  ,  ,  , 
18:11:21, 183, 0, 99856,  ,  , 24.46, 58.10,  ,  ,  , 
18:11:22, 183, 0, 99857,  ,  , 24.47, 58.55,  ,  ,  , 
18:11:23, 183, 0, 99858,  ,  , 24.49, 58.60,  ,  ,  , 
18:11:24, 183, 0, 99856,  ,  , 24.51, 58.35,  ,  ,  , 
18:11:25, 183, 0, 99855,  ,  , 24.53, 58.15,  ,  ,  , 
18:11:26, 183, 0, 99854,  ,  , 24.55, 57.90,  ,  ,  , 
18:11:27, 183, 0, 99855,  ,  , 24.58, 58.15,  ,  ,  , 
18:11:28, 183, 0, 99856,  ,  , 24.61, 58.65,  ,  ,  , 
18:11:29, 183, 0, 99858,  ,  , 24.63, 58.75,  ,  ,  , 
18:11:30, 183, 0, 99859,  ,  , 24.61, 58.00,  ,  ,  , 
18:11:31, 182, 0, 99860,  ,  , 24.60, 57.05,  ,  ,  , 0
18:11:32, 182, 0, 99862,  ,  , 24.56, 56.50,  ,  ,  , 0
18:11:36, 183, 0, 99858,  ,  , 24.53, 58.25,  ,  ,  , 0
18:11:37, 183, 0, 99857,  ,  , 24.53, 59.70,  ,  ,  , 0
18:11:38, 183, 0, 99856,  ,  , 24.52, 60.25,  ,  ,  , 0
18:11:38, 183, 0, 99856,  ,  , 24.51, 59.80,  ,  ,  , 0
18:11:39, 183, 0, 99857,  ,  , 24.50, 59.05,  ,  ,  , 0
18:11:40, 183, 0, 99858,  ,  , 24.51, 58.60,  ,  ,  , 0
18:11:42, 183, 0, 99857,  ,  , 24.52, 59.20,  ,  ,  , 0
18:11:43, 183, 0, 99856,  ,  , 24.52, 59.65,  ,  ,  , 0
18:11:44, 183, 0, 99856,  ,  , 24.51, 59.35,  ,  ,  , 0
18:11:44, 183, 0, 99856,  ,  , 24.51, 58.90,  ,  ,  , 0
18:11:45, 183, 0, 99857,  ,  , 24.52, 58.65,  ,  ,  , 0
18:11:46, 183, 0, 99858,  ,  , 24.47, 58.20,  ,  ,  , 0
18:11:47, 182, 0, 99861,  ,  , 24.36, 57.20,  ,  ,  , 0
18:11:48, 182, 0, 99865,  ,  , 24.25, 56.30,  ,  ,  , -0.1
18:11:49, 182, 0, 99870,  ,  , 24.02, 55.70,  ,  ,  , -0.1
18:11:50, 181, -1, 99872,  ,  , 23.75, 55.40,  ,  ,  , -0.1
18:11:51, 181, -1, 99875,  ,  , 23.48, 55.30,  ,  ,  , -0.1
18:11:52, 181, -1, 99878,  ,  , 23.16, 55.35,  ,  ,  , -0.1
18:11:53, 181, -1, 99878,  ,  , 22.90, 55.65,  ,  ,  , -0.1
18:11:54, 181, -1, 99878,  ,  , 22.63, 56.05,  ,  ,  , -0.1
18:11:55, 181, -1, 99878,  ,  , 22.63, 56.55,  ,  ,  , -0.2
18:11:56, 181, -1, 99876,  ,  , 22.55, 57.10,  ,  ,  , -0.1
18:11:57, 181, -1, 99875,  ,  , 22.44, 57.65,  ,  ,  , -0.1
18:11:58, 181, -1, 99874,  ,  , 22.36, 58.15,  ,  ,  , -0.1
18:11:59, 182, 0, 99870,  ,  , 22.20, 58.55,  ,  ,  , -0.1
18:12:00, 182, 0, 99866,  ,  , 22.08, 58.95,  ,  ,  , 0
18:12:01, 182, 0, 99862,  ,  , 22.01, 59.30, 26.8,  ,  , 0
