# Radiation correction v2.4. Params: lat=43.0248, lon=-87.8894, utc_time=2024-05-23 13:32
Height (m AGL), Pressure (mb), Temperature (C), Relative humidity (%), Wind speed (m/s), Wind direction (true deg)
20, 982.80, 20.39, 47.1, 2.86, 267.9
40, 980.53, 20.35, 46.3, 2.99, 265.8
60, 978.27, 20.31, 46.0, 2.97, 262.3
80, 976.02, 20.17, 46.1, 2.98, 262.8
100, 973.76, 20.01, 46.0, 3.00, 265.6
120, 971.52, 19.84, 45.8, 3.10, 267.1
140, 969.27, 19.62, 45.7, 3.43, 268.0
160, 967.03, 19.38, 46.1, 3.97, 273.4
180, 964.79, 19.25, 45.9, 4.37, 277.1
200, 962.56, 19.15, 45.1, 4.77, 280.0
220, 960.33, 19.10, 44.2, 5.13, 280.5
240, 958.11, 19.11, 43.7, 5.58, 282.0
260, 955.89, 19.13, 43.4, 6.13, 284.6
280, 953.67, 19.12, 42.9, 6.66, 288.8
300, 951.46, 19.12, 42.3, 7.14, 290.6
320, 949.26, 19.08, 41.7, 7.53, 291.2
340, 947.06, 19.00, 41.0, 7.81, 291.4
360, 944.86, 18.95, 40.4, 8.00, 291.6
380, 942.67, 18.90, 39.8, 8.05, 292.2
400, 940.48, 18.73, 39.8, 8.05, 292.4
420, 938.30, 18.47, 40.3, 8.04, 291.9
440, 936.12, 18.22, 40.8, 8.01, 291.8
460, 933.94, 18.05, 40.9, 7.99, 292.7
480, 931.77, 17.91, 40.8, 7.95, 293.7
500, 929.60, 17.79, 40.8, 7.90, 294.8
520, 927.43, 17.71, 40.9, 7.82, 295.8
540, 925.27, 17.63, 41.0, 7.73, 297.1
560, 923.11, 17.41, 41.3, 7.63, 297.4
580, 920.96, 17.15, 41.7, 7.53, 297.0
600, 918.81, 16.87, 42.2, 7.55, 297.1
620, 916.67, 16.62, 42.7, 7.57, 296.8
640, 914.52, 16.39, 43.1, 7.61, 296.5
660, 912.38, 16.15, 43.5, 7.67, 296.0
680, 910.25, 15.96, 43.9, 7.74, 295.7
700, 908.11, 15.81, 44.2, 7.83, 295.3
720, 905.98, 15.68, 44.3, 7.94, 294.7
740, 903.86, 15.53, 44.5, 8.04, 294.1
760, 901.74, 15.30, 44.9, 8.10, 293.3
780, 899.62, 15.05, 45.5, 8.14, 292.7
800, 897.50, 14.85, 46.1, 8.14, 292.6
820, 895.39, 14.68, 46.6, 8.12, 292.4
840, 893.28, 14.48, 47.0, 8.12, 292.3
860, 891.18, 14.29, 47.3, 8.10, 292.1
880, 889.08, 14.10, 47.5, 8.05, 292.4
900, 886.98, 13.84, 48.1, 7.99, 292.6
920, 884.89, 13.66, 48.4, 7.92, 293.2
940, 882.80, 13.60, 48.5, 7.86, 293.8
960, 880.71, 13.51, 48.4, 7.90, 295.1
980, 878.63, 13.41, 48.2, 7.93, 294.1
1000, 876.55, 13.28, 48.1, 7.98, 294.0
1020, 874.48, 13.11, 48.2, 7.92, 294.8
1040, 872.41, 12.89, 48.7, 7.90, 294.7
1060, 870.34, 12.64, 49.3, 7.79, 294.1
1080, 868.28, 12.47, 49.8, 7.76, 294.2
1100, 866.22, 12.40, 50.0, 7.76, 294.9
1120, 864.16, 12.33, 50.0, 7.72, 295.5
1140, 862.11, 12.06, 50.1, 7.74, 296.8
1160, 860.06, 11.89, 50.2, 7.83, 296.4
1180, 858.02, 11.81, 50.1, 7.92, 296.7
1200, 855.97, 11.71, 49.8, 8.03, 297.4
1220, 853.94, 11.60, 49.3, 8.09, 298.0
1240, 851.91, 11.38, 49.0, 8.15, 297.6
1260, 849.88, 11.14, 49.3, 8.22, 297.6
