# Radiation correction v2.4. Params: lat=43.0249, lon=-87.8327, utc_time=2024-05-23 19:24
Height (m AGL), Pressure (mb), Temperature (C), Relative humidity (%), Wind speed (m/s), Wind direction (true deg)
20, 982.80, 16.43, 63.1, 7.87, 164.1
40, 980.50, 18.07, 56.6, 7.92, 158.8
60, 978.24, 19.90, 48.3, 7.85, 154.7
80, 975.99, 21.36, 40.4, 7.77, 151.6
100, 973.75, 21.86, 37.2, 7.79, 151.2
120, 971.51, 22.03, 35.8, 8.25, 151.6
140, 969.28, 21.96, 35.4, 8.61, 150.8
160, 967.06, 21.80, 35.5, 8.90, 150.3
180, 964.83, 21.62, 35.8, 9.09, 150.8
200, 962.62, 21.52, 36.0, 8.93, 150.3
220, 960.40, 21.51, 36.1, 8.50, 150.3
240, 958.19, 21.48, 36.2, 8.12, 152.7
260, 955.99, 21.38, 36.3, 7.66, 156.8
280, 953.79, 21.21, 36.6, 7.09, 161.7
300, 951.59, 20.94, 36.9, 6.93, 165.2
320, 949.40, 20.77, 37.1, 6.67, 166.4
340, 947.22, 20.64, 37.3, 6.33, 168.3
360, 945.03, 20.63, 37.3, 5.88, 173.3
380, 942.85, 20.61, 37.3, 5.57, 177.9
400, 940.68, 20.57, 37.3, 5.28, 179.3
420, 938.51, 20.45, 37.3, 5.22, 178.3
440, 936.35, 20.27, 37.5, 5.20, 178.9
460, 934.18, 20.03, 37.8, 5.07, 180.1
480, 932.02, 19.64, 38.3, 4.83, 181.2
500, 929.87, 19.10, 39.2, 4.48, 178.3
520, 927.71, 18.89, 39.9, 4.24, 185.8
540, 925.56, 18.85, 39.8, 3.92, 190.4
560, 923.41, 18.58, 40.0, 3.86, 193.7
580, 921.27, 18.14, 40.7, 3.87, 191.2
600, 919.13, 17.81, 41.4, 4.04, 187.8
620, 916.99, 17.59, 41.8, 4.09, 181.1
640, 914.85, 17.35, 42.2, 4.21, 187.5
660, 912.72, 17.15, 42.6, 4.06, 200.0
680, 910.59, 17.00, 42.7, 3.85, 206.3
700, 908.46, 16.86, 42.7, 3.58, 204.8
720, 906.34, 16.71, 42.8, 3.49, 203.0
740, 904.22, 16.59, 42.9, 3.47, 207.7
