# Radiation correction v2.4. Params: lat=43.0259, lon=-87.8050, utc_time=2024-05-23 14:37
Height (m AGL), Pressure (mb), Temperature (C), Relative humidity (%), Wind speed (m/s), Wind direction (true deg)
20, 982.77, 18.71, 57.9, 3.54, 211.5
40, 980.50, 19.81, 52.6, 3.54, 214.3
60, 978.24, 20.07, 50.2, 3.40, 214.8
80, 975.98, 20.10, 48.9, 3.47, 219.3
100, 973.73, 20.13, 47.9, 3.46, 229.7
120, 971.48, 20.18, 47.0, 3.67, 238.5
140, 969.24, 20.16, 46.5, 3.73, 240.3
160, 967.00, 20.01, 46.1, 4.07, 240.6
180, 964.76, 19.84, 46.1, 4.25, 243.8
200, 962.53, 19.73, 46.1, 4.47, 249.9
220, 960.31, 19.67, 45.7, 4.59, 255.6
240, 958.09, 19.59, 44.9, 4.71, 260.2
260, 955.87, 19.53, 43.5, 4.48, 265.2
280, 953.66, 19.39, 43.1, 4.38, 264.9
300, 951.45, 19.22, 43.0, 4.49, 266.7
320, 949.24, 19.08, 42.7, 4.60, 270.3
340, 947.04, 19.03, 42.3, 4.81, 274.5
360, 944.85, 18.92, 42.0, 5.07, 279.1
380, 942.66, 18.71, 41.8, 5.33, 283.8
400, 940.47, 18.62, 41.2, 5.58, 284.7
420, 938.29, 18.67, 40.1, 5.78, 285.0
440, 936.11, 18.64, 39.5, 5.90, 285.2
460, 933.93, 18.46, 39.8, 5.96, 285.5
480, 931.76, 18.24, 40.3, 5.86, 285.1
500, 929.59, 18.21, 40.3, 5.80, 283.8
520, 927.43, 18.19, 40.2, 5.85, 282.2
540, 925.27, 17.97, 40.4, 5.97, 281.5
560, 923.12, 17.63, 41.0, 6.08, 283.7
580, 920.97, 17.51, 41.1, 6.20, 284.1
600, 918.82, 17.43, 40.9, 6.09, 283.0
620, 916.68, 17.29, 40.9, 6.04, 282.9
640, 914.54, 17.09, 41.1, 5.96, 284.7
660, 912.40, 16.83, 41.5, 5.90, 286.2
680, 910.27, 16.64, 41.8, 5.92, 286.3
700, 908.14, 16.43, 42.2, 5.91, 286.3
720, 906.01, 16.21, 42.5, 5.86, 286.7
740, 903.89, 16.04, 42.7, 5.87, 286.4
760, 901.77, 15.93, 42.8, 5.87, 285.8
780, 899.66, 15.89, 42.8, 5.95, 285.2
800, 897.55, 15.76, 42.8, 6.12, 286.7
820, 895.44, 15.54, 43.1, 6.22, 286.6
840, 893.34, 15.31, 43.5, 6.31, 286.3
860, 891.24, 15.13, 43.9, 6.33, 286.3
880, 889.15, 14.87, 44.4, 6.30, 287.9
900, 887.05, 14.69, 44.8, 6.29, 288.2
920, 884.97, 14.49, 45.2, 6.26, 287.4
940, 882.88, 14.25, 45.7, 6.21, 288.1
960, 880.80, 14.03, 46.2, 6.16, 287.5
980, 878.72, 13.91, 46.5, 6.00, 285.9
1000, 876.64, 13.74, 46.7, 5.85, 285.3
1020, 874.57, 13.50, 47.0, 5.74, 286.7
1040, 872.50, 13.25, 47.5, 5.68, 287.8
1060, 870.44, 13.07, 47.7, 5.67, 289.0
1080, 868.38, 12.80, 47.7, 5.68, 289.0
1100, 866.32, 12.42, 47.9, 5.72, 287.9
1120, 864.26, 12.17, 48.2, 5.74, 285.3
1140, 862.21, 12.13, 48.3, 5.80, 285.3
1160, 860.16, 12.05, 48.3, 5.89, 287.0
1180, 858.11, 11.80, 48.4, 5.98, 287.3
1200, 856.07, 11.62, 48.7, 6.06, 286.1
1220, 854.04, 11.42, 49.0, 6.11, 285.1
1240, 852.00, 11.18, 49.1, 6.17, 284.5
1260, 849.97, 10.93, 48.9, 6.22, 284.4
1280, 847.94, 10.77, 47.3, 6.27, 286.0
1300, 845.92, 10.64, 44.8, 6.31, 289.0
1320, 843.90, 10.45, 42.9, 6.35, 291.1
1340, 841.88, 10.25, 42.4, 6.34, 292.5
1360, 839.86, 10.02, 42.5, 6.29, 292.4
1380, 837.85, 9.79, 42.5, 6.24, 292.7
1400, 835.84, 9.58, 42.6, 6.22, 294.5
