# Radiation correction v2.4. Params: lat=43.0257, lon=-87.8613, utc_time=2024-05-23 19:53
Height (m AGL), Pressure (mb), Temperature (C), Relative humidity (%), Wind speed (m/s), Wind direction (true deg)
20, 982.94, 18.41, 55.5, 10.47, 150.4
40, 980.67, 20.17, 46.3, 10.63, 149.6
60, 978.42, 21.46, 38.7, 10.78, 148.8
80, 976.17, 21.57, 35.5, 10.83, 148.6
100, 973.93, 21.34, 34.7, 10.91, 148.6
120, 971.69, 21.11, 35.0, 10.90, 149.6
140, 969.45, 20.88, 36.1, 10.86, 151.7
160, 967.22, 20.76, 36.7, 10.78, 153.1
180, 964.99, 20.70, 37.1, 10.63, 154.0
200, 962.77, 20.63, 37.2, 10.47, 155.1
220, 960.55, 20.48, 37.3, 10.28, 156.6
240, 958.33, 20.30, 37.5, 10.00, 157.1
260, 956.12, 20.17, 37.7, 9.62, 156.9
280, 953.91, 20.02, 38.1, 9.33, 157.6
300, 951.71, 19.91, 38.5, 8.83, 159.1
320, 949.51, 19.79, 39.0, 8.34, 160.7
340, 947.32, 19.68, 39.4, 7.87, 162.5
360, 945.12, 19.56, 39.8, 7.49, 163.9
380, 942.94, 19.43, 40.1, 7.22, 165.5
400, 940.76, 19.29, 40.3, 7.07, 166.7
420, 938.58, 19.17, 40.6, 6.95, 165.8
440, 936.40, 19.06, 40.7, 6.84, 164.2
460, 934.23, 18.95, 40.7, 6.75, 167.5
480, 932.07, 18.86, 40.6, 6.59, 175.2
500, 929.91, 18.77, 40.6, 6.39, 182.6
520, 927.75, 18.66, 40.7, 6.21, 184.7
540, 925.60, 18.54, 40.9, 5.85, 186.3
560, 923.45, 18.29, 41.2, 5.57, 188.5
580, 921.30, 18.09, 41.5, 5.45, 189.4
600, 919.16, 17.87, 41.8, 5.28, 185.5
620, 917.02, 17.66, 42.2, 5.12, 178.4
640, 914.88, 17.52, 42.4, 4.91, 171.2
660, 912.75, 17.37, 42.7, 4.75, 167.2
680, 910.63, 17.15, 43.0, 4.59, 166.8
700, 908.50, 16.99, 43.3, 4.38, 165.9
720, 906.38, 16.94, 43.4, 4.19, 163.9
740, 904.27, 17.35, 42.5, 3.96, 168.2
760, 902.16, 17.77, 41.4, 3.80, 174.0
780, 900.06, 18.14, 40.2, 3.62, 185.0
800, 897.97, 18.16, 39.9, 3.65, 195.1
820, 895.88, 18.02, 39.9, 3.65, 206.9
840, 893.80, 17.82, 40.2, 3.84, 222.1
860, 891.72, 17.36, 40.9, 3.88, 231.8
880, 889.64, 17.00, 41.7, 4.01, 238.1
900, 887.56, 16.74, 42.4, 4.00, 242.8
920, 885.48, 16.79, 42.5, 3.98, 245.0
940, 883.41, 16.67, 42.4, 3.91, 246.3
960, 881.35, 16.50, 42.5, 3.86, 247.4
980, 879.29, 16.24, 42.9, 3.81, 245.6
1000, 877.23, 15.83, 43.5, 3.87, 242.0
1020, 875.17, 15.60, 43.7, 3.88, 245.3
1040, 873.12, 15.55, 43.7, 3.99, 251.4
1060, 871.07, 15.55, 43.6, 4.28, 252.5
1080, 869.02, 15.43, 43.6, 4.54, 249.8
1100, 866.98, 15.20, 43.8, 4.75, 250.3
1120, 864.95, 14.80, 44.4, 5.07, 250.9
1140, 862.91, 14.09, 46.0, 5.65, 246.9
1160, 860.87, 13.66, 47.3, 6.14, 242.3
1180, 858.84, 13.58, 48.0, 6.56, 239.8
1200, 856.81, 13.59, 48.3, 6.81, 236.4
