# Radiation correction v2.4. Params: lat=43.0253, lon=-87.8331, utc_time=2024-05-23 17:57
Height (m AGL), Pressure (mb), Temperature (C), Relative humidity (%), Wind speed (m/s), Wind direction (true deg)
20, 983.13, 16.81, 63.3, 6.48, 163.8
40, 980.84, 17.31, 62.1, 7.02, 162.7
60, 978.56, 18.29, 58.0, 7.43, 160.5
80, 976.30, 19.60, 50.6, 7.72, 159.3
100, 974.04, 20.62, 45.0, 7.54, 157.3
120, 971.81, 21.35, 40.2, 7.14, 158.9
140, 969.57, 21.65, 37.6, 6.53, 163.5
160, 967.35, 21.95, 36.3, 5.76, 169.5
180, 965.13, 22.29, 35.5, 5.47, 167.6
200, 962.92, 22.12, 35.2, 6.13, 168.5
220, 960.71, 21.42, 36.2, 6.78, 179.5
240, 958.50, 21.24, 36.7, 7.13, 184.2
260, 956.30, 21.54, 36.4, 7.30, 183.9
280, 954.10, 21.88, 35.7, 6.61, 180.4
300, 951.91, 21.84, 35.4, 5.23, 184.5
320, 949.73, 21.72, 35.5, 4.10, 195.3
340, 947.54, 21.60, 35.6, 4.05, 236.7
360, 945.37, 21.49, 35.7, 3.88, 243.4
380, 943.19, 21.37, 35.7, 4.06, 213.6
400, 941.02, 21.08, 35.8, 4.08, 181.1
420, 938.86, 20.85, 36.2, 4.42, 190.8
440, 936.69, 20.79, 36.2, 4.52, 201.5
460, 934.53, 20.76, 36.1, 4.56, 208.2
480, 932.38, 20.50, 36.1, 4.94, 208.8
500, 930.23, 19.84, 36.7, 5.49, 210.3
520, 928.07, 19.10, 37.9, 5.77, 208.4
540, 925.92, 18.58, 39.1, 5.83, 205.9
560, 923.77, 18.13, 40.3, 5.55, 209.2
580, 921.62, 17.85, 41.1, 5.22, 214.0
600, 919.48, 17.64, 41.6, 4.99, 217.3
620, 917.33, 17.38, 42.2, 5.22, 221.8
640, 915.19, 17.21, 42.4, 5.65, 226.3
660, 913.06, 17.12, 42.1, 6.20, 231.3
680, 910.93, 17.10, 41.5, 6.65, 235.1
700, 908.80, 17.08, 40.9, 7.04, 236.6
720, 906.68, 16.97, 40.7, 7.20, 235.6
740, 904.56, 16.82, 40.7, 7.33, 235.1
760, 902.45, 16.61, 40.8, 7.35, 235.2
780, 900.34, 16.44, 41.0, 7.34, 235.3
800, 898.23, 16.24, 41.3, 7.31, 234.8
820, 896.13, 16.05, 41.7, 7.24, 233.0
840, 894.03, 15.82, 42.3, 7.22, 230.8
860, 891.93, 15.56, 43.0, 7.23, 231.1
880, 889.84, 15.38, 43.6, 7.22, 234.0
900, 887.75, 15.24, 44.0, 7.14, 236.8
920, 885.67, 15.10, 44.3, 6.98, 236.6
940, 883.59, 14.92, 44.9, 6.78, 236.2
960, 881.51, 14.79, 45.6, 6.56, 235.6
980, 879.44, 14.70, 45.9, 6.44, 234.8
1000, 877.37, 14.54, 46.1, 6.37, 234.1
1020, 875.30, 14.28, 46.6, 6.40, 235.0
1040, 873.24, 14.03, 47.2, 6.42, 235.5
1060, 871.18, 13.75, 48.0, 6.41, 234.9
1080, 869.12, 13.52, 48.5, 6.39, 234.0
1100, 867.07, 13.29, 49.1, 6.34, 233.9
1120, 865.02, 13.10, 49.5, 6.35, 234.5
1140, 862.97, 12.94, 49.9, 6.40, 234.3
1160, 860.93, 12.80, 50.2, 6.40, 234.1
1180, 858.89, 12.70, 50.4, 6.30, 233.5
1200, 856.85, 12.72, 50.5, 6.13, 236.0
1220, 854.82, 12.93, 50.2, 5.96, 241.2
1240, 852.80, 13.19, 49.7, 5.98, 246.1
1260, 850.78, 13.28, 49.0, 6.02, 247.2
1280, 848.77, 12.91, 49.2, 6.06, 245.4
1300, 846.76, 12.40, 50.1, 6.12, 243.3
1320, 844.75, 12.12, 51.0, 6.17, 241.8
1340, 842.75, 12.01, 51.5, 6.19, 241.1
1360, 840.74, 11.57, 52.8, 6.25, 240.2
1380, 838.74, 11.37, 53.8, 6.29, 239.8
1400, 836.74, 11.50, 53.7, 6.31, 240.6
1420, 834.76, 11.91, 52.1, 6.35, 242.8
1440, 832.77, 11.86, 51.4, 6.39, 244.7
1460, 830.79, 11.64, 51.5, 6.35, 247.4
1480, 828.81, 11.38, 51.7, 6.30, 249.1
1500, 826.84, 11.27, 51.8, 6.23, 249.5
1520, 824.87, 11.17, 51.7, 6.04, 247.9
1540, 822.90, 11.10, 51.7, 5.85, 246.8
1560, 820.94, 10.90, 51.8, 5.69, 246.9
1580, 818.98, 10.71, 52.1, 5.52, 248.3
1600, 817.02, 10.43, 52.5, 5.44, 248.6
1620, 815.07, 10.13, 53.1, 5.54, 250.1
1640, 813.12, 9.92, 53.8, 5.75, 252.1
1660, 811.17, 9.80, 54.8, 5.86, 254.3
1680, 809.23, 9.60, 55.7, 5.88, 257.3
1700, 807.29, 9.35, 56.4, 5.83, 259.9
1720, 805.35, 9.11, 57.1, 5.72, 259.8
1740, 803.42, 8.92, 57.5, 5.52, 258.8
1760, 801.49, 8.80, 58.0, 5.30, 257.1
1780, 799.56, 8.57, 58.2, 5.05, 254.8
1800, 797.63, 8.40, 58.3, 5.01, 251.5
1820, 795.71, 8.09, 58.6, 5.15, 248.4
1840, 793.80, 7.67, 59.9, 5.44, 245.5
1860, 791.88, 7.49, 61.2, 5.63, 247.3
1880, 789.97, 7.43, 61.5, 5.76, 247.7
1900, 788.06, 7.24, 61.7, 5.80, 247.0
1920, 786.16, 7.01, 62.2, 5.90, 246.1
1940, 784.25, 6.84, 62.9, 6.09, 247.4
1960, 782.35, 6.72, 63.6, 6.30, 250.7
1980, 780.46, 6.51, 64.4, 6.36, 254.2
2000, 778.57, 6.21, 65.2, 6.35, 256.5
2020, 776.68, 5.95, 66.1, 6.31, 258.7
2040, 774.79, 5.96, 66.5, 6.23, 259.4
2060, 772.92, 6.02, 66.2, 6.11, 259.7
2080, 771.04, 5.62, 65.9, 5.99, 260.3
2100, 769.17, 4.93, 66.0, 5.93, 262.0
2120, 767.29, 4.22, 66.6, 5.80, 261.9
2140, 765.41, 3.53, 68.8, 5.77, 260.8
2160, 763.54, 3.13, 71.7, 5.70, 260.3
2180, 761.66, 2.83, 74.1, 5.61, 259.7
2200, 759.79, 2.61, 75.6, 5.50, 258.6
2220, 757.93, 2.49, 76.0, 5.46, 257.7
2240, 756.06, 2.38, 76.1, 5.52, 257.8
2260, 754.20, 2.27, 75.9, 5.70, 259.4
2280, 752.35, 2.14, 75.7, 6.01, 263.2
2300, 750.50, 2.01, 75.3, 6.17, 268.2
2320, 748.65, 1.93, 74.6, 6.26, 270.8
2340, 746.80, 1.90, 73.7, 6.31, 272.3
2360, 744.96, 1.90, 72.4, 6.42, 274.5
2380, 743.13, 1.85, 71.0, 6.66, 278.8
2400, 741.30, 1.71, 70.2, 7.08, 279.5
2420, 739.47, 1.51, 69.9, 7.38, 279.2
2440, 737.64, 1.37, 70.0, 7.54, 279.6
2460, 735.82, 1.24, 69.9, 7.53, 280.5
2480, 734.00, 1.09, 69.6, 7.43, 280.2
2500, 732.19, 0.89, 69.7, 7.42, 278.0
2520, 730.38, 0.70, 70.3, 7.67, 274.6
2540, 728.57, 0.71, 70.9, 8.07, 273.2
2560, 726.76, 0.75, 71.3, 8.36, 274.1
2580, 724.96, 0.60, 71.7, 8.39, 276.1
2600, 723.16, 0.33, 72.8, 8.35, 277.9
2620, 721.37, 0.16, 74.6, 8.30, 278.9
2640, 719.58, 0.29, 75.6, 8.28, 278.1
2660, 717.80, 0.75, 75.3, 8.22, 277.7
2680, 716.03, 1.23, 73.1, 8.17, 281.2
2700, 714.26, 1.20, 71.2, 8.29, 284.6
2720, 712.50, 0.98, 70.6, 8.50, 285.9
2740, 710.74, 0.52, 71.0, 9.01, 286.9
2760, 708.97, -0.28, 72.9, 9.68, 288.1
2780, 707.21, -0.93, 75.7, 10.54, 286.9
2800, 705.45, -0.90, 76.8, 11.20, 284.1
2820, 703.69, -0.30, 74.5, 11.49, 281.8
2840, 701.95, 0.46, 68.0, 11.52, 277.1
2860, 700.21, 0.64, 64.4, 11.10, 273.4
2880, 698.47, -0.05, 65.1, 11.21, 274.6
2900, 696.74, -0.20, 63.9, 11.24, 275.9
2920, 695.01, -0.03, 60.9, 11.48, 278.2
2940, 693.29, 0.17, 56.7, 11.45, 280.6
2960, 691.57, 0.20, 53.7, 11.44, 281.7
2980, 689.85, 0.06, 51.8, 11.50, 281.5
3000, 688.14, -0.16, 51.0, 11.84, 283.6
3020, 686.43, -0.32, 50.3, 12.70, 284.0
3040, 684.72, -0.11, 47.8, 13.76, 282.4
3060, 683.03, 0.47, 42.1, 14.82, 278.2
3080, 681.34, 1.22, 33.1, 15.52, 276.6
3100, 679.65, 1.68, 25.0, 15.81, 276.3
3120, 677.98, 1.81, 19.5, 15.93, 276.0
