# Radiation correction v2.4. Params: lat=43.0255, lon=-87.8329, utc_time=2024-05-23 18:24
Height (m AGL), Pressure (mb), Temperature (C), Relative humidity (%), Wind speed (m/s), Wind direction (true deg)
20, 983.17, 17.76, 58.4, 6.73, 171.0
40, 980.89, 18.32, 55.9, 7.75, 166.6
60, 978.61, 19.73, 49.5, 8.11, 164.2
80, 976.36, 20.89, 43.8, 8.29, 162.7
100, 974.11, 21.48, 40.4, 8.25, 160.8
120, 971.88, 21.67, 38.6, 7.91, 159.8
140, 969.65, 21.67, 38.0, 7.53, 159.3
160, 967.42, 21.47, 37.7, 7.23, 159.4
180, 965.19, 21.04, 38.1, 7.00, 161.0
200, 962.97, 20.54, 38.8, 6.61, 164.1
220, 960.75, 20.25, 39.3, 6.25, 169.0
240, 958.53, 20.19, 39.1, 5.82, 173.9
260, 956.32, 20.17, 38.8, 5.40, 177.2
280, 954.11, 20.09, 38.6, 5.03, 177.5
300, 951.91, 19.93, 38.7, 5.00, 176.5
320, 949.71, 19.79, 38.9, 5.21, 177.8
340, 947.51, 19.63, 39.2, 5.57, 179.5
360, 945.32, 19.44, 39.4, 5.90, 179.5
380, 943.13, 19.27, 39.5, 6.07, 184.7
400, 940.95, 19.12, 39.6, 5.97, 194.9
420, 938.77, 18.99, 39.5, 5.69, 206.1
440, 936.59, 18.90, 39.2, 5.31, 216.5
460, 934.42, 18.82, 38.6, 4.97, 228.8
480, 932.25, 18.77, 38.1, 4.86, 235.0
500, 930.09, 18.73, 37.6, 4.86, 234.8
520, 927.93, 18.66, 37.5, 4.84, 235.7
540, 925.78, 18.53, 37.8, 4.78, 237.7
560, 923.63, 18.34, 38.1, 4.63, 240.9
580, 921.48, 18.12, 38.4, 4.49, 244.9
600, 919.34, 17.95, 38.6, 4.46, 248.2
620, 917.20, 17.80, 38.9, 4.49, 249.0
640, 915.06, 17.60, 39.3, 4.55, 248.2
660, 912.93, 17.39, 39.8, 4.63, 247.8
680, 910.80, 17.19, 40.2, 4.70, 249.7
700, 908.68, 16.97, 40.7, 4.74, 250.6
720, 906.55, 16.79, 41.1, 4.70, 250.2
740, 904.43, 16.61, 41.4, 4.64, 251.2
760, 902.32, 16.40, 41.7, 4.57, 253.8
780, 900.21, 16.18, 42.2, 4.61, 254.2
800, 898.10, 16.00, 42.7, 4.76, 251.4
820, 896.00, 15.83, 43.1, 4.92, 249.3
840, 893.90, 15.63, 43.5, 5.01, 248.7
860, 891.80, 15.45, 43.9, 5.09, 250.2
880, 889.71, 15.24, 44.4, 5.21, 251.5
900, 887.62, 14.97, 44.8, 5.41, 249.6
920, 885.53, 14.71, 45.2, 5.60, 244.6
940, 883.45, 14.50, 45.5, 5.71, 242.4
960, 881.36, 14.32, 46.0, 5.83, 241.3
980, 879.29, 14.15, 46.3, 5.95, 241.0
1000, 877.21, 13.97, 46.6, 6.05, 238.8
1020, 875.14, 13.74, 47.1, 6.14, 237.0
1040, 873.08, 13.53, 47.6, 6.27, 234.7
1060, 871.01, 13.34, 48.1, 6.51, 233.7
1080, 868.96, 13.13, 48.7, 6.66, 236.4
1100, 866.90, 13.00, 49.0, 6.82, 238.6
1120, 864.85, 12.89, 49.3, 6.96, 239.3
1140, 862.80, 12.67, 49.7, 7.10, 239.8
1160, 860.75, 12.46, 50.1, 7.15, 240.4
1180, 858.71, 12.31, 50.4, 7.20, 241.1
1200, 856.67, 12.17, 50.8, 7.14, 241.3
1220, 854.64, 12.20, 50.9, 7.08, 240.6
1240, 852.62, 12.39, 50.6, 6.98, 239.6
1260, 850.59, 12.56, 49.9, 6.85, 238.8
1280, 848.58, 12.48, 49.6, 6.59, 240.2
1300, 846.56, 12.23, 49.8, 6.37, 241.8
1320, 844.56, 12.22, 50.0, 6.25, 242.9
1340, 842.55, 12.12, 50.1, 6.18, 244.1
1360, 840.55, 12.00, 50.3, 6.28, 246.5
1380, 838.56, 11.73, 50.7, 6.44, 248.7
1400, 836.56, 11.48, 51.4, 6.65, 249.9
1420, 834.57, 11.20, 52.1, 6.82, 249.7
1440, 832.58, 10.98, 52.8, 7.04, 248.5
1460, 830.59, 10.81, 53.4, 7.16, 247.5
1480, 828.61, 10.88, 53.5, 7.28, 246.6
1500, 826.63, 10.75, 53.5, 7.37, 245.5
1520, 824.66, 10.59, 53.9, 7.49, 244.7
1540, 822.69, 10.51, 54.3, 7.55, 244.1
1560, 820.72, 10.35, 54.4, 7.67, 243.7
1580, 818.76, 9.99, 54.7, 7.61, 243.5
1600, 816.80, 9.55, 55.9, 7.38, 246.2
1620, 814.84, 9.27, 57.0, 7.21, 249.3
1640, 812.89, 9.07, 57.7, 7.15, 249.7
1660, 810.93, 8.92, 58.2, 7.21, 248.9
1680, 808.98, 8.83, 58.7, 7.28, 248.9
1700, 807.04, 8.55, 59.2, 7.30, 250.3
1720, 805.10, 8.25, 60.1, 7.30, 250.7
1740, 803.16, 8.09, 61.0, 7.27, 251.5
1760, 801.22, 8.00, 61.3, 7.27, 253.0
