# Radiation correction v2.4. Params: lat=43.0248, lon=-87.8892, utc_time=2024-05-23 20:11
Height (m AGL), Pressure (mb), Temperature (C), Relative humidity (%), Wind speed (m/s), Wind direction (true deg)
20, 982.74, 19.94, 48.1, 9.03, 158.3
40, 980.49, 21.79, 37.2, 9.51, 154.0
60, 978.25, 22.37, 33.8, 9.94, 149.7
80, 976.01, 22.45, 32.8, 10.62, 148.2
100, 973.77, 21.67, 32.8, 11.03, 150.8
120, 971.53, 21.01, 33.4, 11.30, 152.9
140, 969.30, 20.94, 34.0, 11.29, 154.0
160, 967.07, 20.79, 35.3, 11.05, 155.6
180, 964.84, 20.63, 36.7, 10.77, 156.3
200, 962.62, 20.58, 36.9, 10.49, 157.1
220, 960.41, 20.44, 37.3, 10.20, 157.9
240, 958.20, 20.31, 37.7, 9.88, 159.5
260, 955.99, 20.25, 38.0, 9.73, 161.3
280, 953.78, 20.21, 38.2, 9.61, 162.8
300, 951.59, 20.13, 38.3, 9.53, 163.1
320, 949.39, 19.93, 38.6, 9.39, 162.4
340, 947.20, 19.64, 39.1, 8.75, 159.4
360, 945.01, 19.59, 39.1, 8.01, 155.3
380, 942.83, 19.76, 38.8, 7.48, 153.2
400, 940.65, 20.05, 38.2, 7.09, 153.1
420, 938.48, 20.04, 38.2, 6.63, 152.2
440, 936.31, 19.93, 38.2, 6.70, 148.2
460, 934.14, 19.88, 38.3, 7.39, 151.4
480, 931.98, 19.67, 38.5, 8.01, 158.9
500, 929.83, 19.44, 38.9, 8.29, 169.2
520, 927.68, 19.31, 39.1, 7.84, 182.7
540, 925.53, 19.55, 39.0, 7.10, 180.8
560, 923.38, 19.78, 39.0, 6.36, 179.3
580, 921.24, 19.61, 38.8, 5.55, 190.5
600, 919.11, 19.18, 39.2, 5.10, 180.1
620, 916.98, 19.03, 39.3, 4.94, 173.6
640, 914.85, 18.75, 39.9, 4.97, 177.0
660, 912.72, 18.44, 40.6, 5.01, 181.4
680, 910.60, 18.20, 40.9, 4.93, 184.0
700, 908.49, 17.97, 41.1, 4.77, 180.1
720, 906.37, 17.72, 41.5, 4.40, 185.8
740, 904.26, 17.48, 42.0, 4.00, 193.0
760, 902.15, 17.24, 42.4, 3.62, 199.9
780, 900.05, 17.11, 42.8, 3.54, 204.3
800, 897.95, 16.99, 42.9, 3.49, 213.5
820, 895.86, 16.91, 42.9, 3.45, 217.4
840, 893.76, 16.80, 42.9, 3.45, 218.1
860, 891.67, 16.72, 42.7, 3.49, 216.0
880, 889.59, 16.48, 43.1, 3.59, 219.6
900, 887.51, 16.22, 43.7, 3.90, 222.0
920, 885.43, 16.03, 44.2, 4.19, 218.2
940, 883.36, 15.93, 44.4, 4.44, 215.0
960, 881.29, 15.70, 44.8, 4.51, 215.1
980, 879.22, 15.48, 45.1, 4.54, 213.8
1000, 877.16, 15.32, 45.5, 4.59, 208.8
1020, 875.10, 15.13, 45.8, 4.56, 207.0
1040, 873.04, 14.92, 46.3, 4.76, 206.4
1060, 870.99, 14.85, 46.5, 4.85, 206.1
1080, 868.94, 14.74, 46.7, 4.96, 205.3
1100, 866.90, 14.45, 47.4, 5.12, 210.0
1120, 864.85, 14.20, 48.0, 5.17, 213.7
1140, 862.82, 14.08, 48.3, 5.05, 214.4
1160, 860.78, 13.94, 48.5, 5.01, 214.5
1180, 858.75, 13.74, 49.0, 4.90, 214.8
1200, 856.72, 13.54, 49.5, 4.93, 217.6
1220, 854.70, 13.37, 50.0, 5.16, 220.2
1240, 852.68, 13.20, 50.5, 5.38, 222.7
1260, 850.66, 13.17, 50.6, 5.43, 220.8
1280, 848.65, 13.31, 50.6, 5.37, 218.5
1300, 846.64, 13.51, 50.4, 5.20, 216.6
1320, 844.64, 13.47, 50.0, 5.25, 213.1
1340, 842.64, 13.17, 50.2, 5.37, 223.8
1360, 840.64, 12.44, 52.0, 5.59, 225.4
1380, 838.65, 11.75, 53.8, 5.80, 226.7
1400, 836.65, 11.45, 54.7, 5.89, 225.7
1420, 834.66, 11.15, 55.5, 5.94, 224.5
1440, 832.67, 10.97, 55.9, 5.92, 224.8
1460, 830.69, 10.76, 56.4, 5.85, 227.1
1480, 828.71, 10.65, 56.6, 5.81, 229.1
1500, 826.73, 10.51, 56.8, 5.70, 229.5
1520, 824.75, 10.33, 57.2, 5.60, 229.2
1540, 822.78, 10.05, 58.0, 5.55, 228.4
1560, 820.81, 9.84, 58.7, 5.57, 228.2
1580, 818.85, 9.72, 59.0, 5.61, 228.7
1600, 816.89, 9.58, 59.4, 5.74, 229.4
1620, 814.93, 9.43, 59.6, 5.90, 230.9
1640, 812.98, 9.26, 59.9, 5.95, 235.3
1660, 811.03, 9.07, 60.4, 5.98, 243.7
1680, 809.08, 8.90, 60.9, 6.01, 248.8
1700, 807.14, 8.59, 62.0, 6.13, 248.9
1720, 805.20, 8.38, 62.8, 6.51, 248.2
1740, 803.26, 8.17, 63.5, 7.00, 249.7
1760, 801.32, 7.90, 64.7, 7.10, 255.2
1780, 799.39, 7.71, 65.3, 7.26, 261.6
