# Radiation correction v2.4. Params: lat=43.0270, lon=-87.8061, utc_time=2024-05-23 17:00
Height (m AGL), Pressure (mb), Temperature (C), Relative humidity (%), Wind speed (m/s), Wind direction (true deg)
20, 983.05, 18.01, 63.5, 7.17, 155.7
40, 980.79, 20.13, 53.7, 6.55, 158.4
60, 978.53, 21.91, 43.2, 6.16, 160.9
80, 976.29, 22.37, 39.2, 5.54, 163.0
100, 974.05, 22.53, 37.4, 5.20, 165.4
120, 971.82, 22.53, 36.9, 4.86, 168.7
140, 969.59, 22.42, 36.9, 4.57, 171.0
160, 967.37, 22.25, 37.3, 4.36, 173.6
180, 965.15, 22.08, 37.8, 4.14, 176.6
200, 962.93, 21.95, 38.2, 3.96, 179.7
220, 960.72, 21.83, 38.4, 3.84, 183.1
240, 958.52, 21.69, 38.2, 3.74, 188.1
260, 956.31, 21.54, 37.5, 3.66, 194.1
280, 954.12, 21.45, 36.9, 3.70, 197.5
300, 951.92, 21.32, 36.7, 3.81, 202.9
320, 949.73, 21.17, 36.7, 3.85, 206.6
340, 947.55, 21.03, 36.8, 3.81, 206.8
360, 945.37, 20.89, 36.9, 3.85, 206.7
380, 943.19, 20.71, 37.1, 3.82, 206.4
400, 941.01, 20.55, 37.3, 3.88, 206.4
420, 938.84, 20.44, 37.4, 3.92, 205.4
440, 936.68, 20.21, 37.6, 3.99, 204.4
460, 934.51, 19.69, 38.3, 3.97, 205.2
480, 932.35, 19.07, 39.4, 4.03, 207.9
500, 930.19, 18.70, 40.3, 4.08, 208.1
520, 928.03, 18.42, 41.1, 4.20, 206.0
540, 925.87, 17.90, 42.1, 4.32, 208.5
560, 923.72, 17.63, 43.0, 4.45, 212.4
580, 921.56, 17.61, 43.2, 4.52, 213.7
600, 919.42, 17.55, 43.1, 4.59, 214.8
620, 917.28, 17.32, 42.9, 4.71, 216.7
640, 915.14, 17.00, 43.0, 4.86, 218.6
660, 913.00, 16.90, 43.0, 4.97, 220.2
680, 910.87, 17.16, 42.2, 5.06, 221.8
700, 908.75, 17.58, 40.6, 5.13, 223.7
720, 906.64, 17.76, 39.1, 5.17, 225.2
740, 904.52, 17.43, 38.8, 5.20, 225.8
760, 902.41, 17.08, 39.3, 5.24, 225.6
780, 900.31, 17.01, 39.6, 5.28, 226.1
800, 898.20, 17.09, 39.5, 5.28, 227.8
820, 896.10, 17.11, 39.1, 5.30, 228.9
840, 894.01, 16.93, 38.9, 5.17, 229.0
860, 891.92, 16.54, 39.2, 5.10, 230.9
880, 889.83, 16.04, 39.9, 5.08, 233.6
900, 887.74, 15.40, 41.1, 5.11, 236.5
920, 885.66, 14.82, 42.3, 5.11, 237.7
940, 883.57, 14.37, 43.5, 5.14, 238.5
960, 881.49, 14.09, 44.4, 5.16, 238.9
980, 879.41, 13.85, 45.1, 5.24, 239.5
1000, 877.34, 13.68, 45.7, 5.40, 238.9
1020, 875.26, 13.58, 46.2, 5.53, 238.8
1040, 873.20, 13.49, 46.6, 5.59, 239.5
1060, 871.14, 13.40, 46.9, 5.62, 240.1
1080, 869.08, 13.33, 47.2, 5.59, 240.2
1100, 867.04, 13.52, 46.9, 5.52, 240.8
1120, 864.99, 13.77, 46.2, 5.46, 241.4
1140, 862.95, 13.89, 45.5, 5.51, 241.3
1160, 860.92, 13.74, 45.4, 5.62, 241.2
1180, 858.88, 13.59, 45.7, 5.85, 241.0
1200, 856.85, 13.45, 46.0, 6.02, 240.7
1220, 854.83, 13.29, 46.4, 6.12, 240.1
1240, 852.81, 13.17, 46.7, 6.11, 239.8
1260, 850.79, 13.02, 46.9, 6.05, 240.6
1280, 848.77, 12.86, 46.9, 5.97, 242.2
1300, 846.76, 12.71, 46.9, 5.88, 243.2
1320, 844.75, 12.51, 46.8, 5.70, 242.6
1340, 842.75, 12.03, 47.3, 5.58, 242.3
1360, 840.74, 11.54, 48.6, 5.52, 243.3
1380, 838.74, 11.48, 49.4, 5.60, 245.0
1400, 836.74, 11.54, 49.5, 5.66, 246.3
1420, 834.75, 11.24, 49.6, 5.79, 246.5
1440, 832.76, 10.68, 50.3, 5.85, 247.8
1460, 830.77, 10.06, 51.8, 5.90, 248.6
1480, 828.78, 9.76, 53.1, 5.89, 249.1
1500, 826.80, 9.79, 53.6, 5.93, 249.0
1520, 824.82, 9.95, 53.6, 5.87, 249.4
1540, 822.84, 10.07, 53.2, 5.80, 250.0
1560, 820.87, 10.06, 53.1, 5.85, 251.5
1580, 818.91, 9.92, 53.2, 5.95, 252.6
1600, 816.94, 9.73, 53.6, 5.99, 253.0
1620, 814.99, 9.59, 54.1, 6.00, 252.7
1640, 813.03, 9.38, 54.6, 6.03, 254.6
1660, 811.08, 8.89, 55.8, 5.98, 256.6
1680, 809.13, 8.65, 56.8, 5.94, 256.8
1700, 807.19, 8.63, 57.3, 5.95, 256.0
1720, 805.24, 8.67, 57.3, 5.96, 256.2
1740, 803.31, 8.45, 57.2, 5.97, 256.5
1760, 801.37, 8.20, 57.6, 5.97, 256.5
1780, 799.44, 8.07, 58.0, 5.97, 256.9
1800, 797.51, 7.94, 58.5, 5.86, 258.5
1820, 795.59, 7.76, 59.0, 5.74, 258.6
1840, 793.67, 7.56, 59.6, 5.60, 257.5
1860, 791.76, 7.36, 60.1, 5.55, 256.9
1880, 789.84, 7.11, 60.8, 5.71, 257.1
1900, 787.93, 6.85, 61.6, 5.93, 257.6
1920, 786.02, 6.58, 62.3, 6.37, 257.5
1940, 784.12, 6.31, 63.1, 6.86, 258.1
1960, 782.22, 6.15, 63.8, 7.30, 258.4
1980, 780.32, 6.05, 64.3, 7.44, 257.7
2000, 778.43, 5.91, 64.8, 7.50, 256.4
2020, 776.54, 5.80, 65.3, 7.52, 256.8
