# Radiation correction v2.4. Params: lat=43.0290, lon=-87.6905, utc_time=2024-05-23 15:59
Height (m AGL), Pressure (mb), Temperature (C), Relative humidity (%), Wind speed (m/s), Wind direction (true deg)
20, 983.30, 17.83, 62.3, 5.62, 188.1
40, 981.02, 19.49, 56.0, 5.31, 195.8
60, 978.76, 20.56, 50.2, 5.06, 204.0
80, 976.51, 20.98, 47.1, 4.80, 209.1
100, 974.26, 21.09, 45.7, 4.65, 212.7
120, 972.02, 21.10, 44.8, 4.57, 216.0
140, 969.79, 21.05, 44.4, 4.49, 217.0
160, 967.55, 20.96, 44.2, 4.37, 218.0
180, 965.32, 20.85, 43.7, 4.20, 222.4
200, 963.10, 20.76, 43.0, 4.04, 227.3
220, 960.88, 20.71, 42.6, 3.97, 229.1
240, 958.67, 20.63, 42.5, 4.04, 230.9
260, 956.46, 20.47, 42.5, 4.14, 234.8
280, 954.25, 20.28, 42.6, 4.26, 239.5
300, 952.05, 20.14, 42.6, 4.36, 242.4
320, 949.85, 19.99, 42.5, 4.40, 245.2
340, 947.66, 19.86, 42.4, 4.39, 247.5
360, 945.47, 19.71, 42.5, 4.41, 249.0
380, 943.28, 19.55, 42.6, 4.41, 249.1
400, 941.10, 19.34, 42.9, 4.48, 249.1
420, 938.92, 19.14, 43.2, 4.53, 248.7
440, 936.74, 18.93, 43.5, 4.56, 248.3
460, 934.57, 18.72, 43.9, 4.61, 246.9
480, 932.40, 18.52, 44.2, 4.71, 248.1
500, 930.23, 18.35, 44.2, 4.74, 249.2
520, 928.07, 18.15, 44.0, 4.76, 251.7
540, 925.92, 17.98, 43.7, 4.71, 252.5
560, 923.76, 17.85, 43.5, 4.63, 253.6
580, 921.61, 17.71, 43.4, 4.54, 254.0
600, 919.46, 17.56, 43.6, 4.47, 255.4
620, 917.32, 17.34, 44.1, 4.39, 256.1
640, 915.18, 17.09, 44.7, 4.36, 256.0
660, 913.05, 16.94, 45.1, 4.30, 256.0
680, 910.92, 16.73, 45.4, 4.35, 257.5
700, 908.79, 16.48, 45.8, 4.40, 259.1
720, 906.66, 16.31, 46.0, 4.43, 261.1
740, 904.54, 16.18, 45.9, 4.44, 264.9
760, 902.42, 16.02, 45.6, 4.48, 267.2
780, 900.31, 15.89, 45.3, 4.51, 267.4
800, 898.20, 15.74, 45.2, 4.54, 267.4
820, 896.09, 15.55, 45.3, 4.59, 267.6
840, 893.99, 15.34, 45.5, 4.61, 267.4
860, 891.89, 15.16, 45.7, 4.58, 267.1
880, 889.79, 14.99, 45.9, 4.51, 267.5
900, 887.70, 14.81, 46.2, 4.45, 270.4
920, 885.61, 14.67, 46.5, 4.42, 272.0
940, 883.53, 14.48, 46.9, 4.46, 270.8
960, 881.44, 14.23, 47.5, 4.57, 269.0
980, 879.37, 14.03, 47.9, 4.73, 269.8
1000, 877.29, 13.84, 48.5, 4.88, 270.9
1020, 875.22, 13.66, 49.0, 5.04, 271.4
1040, 873.15, 13.50, 49.5, 5.13, 271.3
1060, 871.09, 13.33, 49.8, 5.14, 270.5
1080, 869.03, 13.18, 50.1, 5.17, 269.8
1100, 866.97, 12.93, 50.4, 5.19, 270.1
1120, 864.92, 12.67, 50.9, 5.26, 271.9
1140, 862.87, 12.46, 51.6, 5.31, 274.9
1160, 860.82, 12.30, 52.4, 5.33, 276.5
1180, 858.78, 12.11, 53.1, 5.32, 277.4
1200, 856.74, 11.87, 53.6, 5.29, 277.7
1220, 854.70, 11.84, 53.0, 5.19, 279.6
1240, 852.67, 11.82, 51.0, 5.05, 282.4
1260, 850.64, 11.83, 45.1, 4.95, 288.1
1280, 848.62, 11.76, 39.4, 4.93, 291.6
1300, 846.60, 11.61, 36.9, 5.10, 293.0
1320, 844.58, 11.38, 36.8, 5.32, 294.1
1340, 842.57, 11.23, 37.0, 5.52, 294.7
1360, 840.56, 11.04, 37.2, 5.47, 295.2
1380, 838.55, 10.79, 37.3, 5.34, 298.5
1400, 836.55, 10.77, 37.1, 5.05, 302.3
1420, 834.55, 10.73, 36.6, 4.91, 305.6
1440, 832.56, 10.59, 36.6, 4.82, 305.5
1460, 830.57, 10.33, 37.0, 4.81, 303.2
1480, 828.58, 10.11, 37.6, 4.76, 301.7
1500, 826.59, 9.79, 38.1, 4.69, 304.8
1520, 824.61, 9.55, 38.5, 4.58, 307.1
1540, 822.63, 9.31, 39.3, 4.57, 305.1
1560, 820.66, 8.99, 40.2, 4.52, 304.2
1580, 818.68, 8.76, 40.7, 4.52, 304.0
1600, 816.71, 8.59, 40.8, 4.49, 304.5
1620, 814.75, 8.50, 40.8, 4.40, 305.2
1640, 812.79, 8.50, 40.7, 4.27, 306.5
1660, 810.83, 8.52, 40.4, 4.18, 307.1
1680, 808.88, 8.34, 40.1, 4.07, 307.0
1700, 806.93, 7.92, 40.2, 4.11, 307.1
1720, 804.98, 7.67, 40.2, 4.18, 307.0
1740, 803.03, 7.61, 39.8, 4.31, 308.2
1760, 801.09, 7.52, 39.0, 4.38, 308.8
1780, 799.16, 7.38, 38.3, 4.38, 307.3
1800, 797.22, 7.19, 38.0, 4.41, 304.2
1820, 795.29, 7.17, 37.6, 4.38, 300.9
1840, 793.37, 7.15, 36.9, 4.43, 299.9
1860, 791.45, 6.98, 36.4, 4.46, 298.5
1880, 789.53, 6.84, 36.4, 4.62, 296.6
1900, 787.62, 6.73, 36.3, 4.78, 294.3
1920, 785.70, 6.58, 36.1, 5.08, 293.9
1940, 783.80, 6.38, 35.9, 5.30, 294.6
1960, 781.89, 6.19, 35.7, 5.59, 296.1
1980, 779.99, 6.02, 35.8, 5.84, 297.1
2000, 778.10, 5.95, 36.1, 6.06, 297.2
2020, 776.21, 6.03, 36.2, 6.21, 297.1
2040, 774.32, 6.03, 36.2, 6.42, 298.3
2060, 772.44, 5.83, 36.6, 6.58, 299.1
2080, 770.56, 5.50, 37.4, 6.74, 298.0
2100, 768.68, 5.18, 38.3, 6.90, 296.5
2120, 766.81, 5.03, 38.9, 7.14, 295.7
2140, 764.94, 4.85, 39.2, 7.24, 295.1
2160, 763.07, 4.54, 39.6, 7.29, 294.1
2180, 761.20, 4.33, 40.0, 7.35, 293.2
2200, 759.34, 4.11, 40.3, 7.36, 293.6
2220, 757.48, 3.95, 40.6, 7.37, 294.5
2240, 755.63, 3.85, 40.6, 7.46, 294.9
2260, 753.78, 3.75, 40.7, 7.56, 295.5
2280, 751.93, 3.58, 40.9, 7.64, 294.2
2300, 750.08, 3.35, 41.2, 7.73, 293.3
2320, 748.24, 3.15, 41.5, 7.68, 293.1
2340, 746.40, 3.00, 41.7, 7.65, 293.0
2360, 744.57, 2.91, 41.6, 7.65, 292.7
2380, 742.74, 2.86, 41.7, 7.73, 292.7
2400, 740.91, 2.83, 41.6, 7.78, 292.8
2420, 739.09, 2.67, 41.7, 7.90, 293.6
2440, 737.27, 2.37, 42.0, 7.93, 294.1
2460, 735.46, 2.13, 42.4, 7.99, 293.5
2480, 733.64, 1.87, 42.8, 8.09, 291.2
2500, 731.83, 1.58, 43.3, 8.29, 289.5
2520, 730.03, 1.37, 43.7, 8.42, 288.8
2540, 728.22, 1.18, 44.0, 8.54, 288.9
2560, 726.42, 1.03, 44.3, 8.64, 290.0
2580, 724.62, 1.02, 44.3, 8.72, 291.3
2600, 722.83, 1.09, 44.0, 8.81, 292.5
2620, 721.04, 1.01, 43.6, 8.96, 294.0
2640, 719.25, 0.76, 43.5, 9.12, 294.9
2660, 717.47, 0.58, 43.6, 9.28, 295.6
2680, 715.69, 0.44, 43.5, 9.36, 297.2
2700, 713.91, 0.38, 43.2, 9.42, 299.3
2720, 712.14, 0.38, 42.6, 9.54, 300.8
2740, 710.38, 0.32, 41.7, 9.67, 299.9
2760, 708.61, 0.12, 40.5, 9.90, 297.4
2780, 706.85, 0.03, 38.8, 10.21, 292.5
2800, 705.10, 0.08, 37.1, 10.44, 288.3
2820, 703.35, 0.15, 35.9, 10.61, 285.7
2840, 701.60, 0.14, 34.6, 10.73, 282.8
2860, 699.85, 0.14, 33.8, 10.84, 280.1
2880, 698.11, 0.14, 33.1, 10.94, 277.0
2900, 696.38, 0.07, 32.4, 11.04, 275.1
2920, 694.65, -0.13, 32.0, 11.27, 274.3
2940, 692.92, -0.28, 32.0, 11.75, 275.1
2960, 691.20, -0.13, 31.7, 12.27, 275.4
2980, 689.48, 0.11, 30.8, 12.98, 276.7
3000, 687.77, 0.36, 29.2, 13.70, 278.1
3020, 686.06, 0.55, 26.6, 14.29, 279.5
3040, 684.36, 0.66, 24.0, 14.77, 279.6
3060, 682.67, 0.80, 21.5, 14.94, 278.9
3080, 680.98, 0.96, 19.5, 14.88, 277.7
3100, 679.30, 1.08, 17.4, 14.73, 275.7
3120, 677.62, 1.10, 15.7, 14.66, 273.0
3140, 675.94, 1.15, 14.3, 14.78, 270.9
3160, 674.26, 1.13, 13.2, 14.89, 269.7
3180, 672.59, 0.97, 12.4, 14.99, 268.7
3200, 670.92, 0.81, 12.0, 15.18, 268.0
3220, 669.26, 0.70, 11.7, 15.38, 267.8
3240, 667.60, 0.59, 11.5, 15.60, 267.8
3260, 665.94, 0.48, 11.2, 15.94, 267.2
3280, 664.29, 0.40, 10.7, 16.35, 266.0
3300, 662.64, 0.38, 9.8, 16.93, 264.9
3320, 661.00, 0.43, 8.9, 17.32, 263.7
3340, 659.36, 0.39, 8.5, 17.62, 263.5
3360, 657.72, 0.29, 8.2, 17.69, 263.9
3380, 656.08, 0.37, 8.0, 17.72, 265.1
3400, 654.45, 0.61, 7.6, 17.59, 266.1
3420, 652.82, 0.59, 7.3, 17.44, 266.6
3440, 651.20, 0.24, 7.1, 17.32, 266.9
3460, 649.58, -0.21, 7.0, 17.19, 266.8
3480, 647.96, -0.50, 7.0, 17.06, 266.8
3500, 646.35, -0.67, 7.0, 16.87, 267.5
3520, 644.74, -0.88, 7.0, 16.68, 268.7
3540, 643.13, -1.05, 7.0, 16.29, 269.5
3560, 641.52, -1.10, 7.0, 16.03, 270.4
3580, 639.92, -1.07, 6.9, 15.86, 270.7
3600, 638.32, -1.22, 6.6, 15.81, 270.3
3620, 636.72, -1.54, 6.4, 15.91, 269.7
3640, 635.13, -1.81, 6.2, 16.04, 269.1
3660, 633.54, -1.98, 6.0, 16.10, 268.3
3680, 631.95, -2.13, 5.8, 16.04, 267.9
3700, 630.37, -2.29, 5.5, 15.92, 267.3
3720, 628.79, -2.42, 5.3, 15.75, 267.1
3740, 627.21, -2.48, 5.2, 15.48, 266.9
3760, 625.64, -2.37, 4.8, 15.35, 266.0
3780, 624.06, -2.37, 4.6, 15.22, 265.9
3800, 622.50, -2.61, 4.4, 15.22, 265.9
3820, 620.93, -2.83, 4.3, 15.19, 265.6
3840, 619.37, -3.01, 4.2, 15.20, 265.1
3860, 617.82, -2.97, 4.3, 15.26, 264.1
3880, 616.26, -2.77, 4.5, 15.51, 263.1
3900, 614.71, -2.79, 4.8, 15.79, 262.0
3920, 613.17, -2.92, 4.9, 16.10, 261.4
3940, 611.63, -3.01, 5.2, 16.37, 261.0
3960, 610.09, -3.08, 5.7, 16.55, 260.4
3980, 608.55, -3.26, 6.1, 16.51, 259.4
4000, 607.02, -3.43, 6.5, 16.42, 258.4
4020, 605.49, -3.49, 6.8, 16.25, 257.9
4040, 603.96, -3.43, 7.2, 16.01, 258.3
4060, 602.44, -3.53, 7.9, 15.75, 258.7
4080, 600.92, -3.83, 9.0, 15.54, 258.9
4100, 599.41, -4.10, 10.5, 15.40, 259.2
4120, 597.90, -4.29, 12.3, 15.32, 259.2
4140, 596.38, -4.50, 13.8, 15.29, 258.8
4160, 594.88, -4.65, 15.2, 15.34, 258.3
4180, 593.37, -4.59, 16.1, 15.54, 257.3
4200, 591.87, -4.52, 17.1, 15.75, 256.3
4220, 590.37, -4.45, 18.0, 15.96, 255.3
4240, 588.88, -5.06, 18.7, 16.03, 258.1
4260, 587.38, -5.34, 19.4, 15.96, 259.0
4280, 585.89, -5.51, 19.8, 15.86, 259.3
4300, 584.41, -5.63, 20.2, 15.79, 259.1
4320, 582.92, -5.76, 20.6, 15.69, 258.9
4340, 581.44, -5.85, 20.9, 15.55, 258.3
4360, 579.97, -5.85, 21.0, 15.43, 258.0
4380, 578.49, -5.80, 21.0, 15.28, 257.7
4400, 577.02, -5.73, 21.0, 15.10, 257.3
4420, 575.55, -5.87, 20.9, 14.87, 256.7
4440, 574.09, -6.24, 21.1, 14.79, 256.7
4460, 572.63, -6.55, 21.3, 14.77, 256.7
4480, 571.17, -6.56, 21.6, 14.89, 256.7
4500, 569.71, -6.56, 21.8, 15.03, 257.2
4520, 568.26, -6.62, 21.7, 15.22, 257.7
