# Radiation correction v2.4. Params: lat=43.0261, lon=-87.8338, utc_time=2024-05-08 18:10
Height (m AGL), Pressure (mb), Temperature (C), Relative humidity (%), Wind speed (m/s), Wind direction (true deg)
1880, 784.72, 7.93, 36.2, 9.63, 287.3
1900, 782.82, 7.76, 39.1, 9.73, 286.9
1920, 780.93, 7.65, 42.5, 9.87, 286.3
1940, 779.04, 7.53, 45.8, 9.93, 285.6
1960, 777.16, 7.33, 48.0, 10.03, 285.4
1980, 775.28, 7.13, 49.0, 9.99, 285.6
2000, 773.41, 6.95, 49.3, 10.02, 286.3
2020, 771.53, 6.76, 49.4, 9.93, 286.6
2040, 769.66, 6.66, 48.4, 9.86, 286.9
2060, 767.80, 6.61, 46.2, 9.77, 287.4
2080, 765.93, 6.47, 43.5, 9.68, 287.9
2100, 764.07, 6.25, 41.1, 9.60, 287.7
2120, 762.22, 6.08, 39.7, 9.61, 287.3
2140, 760.36, 6.00, 38.6, 9.70, 288.8
2160, 758.52, 5.96, 37.7, 9.86, 290.9
2180, 756.67, 5.87, 37.0, 10.05, 293.5
2200, 754.83, 5.73, 36.3, 10.18, 296.5
2220, 752.99, 5.54, 35.6, 10.30, 299.1
2240, 751.16, 5.38, 35.2, 10.37, 299.8
2260, 749.33, 5.15, 35.0, 10.40, 300.7
2280, 747.50, 5.02, 34.9, 10.40, 301.5
2300, 745.68, 4.86, 34.7, 10.41, 302.4
2320, 743.85, 4.69, 34.4, 10.36, 303.0
2340, 742.04, 4.43, 34.3, 10.40, 303.7
2360, 740.22, 4.24, 33.9, 10.43, 303.8
2380, 738.41, 4.08, 33.0, 10.52, 302.9
2400, 736.60, 4.07, 32.2, 10.60, 301.8
2420, 734.80, 4.06, 32.1, 10.75, 300.3
2440, 733.00, 3.96, 32.6, 10.95, 298.9
2460, 731.21, 3.77, 33.2, 11.20, 296.8
2480, 729.41, 3.72, 33.7, 11.44, 294.6
2500, 727.63, 3.70, 34.5, 11.62, 291.9
2520, 725.84, 3.58, 35.4, 11.80, 289.7
2540, 724.06, 3.33, 36.4, 12.04, 287.5
2560, 722.28, 3.13, 37.4, 12.26, 285.3
2580, 720.51, 3.01, 38.4, 12.50, 283.4
2600, 718.74, 2.91, 39.2, 12.71, 282.0
2620, 716.97, 2.74, 39.9, 12.90, 281.0
2640, 715.20, 2.64, 40.5, 13.01, 280.0
2660, 713.44, 2.59, 40.9, 13.23, 279.1
2680, 711.69, 2.54, 41.2, 13.60, 278.5
2700, 709.94, 2.47, 41.6, 14.37, 277.6
2720, 708.19, 2.40, 42.2, 15.14, 275.9
2740, 706.45, 2.39, 43.1, 15.76, 274.3
2760, 704.71, 2.41, 44.0, 16.37, 273.4
2780, 702.97, 2.41, 45.1, 16.88, 273.0
2800, 701.24, 2.39, 46.1, 17.33, 273.2
2820, 699.51, 2.46, 46.7, 18.07, 273.3
2840, 697.78, 2.48, 46.2, 18.35, 272.7
2860, 696.06, 2.40, 45.5, 18.55, 271.6
2880, 694.35, 2.29, 45.1, 18.63, 270.8
2900, 692.63, 2.08, 44.9, 18.70, 270.0
2920, 690.93, 1.85, 45.0, 18.76, 269.2
2940, 689.22, 1.72, 45.2, 18.83, 268.4
2960, 687.52, 1.62, 44.9, 18.98, 268.4
2980, 685.82, 1.51, 44.5, 19.32, 268.2
3000, 684.13, 1.40, 44.0, 19.59, 267.8
3020, 682.44, 1.30, 43.5, 19.88, 267.6
3040, 680.75, 1.19, 43.1, 20.16, 267.4
3060, 679.07, 1.09, 42.6, 20.44, 267.2
3080, 677.39, 0.97, 42.1, 20.72, 266.9
3100, 675.71, 0.82, 41.9, 21.06, 266.6
3120, 674.04, 0.64, 42.0, 21.28, 266.5
3140, 672.37, 0.50, 42.2, 21.52, 266.4
3160, 670.70, 0.39, 42.4, 21.64, 266.1
3180, 669.04, 0.27, 42.9, 21.63, 265.9
3200, 667.38, 0.16, 43.5, 21.62, 265.7
3220, 665.72, 0.04, 44.1, 21.61, 265.5
3240, 664.07, -0.08, 44.7, 21.60, 265.3
3260, 662.42, -0.29, 44.1, 21.84, 264.9
3280, 660.77, -0.49, 43.5, 22.07, 264.4
3300, 659.13, -0.70, 42.8, 22.32, 263.9
3320, 657.48, -0.91, 42.2, 22.56, 263.4
3340, 655.85, -1.12, 41.6, 22.80, 263.0
3360, 654.21, -1.13, 41.8, 22.84, 262.7
3380, 652.58, -1.25, 42.3, 22.92, 262.7
3400, 650.95, -1.38, 43.0, 22.97, 262.7
3420, 649.32, -1.46, 43.8, 23.04, 262.6
3440, 647.70, -1.52, 44.5, 23.09, 262.7
3460, 646.08, -1.68, 45.0, 23.08, 263.2
3480, 644.46, -1.84, 45.2, 23.04, 263.3
3500, 642.85, -2.07, 45.6, 22.99, 263.7
3520, 641.24, -2.33, 46.5, 22.95, 264.2
3540, 639.64, -2.54, 47.5, 23.00, 264.8
3560, 638.03, -2.73, 48.3, 22.98, 264.9
3580, 636.43, -2.90, 49.3, 22.97, 264.9
3600, 634.83, -3.08, 50.4, 22.96, 264.9
3620, 633.23, -3.22, 51.6, 22.81, 265.1
3640, 631.64, -3.38, 52.7, 22.61, 265.4
3660, 630.05, -3.51, 53.4, 22.38, 265.8
3680, 628.47, -3.57, 53.7, 22.11, 266.1
3700, 626.89, -3.71, 53.7, 21.74, 266.8
3720, 625.31, -3.92, 53.7, 21.33, 267.5
3740, 623.73, -4.03, 53.3, 20.77, 269.2
3760, 622.16, -3.87, 52.0, 20.23, 270.9
3780, 620.59, -3.64, 49.8, 19.67, 272.2
3800, 619.03, -3.52, 47.0, 19.10, 272.9
3820, 617.47, -3.37, 43.6, 18.45, 273.6
3840, 615.92, -3.26, 41.5, 17.76, 273.9
3860, 614.38, -3.29, 39.9, 17.26, 274.4
3880, 612.83, -3.40, 37.9, 16.81, 275.0
3900, 611.29, -3.45, 35.7, 16.40, 276.0
3920, 609.75, -3.51, 33.6, 16.22, 277.3
3940, 608.21, -3.58, 31.8, 16.16, 278.1
3960, 606.68, -3.66, 29.9, 16.12, 278.4
3980, 605.15, -3.75, 28.0, 16.01, 278.5
4000, 603.63, -3.97, 27.0, 15.94, 278.4
4020, 602.10, -4.11, 27.8, 15.73, 278.3
4040, 600.58, -4.23, 29.0, 15.53, 278.1
4060, 599.07, -4.43, 30.3, 15.32, 278.4
4080, 597.55, -4.70, 31.1, 15.13, 279.3
4100, 596.04, -4.87, 31.3, 14.93, 279.9
4120, 594.53, -5.00, 31.4, 14.88, 280.3
4140, 593.03, -5.08, 31.5, 14.84, 280.4
4160, 591.52, -5.12, 31.5, 14.79, 280.5
4180, 590.02, -5.18, 31.5, 14.77, 280.8
4200, 588.53, -5.34, 31.7, 14.93, 280.6
4220, 587.04, -5.49, 31.8, 15.10, 280.4
4240, 585.55, -5.65, 32.0, 15.26, 280.1
4260, 584.06, -5.80, 32.1, 15.43, 279.9
4280, 582.57, -5.96, 32.3, 15.60, 279.7
4300, 581.09, -6.11, 32.5, 15.76, 279.5
4320, 579.61, -6.27, 32.6, 15.93, 279.3
4340, 578.14, -6.54, 32.9, 16.15, 277.4
4360, 576.67, -6.75, 33.2, 16.32, 277.1
4380, 575.20, -6.92, 33.4, 16.51, 276.7
4400, 573.73, -7.10, 33.5, 16.68, 276.3
4420, 572.27, -7.27, 33.7, 16.85, 275.9
4440, 570.81, -7.42, 34.1, 16.91, 276.2
4460, 569.35, -7.55, 34.6, 16.95, 276.3
4480, 567.90, -7.69, 35.1, 17.00, 276.1
4500, 566.44, -7.87, 35.7, 17.03, 275.4
4520, 564.99, -8.17, 36.5, 17.09, 274.5
4540, 563.54, -8.34, 37.3, 17.19, 274.4
4560, 562.10, -8.44, 37.9, 17.29, 274.6
4580, 560.66, -8.60, 38.5, 17.47, 274.2
4600, 559.22, -8.82, 39.2, 17.83, 273.2
4620, 557.78, -9.00, 39.9, 18.13, 272.1
4640, 556.35, -9.14, 40.6, 18.44, 272.1
4660, 554.91, -9.34, 41.5, 18.64, 272.9
4680, 553.48, -9.58, 42.2, 18.85, 273.8
4700, 552.06, -9.91, 43.2, 19.03, 273.6
4720, 550.63, -10.09, 44.4, 19.31, 272.9
4740, 549.21, -10.19, 45.8, 19.58, 271.6
4760, 547.79, -10.27, 47.0, 19.80, 270.5
4780, 546.38, -10.42, 47.8, 19.92, 270.1
