%TITLE%
 XXX   240508/1941
 Saved by user: User on 20240508/2028 UTC
   LEVEL       HGHT       TEMP       DWPT       WDIR       WSPD
-------------------------------------------------------------------
%RAW%
  979.82,    190.00,  -9999.00,  -9999.00,  -9999.00,  -9999.00
  977.64,    209.00,     15.63,      8.13,    132.96,      8.17
  975.35,    229.00,     15.39,      8.02,    127.55,      8.78
  973.07,    249.00,     15.42,      8.02,    122.11,      9.61
  970.79,    269.00,     15.85,      8.04,    116.25,     10.76
  968.52,    289.00,     16.45,      8.00,    113.46,     11.80
  966.26,    309.00,     16.92,      7.80,    113.19,     12.13
  964.00,    329.00,     17.27,      7.44,    114.10,     11.92
  961.76,    349.00,     17.47,      7.05,    116.70,     11.68
  959.52,    369.00,     17.54,      6.69,    122.44,     11.22
  957.28,    389.00,     17.57,      6.40,    127.70,     10.66
  955.05,    409.00,     17.65,      6.16,    128.06,      9.93
  952.83,    429.00,     17.77,      6.01,    126.42,      8.99
  950.62,    449.00,     17.97,      5.94,    124.35,      7.91
  948.41,    469.00,     18.26,      5.87,    128.40,      6.97
  946.20,    489.00,     18.45,      5.76,    132.58,      6.10
  944.00,    509.00,     18.54,      5.59,    133.78,      5.46
  941.81,    529.00,     18.56,      5.30,    125.08,      5.03
  939.62,    549.00,     18.51,      5.14,    117.09,      4.55
  937.44,    569.00,     18.45,      5.08,    108.39,      4.31
  935.26,    589.00,     18.40,      5.06,     97.18,      4.17
  933.08,    609.00,     18.35,      5.00,     95.37,      4.27
  930.91,    629.00,     18.29,      4.92,    100.98,      4.46
  928.75,    649.00,     18.25,      4.82,    108.20,      4.64
  926.59,    669.00,     18.21,      4.75,    102.96,      4.74
  924.43,    689.00,     18.16,      4.71,     91.78,      4.76
  922.28,    709.00,     18.07,      4.70,     77.25,      4.64
  920.14,    729.00,     17.91,      4.65,     63.08,      4.64
  918.00,    749.00,     17.78,      4.60,     48.17,      4.64
  915.86,    769.00,     17.77,      4.63,     39.65,      4.38
  913.73,    789.00,     17.87,      4.57,     33.10,      3.98
  911.60,    809.00,     17.91,      4.32,     17.64,      3.32
  909.48,    829.00,     17.91,      3.99,      0.58,      2.67
  907.36,    849.00,     17.89,      3.69,    344.38,      2.20
  905.24,    869.00,     17.82,      3.51,    326.48,      2.16
  903.13,    889.00,     17.70,      3.40,    308.43,      2.47
  901.03,    909.00,     17.56,      3.30,    303.78,      2.73
  898.93,    929.00,     17.41,      3.24,    304.65,      3.04
  896.83,    949.00,     17.24,      3.18,    303.24,      3.31
  894.74,    969.00,     17.06,      3.14,    302.69,      3.55
  892.65,    989.00,     16.88,      3.12,    303.61,      3.68
  890.57,   1009.00,     16.70,      3.11,    304.50,      4.00
  888.48,   1029.00,     16.47,      3.03,    298.43,      4.23
  886.40,   1049.00,     16.27,      2.89,    291.16,      4.33
  884.33,   1069.00,     16.12,      2.75,    286.77,      4.34
  882.26,   1089.00,     15.98,      2.66,    283.48,      4.41
  880.19,   1109.00,     15.89,      2.57,    279.05,      4.61
  878.12,   1129.00,     15.70,      2.37,    276.16,      4.86
  876.06,   1149.00,     15.50,      2.18,    275.63,      5.18
  874.01,   1169.00,     15.33,      2.08,    274.03,      5.55
  871.95,   1189.00,     15.13,      1.99,    269.96,      5.91
  869.90,   1209.00,     14.91,      1.89,    267.09,      6.36
  867.86,   1229.00,     14.71,      1.83,    267.00,      6.84
  865.81,   1249.00,     14.58,      1.80,    269.14,      7.32
  863.77,   1269.00,     14.48,      1.76,    268.48,      7.66
  861.74,   1289.00,     14.37,      1.71,    268.33,      7.93
  859.71,   1309.00,     14.19,      1.62,    270.07,      8.25
  857.68,   1329.00,     13.99,      1.54,    271.74,      8.59
  855.65,   1349.00,     13.82,      1.41,    272.27,      8.81
  853.63,   1369.00,     13.68,      1.22,    271.46,      9.15
  851.62,   1389.00,     13.49,      0.96,    269.44,      9.42
  849.60,   1409.00,     13.27,      0.78,    267.36,      9.64
  847.59,   1429.00,     13.10,      0.64,    266.64,      9.84
  845.59,   1449.00,     12.98,      0.48,    268.04,      9.98
  843.58,   1469.00,     12.84,      0.25,    269.24,      9.93
  841.58,   1489.00,     12.65,      0.04,    268.83,      9.99
  839.59,   1509.00,     12.40,     -0.12,    268.38,     10.04
  837.59,   1529.00,     12.19,     -0.24,    271.08,     10.18
  835.60,   1549.00,     12.08,     -0.34,    274.77,     10.41
