# Radiation correction v2.4. Params: lat=43.0258, lon=-87.8335, utc_time=2024-05-08 19:11
Height (m AGL), Pressure (mb), Temperature (C), Relative humidity (%), Wind speed (m/s), Wind direction (true deg)
20, 977.81, 15.16, 61.2, 5.84, 126.5
40, 975.51, 15.01, 62.1, 6.24, 115.5
60, 973.23, 15.63, 60.5, 6.44, 107.3
80, 970.95, 16.21, 58.1, 6.55, 106.7
100, 968.69, 16.56, 56.0, 6.52, 106.2
120, 966.43, 16.86, 53.6, 6.26, 105.4
140, 964.18, 16.98, 51.8, 6.00, 107.9
160, 961.94, 17.00, 50.6, 5.74, 111.6
180, 959.70, 17.01, 49.5, 5.39, 117.2
200, 957.47, 17.02, 48.7, 5.00, 117.3
220, 955.24, 17.04, 48.2, 4.46, 112.6
240, 953.02, 17.11, 47.8, 3.91, 107.7
260, 950.80, 17.31, 47.2, 3.43, 105.3
280, 948.59, 17.59, 46.3, 2.98, 103.1
300, 946.39, 17.98, 44.9, 2.60, 99.9
320, 944.19, 18.24, 43.7, 2.38, 94.4
340, 941.99, 18.25, 43.2, 2.27, 89.1
360, 939.80, 18.19, 42.8, 2.22, 79.1
380, 937.62, 18.11, 42.2, 2.14, 70.2
400, 935.43, 18.07, 41.7, 2.07, 67.1
420, 933.26, 18.09, 41.1, 1.99, 67.4
440, 931.08, 17.95, 40.9, 1.97, 66.0
460, 928.92, 17.74, 41.4, 1.99, 61.8
480, 926.75, 17.66, 41.9, 2.05, 58.9
500, 924.59, 17.71, 42.0, 2.06, 61.4
520, 922.44, 17.48, 42.1, 2.09, 61.0
540, 920.29, 17.19, 42.5, 2.04, 54.9
560, 918.14, 17.09, 42.9, 2.06, 45.0
580, 916.00, 17.10, 43.0, 2.08, 32.4
600, 913.86, 17.16, 42.8, 2.24, 10.8
620, 911.73, 17.18, 42.5, 2.30, 357.5
640, 909.60, 17.10, 42.3, 2.44, 349.1
660, 907.47, 17.07, 42.1, 2.51, 337.9
680, 905.35, 17.03, 41.8, 2.64, 317.6
700, 903.24, 16.95, 41.4, 2.72, 304.6
720, 901.13, 16.77, 41.0, 2.89, 297.0
740, 899.02, 16.63, 40.6, 2.93, 294.3
760, 896.92, 16.50, 40.6, 3.09, 292.8
780, 894.82, 16.38, 40.7, 3.22, 289.0
800, 892.72, 16.37, 40.6, 3.42, 281.9
820, 890.64, 16.39, 40.3, 3.60, 280.5
840, 888.55, 16.19, 40.3, 3.94, 281.6
860, 886.47, 15.83, 41.0, 4.12, 284.3
880, 884.39, 15.68, 41.5, 4.21, 281.6
900, 882.32, 15.77, 41.5, 4.20, 279.2
920, 880.25, 15.68, 41.5, 4.19, 279.0
940, 878.18, 15.44, 41.8, 4.23, 279.9
960, 876.12, 15.24, 42.2, 4.36, 280.0
980, 874.06, 15.19, 42.4, 4.50, 279.5
1000, 872.00, 14.96, 42.9, 4.63, 278.9
1020, 869.95, 14.73, 43.7, 4.75, 277.4
1040, 867.90, 14.55, 44.5, 4.88, 276.3
1060, 865.86, 14.38, 45.2, 4.90, 274.0
1080, 863.82, 14.13, 45.8, 4.92, 272.0
1100, 861.78, 13.86, 46.4, 4.84, 270.7
1120, 859.74, 13.65, 46.8, 4.77, 271.0
1140, 857.72, 13.56, 46.9, 4.72, 271.3
1160, 855.69, 13.35, 46.9, 4.67, 271.5
1180, 853.66, 13.23, 46.9, 4.65, 270.9
1200, 851.64, 13.16, 47.0, 4.64, 270.3
1220, 849.62, 12.98, 47.4, 4.73, 270.4
1240, 847.61, 12.64, 48.2, 4.85, 270.8
1260, 845.60, 12.29, 49.1, 5.00, 270.1
1280, 843.59, 12.07, 49.7, 5.12, 272.0
1300, 841.58, 11.91, 49.6, 5.27, 276.1
1320, 839.58, 11.79, 49.4, 5.40, 278.4
1340, 837.59, 11.82, 49.0, 5.46, 279.0
1360, 835.60, 11.85, 48.7, 5.56, 281.1
1380, 833.61, 11.74, 48.5, 5.67, 282.4
1400, 831.63, 11.51, 48.7, 5.84, 280.6
1420, 829.65, 11.16, 48.8, 5.96, 281.2
1440, 827.67, 10.91, 48.7, 6.16, 282.2
1460, 825.69, 10.79, 48.2, 6.28, 283.0
1480, 823.72, 10.74, 47.4, 6.42, 283.1
1500, 821.76, 10.63, 46.5, 6.56, 282.6
1520, 819.79, 10.53, 45.2, 6.71, 281.8
1540, 817.83, 10.45, 44.5, 6.81, 281.4
1560, 815.87, 10.23, 44.3, 6.83, 282.0
1580, 813.92, 9.98, 44.6, 6.81, 282.5
1600, 811.97, 9.79, 45.3, 6.75, 284.7
1620, 810.03, 9.70, 45.6, 6.74, 286.6
1640, 808.09, 9.62, 45.0, 6.74, 288.4
1660, 806.15, 9.51, 43.7, 6.92, 289.9
1680, 804.21, 9.37, 42.1, 7.16, 291.8
1700, 802.28, 9.26, 41.0, 7.52, 293.2
1720, 800.36, 9.14, 40.2, 7.74, 294.4
1740, 798.43, 9.00, 39.2, 8.00, 296.2
1760, 796.51, 8.84, 38.4, 8.25, 298.4
1780, 794.60, 8.64, 37.5, 8.43, 300.9
1800, 792.68, 8.52, 36.5, 8.55, 301.7
1820, 790.77, 8.47, 35.5, 8.68, 300.6
1840, 788.87, 8.47, 34.5, 8.70, 299.2
1860, 786.97, 8.38, 33.8, 8.73, 298.5
1880, 785.07, 8.25, 33.9, 8.84, 298.1
1900, 783.18, 8.05, 35.0, 9.04, 298.3
1920, 781.29, 7.83, 37.3, 9.25, 298.2
1940, 779.40, 7.55, 40.2, 9.42, 297.1
1960, 777.52, 7.23, 43.5, 9.46, 295.5
1980, 775.64, 7.02, 46.5, 9.44, 293.3
2000, 773.76, 6.96, 47.9, 9.38, 290.7
2020, 771.89, 6.94, 49.1, 9.29, 290.6
2040, 770.02, 6.85, 49.4, 9.21, 292.4
2060, 768.16, 6.68, 47.7, 9.14, 293.6
2080, 766.29, 6.47, 43.3, 9.13, 293.0
2100, 764.44, 6.52, 39.2, 9.16, 293.0
2120, 762.58, 6.67, 35.3, 9.28, 294.0
2140, 760.73, 6.78, 32.5, 9.50, 295.1
2160, 758.89, 6.64, 30.9, 9.97, 293.5
2180, 757.05, 6.63, 31.5, 10.58, 289.7
2200, 755.21, 6.73, 32.5, 11.12, 288.0
2220, 753.38, 6.80, 32.9, 11.45, 287.4
2240, 751.56, 6.77, 33.1, 11.65, 286.1
2260, 749.73, 6.66, 33.4, 11.85, 284.7
2280, 747.91, 6.48, 33.7, 12.05, 283.8
