# Radiation correction v2.4. Params: lat=43.0254, lon=-87.6897, utc_time=2024-05-08 15:28
Height (m AGL), Pressure (mb), Temperature (C), Relative humidity (%), Wind speed (m/s), Wind direction (true deg)
20, 987.70,  ,  ,  ,  
40, 985.41,  ,  ,  ,  
60, 983.13,  ,  ,  ,  
80, 980.85,  ,  ,  ,  
100, 978.57, 13.13, 79.2, 0.00,  
120, 976.27, 15.17, 66.4, 2.63, 284.9
140, 973.99, 16.70, 58.5, 3.18, 289.0
160, 971.72, 17.45, 54.7, 3.48, 289.7
180, 969.46, 17.78, 52.5, 3.85, 289.6
200, 967.21, 17.82, 51.6, 3.99, 290.7
220, 964.96, 17.81, 51.1, 4.07, 295.4
240, 962.72, 17.79, 50.4, 4.25, 303.3
260, 960.48, 17.78, 49.1, 4.65, 314.5
280, 958.25, 17.94, 46.8, 5.05, 323.0
300, 956.02, 18.13, 45.1, 5.39, 326.0
320, 953.80, 18.32, 43.8, 5.58, 326.3
340, 951.59, 18.53, 42.2, 5.63, 329.4
360, 949.38, 18.61, 41.2, 5.75, 333.3
380, 947.18, 18.64, 40.6, 5.64, 336.4
400, 944.98, 18.57, 40.2, 5.62, 334.3
420, 942.78, 18.53, 39.8, 5.61, 331.5
440, 940.59, 18.57, 38.8, 5.79, 329.5
460, 938.40, 18.62, 37.1, 5.98, 327.5
480, 936.22, 18.61, 35.8, 6.33, 326.1
500, 934.05, 18.51, 35.0, 6.68, 324.2
520, 931.87, 18.38, 35.1, 6.93, 321.8
540, 929.71, 18.23, 35.6, 7.05, 320.6
560, 927.54, 18.07, 36.7, 7.13, 318.8
580, 925.39, 17.89, 38.1, 7.24, 317.4
600, 923.23, 17.76, 37.9, 7.34, 317.3
620, 921.08, 17.68, 34.8, 7.45, 320.6
640, 918.93, 17.66, 30.4, 7.51, 323.5
660, 916.79, 17.63, 27.4, 7.65, 326.2
680, 914.65, 17.58, 25.1, 7.92, 328.7
700, 912.52, 17.56, 23.7, 8.27, 333.4
720, 910.39, 17.49, 23.1, 8.58, 337.1
740, 908.26, 17.36, 22.8, 8.85, 338.7
760, 906.14, 17.24, 22.8, 9.05, 338.1
780, 904.02, 17.14, 22.7, 9.39, 337.5
800, 901.91, 16.97, 22.7, 9.81, 338.9
820, 899.80, 16.85, 22.7, 10.32, 340.8
840, 897.69, 16.76, 22.6, 10.69, 341.9
860, 895.59, 16.70, 22.5, 11.23, 341.6
880, 893.49, 16.60, 22.6, 11.60, 340.9
900, 891.40, 16.46, 22.6, 11.90, 339.8
920, 889.31, 16.26, 22.9, 12.04, 338.3
940, 887.23, 16.14, 23.2, 12.03, 337.3
960, 885.15, 16.06, 23.5, 11.97, 336.3
980, 883.07, 15.95, 23.8, 11.86, 335.6
1000, 881.00, 15.80, 24.2, 11.76, 335.1
1020, 878.93, 15.65, 24.4, 11.68, 334.1
1040, 876.86, 15.48, 24.7, 11.61, 333.3
1060, 874.80, 15.30, 24.9, 11.49, 333.4
1080, 872.74, 14.99, 25.2, 11.43, 332.5
1100, 870.69, 14.75, 25.5, 11.35, 331.7
1120, 868.63, 14.56, 25.8, 11.20, 331.0
1140, 866.58, 14.36, 26.1, 11.04, 330.6
1160, 864.54, 14.20, 26.3, 10.89, 330.0
1180, 862.50, 14.02, 26.6, 10.79, 328.7
1200, 860.46, 13.72, 27.2, 10.71, 327.2
1220, 858.42, 13.57, 27.8, 10.67, 325.9
1240, 856.39, 13.60, 28.2, 10.59, 325.2
1260, 854.36, 13.52, 28.9, 10.40, 322.8
1280, 852.34, 13.27, 29.8, 10.21, 320.2
1300, 850.32, 13.20, 30.2, 10.07, 319.0
1320, 848.31, 13.11, 30.6, 9.97, 318.2
1340, 846.30, 12.97, 31.0, 9.84, 317.5
1360, 844.29, 12.80, 31.7, 9.81, 316.4
1380, 842.29, 12.64, 32.3, 9.75, 314.6
1400, 840.29, 12.47, 32.9, 9.74, 313.1
1420, 838.29, 12.29, 33.5, 9.72, 311.7
1440, 836.30, 12.07, 33.9, 9.73, 310.1
1460, 834.31, 11.77, 34.4, 9.74, 308.0
1480, 832.32, 11.59, 34.7, 9.82, 307.2
1500, 830.34, 11.42, 35.0, 9.97, 306.2
1520, 828.36, 11.26, 35.3, 10.12, 304.9
1540, 826.39, 11.10, 35.5, 10.32, 303.7
1560, 824.41, 10.92, 35.8, 10.59, 302.3
1580, 822.44, 10.76, 36.1, 10.88, 300.9
1600, 820.48, 10.59, 36.0, 11.19, 301.0
1620, 818.52, 10.43, 35.9, 11.47, 302.2
1640, 816.56, 10.36, 35.6, 11.75, 303.8
1660, 814.61, 10.35, 35.2, 11.92, 305.4
1680, 812.66, 10.22, 34.9, 12.10, 307.4
1700, 810.71, 10.11, 34.5, 12.28, 308.3
1720, 808.77, 9.99, 33.7, 12.42, 308.1
1740, 806.83, 9.93, 32.4, 12.55, 306.6
1760, 804.90, 9.83, 32.1, 12.69, 305.2
1780, 802.97, 9.72, 32.1, 12.76, 304.2
1800, 801.04, 9.57, 32.3, 12.80, 302.7
1820, 799.12, 9.44, 32.3, 12.85, 301.4
1840, 797.21, 9.53, 31.8, 12.88, 299.9
1860, 795.30, 9.37, 31.5, 12.89, 299.2
1880, 793.39, 9.09, 31.6, 12.92, 298.7
1900, 791.48, 8.63, 31.9, 12.96, 298.1
1920, 789.57, 8.50, 32.1, 12.94, 297.9
1940, 787.67, 8.45, 32.1, 13.01, 298.3
1960, 785.77, 8.39, 31.9, 13.05, 299.4
1980, 783.88, 8.31, 31.9, 13.16, 299.9
2000, 781.99, 8.26, 31.9, 13.22, 300.3
2020, 780.10, 8.17, 31.7, 13.33, 301.5
2040, 778.22, 7.94, 31.7, 13.33, 302.4
2060, 776.34, 7.70, 31.8, 13.38, 303.0
2080, 774.46, 7.57, 31.9, 13.43, 303.1
2100, 772.59, 7.36, 32.0, 13.48, 303.2
2120, 770.72, 7.18, 32.2, 13.48, 303.5
2140, 768.86, 6.94, 32.5, 13.56, 303.5
2160, 767.00, 6.69, 32.8, 13.64, 303.3
2180, 765.14, 6.46, 33.3, 13.70, 302.9
2200, 763.28, 6.30, 33.9, 13.84, 303.0
2220, 761.43, 6.10, 34.6, 13.99, 303.3
2240, 759.58, 6.03, 35.1, 14.14, 303.2
2260, 757.73, 5.97, 35.5, 14.23, 302.4
2280, 755.89, 5.89, 35.7, 14.25, 301.7
2300, 754.05, 5.67, 36.0, 14.32, 300.8
2320, 752.21, 5.53, 36.2, 14.45, 300.5
2340, 750.38, 5.27, 36.2, 14.65, 300.6
2360, 748.55, 5.02, 36.2, 14.88, 301.7
2380, 746.72, 4.90, 36.1, 15.04, 302.7
2400, 744.90, 4.83, 35.9, 15.10, 303.8
2420, 743.08, 4.68, 35.8, 15.16, 304.3
2440, 741.26, 4.54, 35.8, 15.18, 304.5
2460, 739.45, 4.37, 35.9, 15.18, 305.1
2480, 737.64, 4.11, 36.0, 15.22, 305.8
2500, 735.83, 3.87, 36.2, 15.26, 306.3
2520, 734.03, 3.66, 36.2, 15.32, 306.7
2540, 732.23, 3.46, 36.2, 15.40, 307.3
2560, 730.43, 3.26, 36.1, 15.31, 307.6
2580, 728.64, 3.09, 36.0, 15.25, 307.4
2600, 726.85, 2.92, 35.6, 15.19, 306.6
2620, 725.06, 2.84, 34.9, 15.07, 305.9
2640, 723.27, 2.79, 33.6, 15.01, 304.2
2660, 721.49, 2.77, 31.4, 15.26, 301.1
2680, 719.72, 2.69, 30.1, 15.54, 299.4
2700, 717.95, 2.63, 29.4, 15.82, 299.0
2720, 716.18, 2.67, 28.5, 16.14, 298.8
2740, 714.41, 2.57, 27.8, 16.35, 299.1
2760, 712.65, 2.09, 28.0, 16.49, 298.8
2780, 710.89, 1.72, 28.4, 16.58, 297.9
2800, 709.14, 1.56, 28.8, 16.76, 297.0
2820, 707.38, 1.40, 29.3, 17.21, 296.0
2840, 705.63, 1.23, 29.6, 17.76, 296.1
2860, 703.89, 1.13, 29.7, 18.31, 296.8
2880, 702.14, 1.01, 29.8, 18.54, 297.4
2900, 700.40, 0.82, 30.0, 18.73, 297.9
2920, 698.67, 0.71, 30.4, 18.86, 298.3
2940, 696.94, 0.69, 30.6, 18.99, 298.1
2960, 695.21, 0.48, 31.2, 19.01, 297.9
2980, 693.49, 0.19, 32.2, 19.13, 297.5
3000, 691.77, 0.10, 32.1, 19.11, 296.9
3020, 690.05, -0.04, 30.7, 19.09, 295.9
3040, 688.33, -0.23, 29.3, 19.09, 295.2
3060, 686.62, -0.30, 28.0, 19.12, 294.2
3080, 684.91, -0.39, 27.2, 19.21, 292.5
3100, 683.20, -0.49, 27.2, 19.36, 290.4
3120, 681.50, -0.48, 27.5, 19.51, 288.7
3140, 679.80, -0.36, 28.0, 19.63, 286.8
3160, 678.11, -0.33, 28.5, 19.76, 285.1
3180, 676.43, -0.23, 29.2, 19.88, 282.5
3200, 674.74, -0.21, 29.7, 19.95, 280.9
3220, 673.06, -0.26, 30.1, 19.99, 279.7
3240, 671.39, -0.36, 30.6, 19.98, 278.2
3260, 669.71, -0.48, 31.2, 20.13, 276.5
3280, 668.05, -0.63, 32.0, 20.39, 275.2
3300, 666.38, -0.71, 32.8, 20.84, 274.0
3320, 664.72, -0.74, 33.7, 21.31, 272.8
3340, 663.06, -0.82, 34.8, 21.78, 271.0
3360, 661.41, -1.05, 36.3, 22.21, 269.4
3380, 659.76, -1.29, 38.1, 22.68, 268.8
3400, 658.11, -1.38, 40.5, 23.25, 268.6
3420, 656.47, -1.15, 43.5, 23.84, 267.2
3440, 654.83, -1.02, 45.4, 24.16, 265.8
3460, 653.20, -1.03, 46.0, 24.14, 265.3
3480, 651.57, -1.07, 46.0, 24.12, 264.8
3500, 649.95, -1.15, 45.7, 24.05, 264.3
3520, 648.33, -1.30, 45.3, 23.94, 263.8
3540, 646.71, -1.43, 45.2, 23.85, 263.5
3560, 645.09, -1.50, 45.0, 23.71, 263.2
3580, 643.48, -1.63, 44.9, 23.55, 263.1
3600, 641.87, -1.76, 45.0, 23.36, 262.9
3620, 640.26, -1.96, 45.6, 23.24, 263.1
3640, 638.66, -2.14, 46.4, 23.16, 263.1
3660, 637.06, -2.25, 47.1, 23.19, 263.2
3680, 635.47, -2.35, 47.6, 23.19, 263.3
3700, 633.87, -2.50, 48.0, 23.16, 263.4
3720, 632.28, -2.65, 48.3, 23.04, 263.8
3740, 630.70, -2.75, 48.0, 22.88, 264.9
3760, 629.11, -2.80, 45.9, 22.69, 266.1
3780, 627.53, -2.89, 41.5, 22.48, 266.8
3800, 625.96, -3.01, 38.2, 22.31, 266.9
3820, 624.39, -3.14, 36.2, 22.15, 267.1
3840, 622.82, -3.27, 34.5, 22.04, 267.6
3860, 621.25, -3.33, 34.8, 21.80, 268.1
3880, 619.69, -3.40, 36.1, 21.58, 268.9
3900, 618.13, -3.46, 38.2, 21.35, 269.5
3920, 616.57, -3.49, 39.6, 21.14, 270.1
3940, 615.02, -3.57, 39.9, 20.98, 270.8
3960, 613.47, -3.74, 39.4, 20.93, 271.7
3980, 611.92, -3.93, 38.4, 20.89, 272.1
4000, 610.38, -4.11, 37.4, 20.89, 272.0
4020, 608.83, -4.34, 36.3, 20.83, 271.7
4040, 607.30, -4.55, 35.3, 20.62, 271.6
4060, 605.76, -4.69, 34.9, 20.34, 271.7
4080, 604.23, -4.85, 35.0, 20.07, 271.6
4100, 602.70, -4.99, 34.8, 19.79, 271.8
4120, 601.17, -5.06, 34.1, 19.56, 272.1
4140, 599.65, -5.11, 33.6, 19.38, 272.5
4160, 598.13, -5.23, 33.6, 19.22, 272.5
4180, 596.61, -5.42, 34.0, 19.07, 272.4
4200, 595.10, -5.50, 34.5, 19.02, 272.2
4220, 593.59, -5.53, 34.7, 18.90, 272.2
4240, 592.09, -5.71, 34.4, 18.71, 271.9
4260, 590.58, -5.91, 33.5, 18.56, 271.9
4280, 589.08, -6.10, 32.8, 18.54, 272.0
4300, 587.58, -6.15, 32.6, 18.67, 272.3
4320, 586.09, -6.14, 32.6, 19.00, 272.5
4340, 584.60, -6.22, 32.6, 19.46, 272.8
4360, 583.11, -6.35, 32.9, 19.93, 273.2
4380, 581.63, -6.59, 34.1, 20.36, 273.5
