# Radiation correction v2.4. Params: lat=43.0260, lon=-87.6885, utc_time=2024-05-08 16:03
Height (m AGL), Pressure (mb), Temperature (C), Relative humidity (%), Wind speed (m/s), Wind direction (true deg)
20, 976.11, 15.54, 62.3, 1.49, 64.7
40, 973.82, 16.51, 58.5, 1.63, 17.6
60, 971.56, 17.41, 55.1, 1.88, 339.7
80, 969.30, 17.94, 52.8, 2.28, 330.4
100, 967.04, 18.24, 51.4, 2.76, 323.1
120, 964.80, 18.55, 49.8, 3.11, 316.8
140, 962.56, 18.76, 48.6, 3.38, 315.9
160, 960.33, 18.76, 48.2, 3.45, 316.9
180, 958.10, 18.67, 48.0, 3.47, 320.8
200, 955.88, 18.53, 47.7, 3.62, 326.8
220, 953.66, 18.45, 46.8, 3.89, 333.1
240, 951.44, 18.37, 45.6, 4.25, 338.7
260, 949.23, 18.35, 44.3, 4.45, 345.8
280, 947.03, 18.34, 43.0, 4.58, 348.7
300, 944.83, 18.35, 41.9, 4.51, 348.5
320, 942.63, 18.32, 41.0, 4.34, 346.1
340, 940.44, 18.26, 40.4, 4.11, 345.4
360, 938.25, 18.22, 40.1, 4.13, 341.2
380, 936.07, 18.19, 39.4, 4.25, 336.8
400, 933.89, 18.14, 38.5, 4.48, 333.6
420, 931.72, 18.02, 38.1, 4.82, 333.1
440, 929.55, 17.91, 38.1, 5.09, 332.8
460, 927.39, 17.81, 37.9, 5.28, 332.0
480, 925.23, 17.74, 37.1, 5.38, 329.9
500, 923.07, 17.67, 35.9, 5.45, 327.5
520, 920.92, 17.61, 34.3, 5.49, 325.0
540, 918.77, 17.51, 32.3, 5.58, 323.7
560, 916.63, 17.43, 30.4, 5.71, 323.7
580, 914.49, 17.35, 28.6, 5.80, 325.2
600, 912.36, 17.22, 27.5, 5.97, 327.2
620, 910.22, 17.06, 27.0, 6.08, 329.9
640, 908.10, 16.93, 27.0, 6.19, 331.9
660, 905.97, 16.80, 26.7, 6.25, 333.3
680, 903.85, 16.67, 26.5, 6.39, 334.6
700, 901.74, 16.50, 26.4, 6.49, 335.4
720, 899.63, 16.32, 26.5, 6.63, 336.6
740, 897.52, 16.11, 26.6, 6.83, 337.2
760, 895.41, 15.92, 26.3, 7.20, 337.6
780, 893.31, 15.79, 25.8, 7.57, 338.9
800, 891.21, 15.65, 25.4, 7.94, 341.4
820, 889.12, 15.46, 25.3, 8.33, 343.4
840, 887.03, 15.28, 25.4, 8.73, 344.4
860, 884.94, 15.18, 25.3, 9.14, 344.5
880, 882.86, 15.11, 24.9, 9.77, 343.6
900, 880.78, 15.08, 24.0, 10.22, 341.4
920, 878.71, 15.07, 23.2, 10.66, 338.7
940, 876.64, 15.12, 23.0, 10.96, 334.6
960, 874.58, 15.13, 23.6, 11.02, 329.9
980, 872.52, 15.08, 24.3, 10.84, 328.1
1000, 870.46, 14.97, 25.0, 10.65, 326.3
1020, 868.41, 14.80, 25.5, 10.43, 325.0
1040, 866.36, 14.60, 26.1, 10.24, 324.0
1060, 864.32, 14.48, 26.5, 10.02, 323.2
1080, 862.28, 14.36, 26.9, 9.88, 322.0
1100, 860.24, 14.18, 27.3, 9.82, 321.4
1120, 858.21, 13.96, 27.7, 9.76, 321.3
1140, 856.18, 13.79, 28.0, 9.73, 321.6
1160, 854.15, 13.48, 28.4, 9.70, 321.1
1180, 852.13, 13.29, 28.9, 9.64, 321.1
1200, 850.11, 13.26, 29.0, 9.48, 321.0
1220, 848.10, 13.18, 29.3, 9.40, 319.5
1240, 846.09, 13.01, 29.7, 9.33, 317.4
1260, 844.08, 12.81, 30.1, 9.33, 316.7
1280, 842.08, 12.64, 30.4, 9.32, 317.1
1300, 840.08, 12.51, 30.6, 9.36, 317.0
1320, 838.08, 12.35, 30.9, 9.31, 315.9
1340, 836.09, 12.19, 31.5, 9.20, 314.3
1360, 834.10, 11.99, 32.3, 9.11, 311.9
1380, 832.12, 11.71, 33.1, 9.06, 310.2
1400, 830.14, 11.46, 33.8, 9.15, 307.5
1420, 828.16, 11.25, 34.4, 9.21, 304.2
1440, 826.18, 11.08, 35.0, 9.31, 301.8
1460, 824.21, 10.90, 35.5, 9.39, 300.1
1480, 822.24, 10.76, 35.8, 9.59, 298.2
1500, 820.28, 10.63, 36.1, 9.80, 296.8
1520, 818.32, 10.55, 36.2, 10.13, 296.9
1540, 816.36, 10.47, 36.1, 10.50, 298.3
1560, 814.41, 10.39, 35.7, 10.79, 300.8
1580, 812.46, 10.25, 35.5, 10.98, 303.2
1600, 810.52, 10.12, 35.3, 11.15, 305.2
1620, 808.58, 9.96, 34.8, 11.31, 307.0
1640, 806.64, 9.84, 34.0, 11.45, 307.4
1660, 804.71, 9.76, 33.1, 11.61, 306.4
1680, 802.78, 9.70, 32.7, 11.74, 305.1
1700, 800.85, 9.63, 32.5, 11.81, 304.4
1720, 798.93, 9.50, 32.6, 11.83, 303.8
1740, 797.01, 9.29, 32.6, 11.90, 302.9
1760, 795.10, 9.16, 32.6, 11.91, 301.3
1780, 793.18, 9.11, 32.4, 11.96, 299.8
1800, 791.28, 9.01, 32.3, 12.07, 298.9
1820, 789.37, 8.84, 32.1, 12.22, 298.6
