# Radiation correction v2.4. Params: lat=43.0248, lon=-87.8059, utc_time=2024-05-08 16:47
Height (m AGL), Pressure (mb), Temperature (C), Relative humidity (%), Wind speed (m/s), Wind direction (true deg)
960, 875.92, 14.16, 38.7, 4.32, 322.2
980, 873.85, 13.96, 38.9, 4.52, 323.5
1000, 871.78, 13.80, 38.9, 4.65, 322.7
1020, 869.73, 13.64, 39.1, 4.82, 318.8
1040, 867.67, 13.57, 39.4, 5.12, 315.2
1060, 865.62, 13.51, 39.7, 5.40, 313.7
1080, 863.57, 13.33, 40.0, 5.54, 313.0
1100, 861.53, 13.09, 40.5, 5.54, 311.5
1120, 859.48, 12.91, 40.7, 5.53, 308.1
1140, 857.44, 12.81, 40.2, 5.56, 304.1
1160, 855.41, 12.77, 39.4, 5.77, 302.7
1180, 853.38, 12.68, 38.8, 6.18, 304.3
1200, 851.35, 12.52, 38.5, 6.62, 306.3
1220, 849.33, 12.36, 37.8, 7.06, 305.9
1240, 847.32, 12.32, 36.5, 7.36, 305.5
1260, 845.30, 12.28, 34.9, 7.55, 306.0
1280, 843.29, 12.17, 33.3, 7.72, 306.7
1300, 841.29, 12.07, 32.4, 7.86, 306.1
1320, 839.29, 12.02, 32.2, 7.91, 304.7
1340, 837.29, 11.89, 32.3, 7.92, 303.6
1360, 835.29, 11.68, 32.7, 7.94, 302.7
1380, 833.30, 11.44, 33.2, 7.93, 301.9
1400, 831.32, 11.33, 33.6, 7.95, 300.6
1420, 829.33, 11.22, 33.8, 7.97, 299.5
1440, 827.35, 11.12, 33.9, 8.01, 298.4
1460, 825.38, 10.88, 34.3, 8.09, 296.7
1480, 823.41, 10.66, 35.2, 8.33, 292.9
1500, 821.44, 10.52, 35.8, 8.55, 291.2
1520, 819.47, 10.52, 35.8, 8.77, 291.4
1540, 817.52, 10.52, 35.7, 8.92, 292.3
1560, 815.56, 10.47, 35.4, 9.18, 294.5
1580, 813.61, 10.36, 35.1, 9.32, 297.0
1600, 811.66, 10.29, 34.8, 9.60, 299.5
1620, 809.72, 10.12, 33.6, 9.89, 303.3
1640, 807.78, 10.02, 32.1, 10.23, 305.9
1660, 805.84, 10.06, 31.1, 10.44, 306.4
1680, 803.91, 9.98, 30.0, 10.52, 306.5
1700, 801.99, 9.70, 29.9, 10.57, 306.1
1720, 800.06, 9.38, 30.6, 10.58, 305.5
1740, 798.14, 9.33, 31.2, 10.56, 305.2
1760, 796.22, 9.27, 31.5, 10.53, 305.0
1780, 794.31, 9.14, 31.9, 10.50, 304.4
1800, 792.40, 8.90, 32.4, 10.51, 303.5
1820, 790.49, 8.74, 32.8, 10.53, 302.8
1840, 788.59, 8.52, 33.2, 10.55, 302.0
1860, 786.69, 8.40, 33.5, 10.61, 301.0
1880, 784.79, 8.24, 33.6, 10.68, 300.0
1900, 782.89, 8.05, 33.7, 10.76, 299.4
1920, 781.00, 7.85, 33.8, 10.81, 298.6
1940, 779.12, 7.60, 33.9, 10.88, 298.3
1960, 777.23, 7.43, 34.0, 10.94, 298.7
1980, 775.35, 7.32, 34.2, 11.01, 299.1
2000, 773.47, 7.21, 34.3, 11.07, 299.5
2020, 771.60, 7.02, 34.5, 11.13, 300.2
2040, 769.73, 6.96, 34.6, 11.15, 300.3
2060, 767.86, 6.76, 34.8, 11.12, 300.2
2080, 766.00, 6.51, 35.2, 11.19, 300.0
2100, 764.14, 6.38, 35.4, 11.27, 299.8
2120, 762.29, 6.24, 35.6, 11.39, 299.4
2140, 760.44, 6.08, 35.8, 11.55, 298.9
2160, 758.59, 5.99, 36.0, 11.81, 298.6
2180, 756.74, 5.95, 36.2, 12.09, 298.9
2200, 754.90, 5.84, 36.4, 12.38, 299.5
2220, 753.07, 5.62, 36.7, 12.59, 300.5
2240, 751.24, 5.42, 36.7, 12.74, 301.5
2260, 749.41, 5.27, 36.5, 12.77, 302.5
2280, 747.58, 5.10, 36.4, 12.79, 303.2
2300, 745.76, 4.88, 36.4, 12.83, 303.6
2320, 743.94, 4.67, 36.4, 12.83, 304.4
2340, 742.12, 4.53, 36.3, 12.87, 306.2
2360, 740.30, 4.25, 36.0, 12.93, 307.0
2380, 738.49, 4.06, 35.9, 12.98, 307.0
2400, 736.68, 3.93, 35.7, 13.00, 307.0
2420, 734.88, 3.84, 35.4, 13.01, 307.4
2440, 733.08, 3.72, 34.8, 13.04, 307.7
2460, 731.28, 3.49, 34.3, 13.07, 307.7
2480, 729.48, 3.17, 34.4, 13.09, 307.2
2500, 727.69, 2.94, 35.0, 13.12, 306.9
2520, 725.90, 2.83, 35.5, 13.12, 306.4
2540, 724.12, 2.63, 35.6, 13.12, 305.8
2560, 722.33, 2.45, 35.7, 13.12, 305.4
2580, 720.55, 2.37, 35.8, 13.15, 305.3
2600, 718.78, 2.36, 35.8, 13.16, 305.5
2620, 717.01, 2.29, 35.7, 13.27, 305.0
2640, 715.24, 2.17, 35.8, 13.48, 303.4
2660, 713.48, 2.06, 36.0, 13.69, 301.8
2680, 711.72, 1.89, 36.2, 13.93, 300.2
2700, 709.96, 1.60, 36.8, 13.93, 297.8
2720, 708.21, 1.43, 37.1, 14.05, 296.0
2740, 706.46, 1.26, 37.4, 14.21, 294.2
2760, 704.71, 1.10, 37.6, 14.37, 292.5
2780, 702.97, 1.00, 38.6, 14.44, 291.0
2800, 701.23, 1.01, 40.1, 14.53, 289.8
2820, 699.49, 1.00, 41.2, 14.63, 288.4
2840, 697.76, 0.91, 41.6, 14.93, 286.5
2860, 696.03, 0.82, 41.9, 15.34, 285.4
2880, 694.31, 0.72, 42.2, 15.74, 284.2
2900, 692.59, 0.62, 42.5, 16.15, 283.1
2920, 690.87, 0.53, 42.9, 16.56, 281.9
2940, 689.16, 0.43, 43.2, 16.96, 280.8
2960, 687.45, 0.34, 43.5, 17.37, 279.6
2980, 685.74, 0.24, 43.8, 17.77, 278.5
3000, 684.04, 0.15, 44.1, 18.18, 277.3
3020, 682.34, 0.05, 44.4, 18.58, 276.2
3040, 680.64, -0.05, 44.7, 18.99, 275.0
3060, 678.95, -0.14, 45.0, 19.40, 273.9
3080, 677.26, -0.24, 45.3, 19.80, 272.8
3100, 675.58, -0.33, 45.6, 20.21, 271.6
3120, 673.90, -0.43, 46.0, 19.75, 268.7
3140, 672.22, -0.46, 46.6, 20.24, 266.8
3160, 670.55, -0.55, 46.9, 20.63, 265.5
3180, 668.88, -0.65, 47.2, 20.99, 264.2
3200, 667.22, -0.74, 47.5, 21.34, 262.9
3220, 665.55, -0.70, 48.2, 21.60, 262.1
3240, 663.90, -0.60, 49.1, 21.70, 262.1
3260, 662.25, -0.47, 50.4, 21.83, 262.7
3280, 660.60, -0.39, 50.9, 22.00, 263.1
3300, 658.96, -0.30, 50.8, 22.17, 263.4
3320, 657.32, -0.38, 50.2, 22.20, 263.5
3340, 655.68, -0.55, 49.9, 22.28, 263.5
3360, 654.05, -0.79, 49.7, 22.28, 263.4
3380, 652.42, -0.95, 49.7, 22.36, 262.6
3400, 650.79, -1.10, 49.8, 22.45, 261.9
3420, 649.17, -1.25, 49.8, 22.54, 261.2
3440, 647.55, -1.43, 49.8, 22.64, 261.1
3460, 645.93, -1.65, 49.9, 22.78, 262.5
3480, 644.31, -1.88, 49.9, 22.92, 263.9
3500, 642.70, -2.05, 50.3, 22.94, 264.6
3520, 641.09, -2.21, 50.8, 22.93, 265.1
3540, 639.49, -2.36, 51.4, 22.92, 265.6
3560, 637.89, -2.52, 51.9, 22.91, 266.1
3580, 636.29, -2.68, 52.4, 22.89, 266.6
3600, 634.69, -2.84, 52.9, 22.88, 267.1
3620, 633.10, -2.99, 53.4, 22.87, 267.6
3640, 631.51, -3.15, 53.9, 22.86, 268.0
3660, 629.92, -3.36, 54.5, 23.09, 266.6
3680, 628.34, -3.55, 55.2, 23.07, 266.7
3700, 626.76, -3.71, 55.8, 23.07, 267.0
3720, 625.18, -3.88, 56.3, 23.08, 267.3
3740, 623.61, -4.05, 56.8, 23.09, 267.5
3760, 622.04, -4.05, 57.4, 23.07, 267.4
3780, 620.47, -4.14, 57.7, 22.96, 267.3
3800, 618.90, -4.32, 58.4, 22.72, 266.8
3820, 617.34, -4.55, 59.3, 22.38, 266.4
3840, 615.78, -4.68, 60.1, 21.97, 265.9
3860, 614.22, -4.92, 61.2, 21.58, 265.2
3880, 612.67, -5.09, 62.3, 21.22, 264.3
3900, 611.12, -5.13, 63.0, 20.95, 263.7
3920, 609.57, -5.10, 63.2, 20.77, 263.2
3940, 608.02, -5.16, 62.9, 20.65, 263.2
3960, 606.48, -5.26, 62.2, 20.77, 263.4
3980, 604.95, -5.35, 61.6, 20.89, 263.6
4000, 603.41, -5.45, 61.0, 21.01, 263.8
4020, 601.88, -5.55, 60.3, 21.13, 264.1
4040, 600.35, -5.64, 59.7, 21.25, 264.3
4060, 598.83, -5.74, 59.0, 21.37, 264.5
4080, 597.31, -5.83, 58.4, 21.49, 264.7
4100, 595.79, -5.93, 57.8, 21.61, 264.9
4120, 594.28, -6.03, 57.1, 21.73, 265.2
4140, 592.77, -6.12, 56.5, 21.85, 265.4
4160, 591.26, -6.22, 55.9, 21.97, 265.6
4180, 589.76, -6.31, 55.2, 22.09, 265.8
4200, 588.26, -6.41, 54.6, 22.21, 266.0
4220, 586.76, -6.51, 54.0, 22.33, 266.3
4240, 585.27, -6.60, 53.3, 22.45, 266.5
4260, 583.78, -6.70, 52.7, 22.57, 266.7
4280, 582.29, -6.80, 52.0, 22.69, 266.9
4300, 580.80, -6.89, 51.4, 22.81, 267.1
4320, 579.32, -6.99, 50.8, 22.93, 267.4
4340, 577.85, -7.08, 50.1, 23.05, 267.6
4360, 576.37, -7.18, 49.5, 23.17, 267.8
4380, 574.90, -7.28, 48.9, 23.29, 268.0
4400, 573.43, -7.37, 48.2, 23.41, 268.2
4420, 571.97, -7.47, 47.6, 23.53, 268.5
4440, 570.51, -7.56, 46.9, 23.65, 268.7
4460, 569.05, -7.66, 46.3, 23.77, 268.9
4480, 567.59, -7.76, 45.7, 23.89, 269.1
4500, 566.14, -7.85, 45.0, 24.01, 269.3
4520, 564.69, -7.95, 44.4, 24.13, 269.6
4540, 563.25, -8.04, 43.8, 24.25, 269.8
4560, 561.81, -8.14, 43.1, 24.37, 270.0
4580, 560.37, -8.24, 42.5, 24.49, 270.2
4600, 558.93, -8.33, 41.9, 24.61, 270.4
4620, 557.50, -8.43, 41.2, 24.73, 270.7
4640, 556.07, -8.43, 40.3, 24.64, 273.1
4660, 554.64, -8.50, 39.3, 24.87, 273.8
4680, 553.22, -8.59, 38.7, 24.99, 274.1
4700, 551.80, -8.68, 38.0, 25.11, 274.4
4720, 550.38, -8.77, 37.4, 25.22, 274.7
4740, 548.97, -8.81, 36.7, 25.27, 275.0
4760, 547.56, -8.86, 36.2, 25.25, 275.1
