UTC time, Altitude (m MSL), Altitude (m AGL), Pressure (Pascal), Speed (m/s), Heading (degrees), Temperature (C), Relative humidity (%), Internal temperature (C), Latitude, Longitude, Rise speed (m/s)
17:03:47, 189, 0, 97926,  ,  , 17.84, 59.00,  ,  ,  , 
17:03:49, 189, 0, 97928,  ,  , 17.84, 59.10,  ,  ,  , 
17:03:49, 189, 0, 97927,  ,  , 17.74, 59.20,  ,  ,  , 
17:03:50, 189, 0, 97926,  ,  , 17.68, 59.15,  ,  ,  , 
17:03:51, 189, 0, 97926,  ,  , 17.61, 59.15,  ,  ,  , 
17:03:52, 189, 0, 97927,  ,  , 17.54, 59.15,  ,  ,  , 
17:03:53, 189, 0, 97928,  ,  , 17.46, 59.30,  ,  ,  , 
17:03:54, 189, 0, 97930,  ,  , 17.43, 59.45,  ,  ,  , 
17:03:55, 189, 0, 97930,  ,  , 17.36, 59.65,  ,  ,  , 
17:03:56, 189, 0, 97931,  ,  , 17.28, 59.70,  ,  ,  , 
17:03:57, 189, 0, 97932,  ,  , 17.18, 59.90,  ,  ,  , 
17:03:58, 189, 0, 97932,  ,  , 17.12, 60.10,  ,  ,  , 
17:03:59, 189, 0, 97933,  ,  , 17.02, 60.30,  ,  ,  , -0.1
17:04:00, 188, -1, 97934,  ,  , 16.94, 60.50, 18.5,  ,  , -0.1
17:04:01, 188, -1, 97934,  ,  , 16.86, 60.70,  ,  ,  , 0
17:04:02, 188, -1, 97935,  ,  , 16.80, 60.95,  ,  ,  , -0.1
17:04:03, 188, -1, 97936,  ,  , 16.74, 61.20,  ,  ,  , -0.1
17:04:04, 188, -1, 97934,  ,  , 16.68, 61.40,  ,  ,  , -0.1
17:04:05, 189, 0, 97933,  ,  , 16.62, 61.65,  ,  ,  , 0
17:04:06, 189, 0, 97932,  ,  , 16.55, 61.90,  ,  ,  , 0
17:04:07, 189, 0, 97932,  ,  , 16.50, 62.10,  ,  ,  , 0
17:04:08, 189, 0, 97932,  ,  , 16.46, 62.35,  ,  ,  , 0
17:04:09, 189, 0, 97932,  ,  , 16.40, 62.60,  ,  ,  , 0
17:04:10, 189, 0, 97930,  ,  , 16.32, 62.85,  ,  ,  , 0
17:04:11, 189, 0, 97928,  ,  , 16.24, 63.10,  ,  ,  , 0
17:04:12, 189, 0, 97926,  ,  , 16.20, 63.25,  ,  ,  , 0.1
17:04:13, 189, 0, 97928,  ,  , 16.13, 63.45,  ,  ,  , 0
17:04:14, 189, 0, 97931,  ,  , 16.09, 63.70,  ,  ,  , 0
17:04:15, 188, -1, 97934,  ,  , 16.05, 63.90,  ,  ,  , 0
17:04:16, 189, 0, 97933,  ,  , 16.04, 64.15,  ,  ,  , 0
17:04:17, 189, 0, 97932,  ,  , 15.98, 64.35,  ,  ,  , 0
17:04:18, 189, 0, 97932,  ,  , 15.93, 64.50,  ,  ,  , 0
17:04:19, 189, 0, 97930,  ,  , 15.91, 64.70,  ,  ,  , 0
17:04:20, 189, 0, 97929,  ,  , 15.89, 64.90,  ,  ,  , 0
17:04:21, 189, 0, 97928,  ,  , 15.87, 65.00,  ,  ,  , 0
17:04:22, 189, 0, 97928,  ,  , 15.84, 65.10,  ,  ,  , 0
17:04:23, 189, 0, 97928,  ,  , 15.81, 65.25,  ,  ,  , 0
17:04:24, 189, 0, 97928,  ,  , 15.80, 65.35,  ,  ,  , 0
17:04:25, 189, 0, 97929,  ,  , 15.78, 65.45,  ,  ,  , 0
17:04:26, 189, 0, 97931,  ,  , 15.77, 65.60,  ,  ,  , 0
17:04:27, 188, -1, 97934,  ,  , 15.77, 65.65, 18.8,  ,  , 0
17:04:28, 188, -1, 97934,  ,  , 15.77, 65.75,  ,  ,  , 0
17:04:29, 188, -1, 97934,  ,  , 15.76, 65.80,  ,  ,  , 0
17:04:30, 188, -1, 97934,  ,  , 15.76, 65.90,  ,  ,  , 0
17:04:31, 189, 0, 97932,  ,  , 15.76, 65.95,  ,  ,  , 0
17:04:32, 189, 0, 97931,  ,  , 15.77, 66.00,  ,  ,  , 0
17:04:33, 189, 0, 97930,  ,  , 15.77, 66.05,  ,  ,  , 0
17:04:34, 189, 0, 97931,  ,  , 15.77, 66.05,  ,  ,  , 0
17:04:35, 188, -1, 97933,  ,  , 15.79, 66.10,  ,  ,  , 0
17:04:36, 188, -1, 97936,  ,  , 15.82, 66.10,  ,  ,  , -0.1
17:04:37, 188, -1, 97935,  ,  , 15.84, 66.05,  ,  ,  , -0.1
17:04:38, 188, -1, 97934,  ,  , 15.85, 66.05,  ,  ,  , 0
17:04:39, 188, -1, 97934,  ,  , 15.87, 66.05,  ,  ,  , 0
17:04:40, 189, 0, 97932,  ,  , 15.89, 66.05,  ,  ,  , 0
17:04:41, 189, 0, 97931,  ,  , 15.91, 66.00,  ,  ,  , 0
17:04:42, 189, 0, 97930,  ,  , 15.93, 65.95,  ,  ,  , 0
17:04:43, 189, 0, 97928,  ,  , 15.95, 65.90,  ,  ,  , 0
17:04:44, 189, 0, 97927,  ,  , 15.98, 65.85,  ,  ,  , 0
17:04:45, 189, 0, 97926,  ,  , 16.02, 65.80,  ,  ,  , 0
17:04:46, 189, 0, 97927,  ,  , 16.04, 65.75,  ,  ,  , 0
17:04:47, 189, 0, 97928,  ,  , 16.04, 65.65,  ,  ,  , 0
