# Radiation correction v2.4. Params: lat=43.0255, lon=-87.8898, utc_time=2024-05-08 20:03
Height (m AGL), Pressure (mb), Temperature (C), Relative humidity (%), Wind speed (m/s), Wind direction (true deg)
760, 897.34, 16.60, 41.1, 0.33, 188.2
780, 895.24, 16.41, 41.3, 0.74, 244.5
800, 893.15, 16.25, 41.5, 1.27, 259.4
820, 891.06, 16.18, 41.5, 1.69, 260.3
840, 888.97, 16.18, 41.1, 2.08, 262.9
860, 886.88, 16.15, 40.8, 2.28, 264.3
880, 884.80, 16.00, 40.8, 2.38, 264.5
900, 882.73, 15.82, 40.7, 2.42, 262.5
920, 880.66, 15.64, 40.8, 2.44, 261.9
940, 878.59, 15.46, 41.0, 2.44, 260.8
960, 876.53, 15.25, 41.3, 2.43, 261.2
980, 874.47, 15.07, 41.5, 2.49, 259.8
1000, 872.41, 14.91, 41.7, 2.57, 259.8
1020, 870.36, 14.78, 41.8, 2.67, 259.9
1040, 868.31, 14.60, 41.9, 2.75, 260.6
1060, 866.27, 14.42, 42.1, 2.83, 260.9
1080, 864.23, 14.23, 42.4, 2.83, 261.9
1100, 862.19, 14.03, 42.7, 2.89, 263.7
1120, 860.15, 13.83, 43.0, 3.03, 266.8
1140, 858.12, 13.65, 43.4, 3.24, 272.0
1160, 856.09, 13.47, 43.7, 3.53, 276.9
1180, 854.07, 13.35, 43.8, 3.85, 278.2
1200, 852.05, 13.22, 44.1, 4.11, 279.3
1220, 850.03, 13.05, 44.4, 4.29, 280.2
1240, 848.02, 12.88, 44.7, 4.42, 280.1
1260, 846.01, 12.69, 44.9, 4.49, 279.7
1280, 844.00, 12.49, 45.1, 4.56, 279.0
1300, 842.00, 12.28, 45.3, 4.58, 278.3
1320, 840.00, 12.11, 45.5, 4.54, 278.3
1340, 838.01, 11.97, 45.8, 4.54, 279.0
1360, 836.01, 11.79, 46.0, 4.53, 279.2
1380, 834.03, 11.60, 46.4, 4.56, 278.8
1400, 832.04, 11.43, 46.7, 4.61, 278.5
1420, 830.06, 11.23, 46.9, 4.67, 278.6
1440, 828.08, 11.03, 47.2, 4.74, 277.4
1460, 826.11, 10.83, 47.5, 4.87, 276.5
1480, 824.13, 10.64, 48.1, 5.05, 276.8
1500, 822.17, 10.49, 48.7, 5.24, 277.6
1520, 820.20, 10.42, 49.1, 5.39, 277.4
1540, 818.24, 10.32, 49.3, 5.51, 277.0
1560, 816.28, 10.07, 49.7, 5.54, 276.6
1580, 814.33, 9.81, 50.2, 5.52, 276.6
1600, 812.38, 9.64, 50.7, 5.46, 275.6
1620, 810.43, 9.47, 51.1, 5.42, 274.6
1640, 808.49, 9.26, 51.7, 5.39, 273.5
1660, 806.55, 9.04, 52.4, 5.46, 272.8
1680, 804.61, 8.83, 53.0, 5.58, 272.3
1700, 802.68, 8.63, 53.7, 5.70, 272.2
1720, 800.75, 8.47, 54.1, 5.80, 272.4
1740, 798.82, 8.35, 54.4, 5.91, 273.1
1760, 796.90, 8.24, 54.3, 5.96, 275.5
1780, 794.98, 8.06, 54.0, 6.00, 277.8
1800, 793.06, 7.90, 53.9, 6.07, 278.2
1820, 791.15, 7.74, 53.9, 6.22, 278.9
1840, 789.24, 7.56, 53.1, 6.40, 280.2
1860, 787.33, 7.41, 52.0, 6.63, 282.2
1880, 785.43, 7.29, 51.0, 6.86, 283.7
1900, 783.53, 7.15, 50.5, 6.95, 285.9
1920, 781.64, 7.03, 50.4, 7.01, 286.6
1940, 779.75, 6.89, 50.6, 7.01, 286.9
1960, 777.86, 6.72, 50.8, 7.08, 288.2
1980, 775.97, 6.56, 50.9, 7.19, 289.5
2000, 774.09, 6.40, 51.0, 7.29, 290.2
2020, 772.21, 6.29, 51.1, 7.39, 290.3
