# Radiation correction v2.4. Params: lat=43.0255, lon=-87.8324, utc_time=2024-05-08 14:06
Height (m AGL), Pressure (mb), Temperature (C), Relative humidity (%), Wind speed (m/s), Wind direction (true deg)
20, 975.79, 16.41, 59.0, 2.06, 288.1
40, 973.52, 17.08, 55.1, 2.33, 289.6
60, 971.25, 17.47, 52.4, 2.55, 293.9
80, 968.99, 17.53, 51.5, 2.96, 297.2
100, 966.73, 17.51, 51.0, 3.43, 300.0
120, 964.48, 17.46, 50.5, 3.81, 303.9
140, 962.23, 17.40, 50.0, 4.12, 305.9
160, 959.99, 17.41, 49.4, 4.35, 309.1
180, 957.76, 17.45, 48.6, 4.73, 311.9
200, 955.53, 17.52, 47.4, 5.14, 317.9
220, 953.31, 17.67, 45.3, 5.65, 323.3
240, 951.09, 17.92, 42.7, 6.07, 327.8
260, 948.88, 18.10, 40.7, 6.48, 330.4
280, 946.67, 18.19, 39.3, 6.72, 333.9
300, 944.47, 18.25, 38.5, 6.93, 336.8
320, 942.27, 18.30, 37.8, 7.01, 337.7
340, 940.08, 18.28, 37.3, 6.92, 336.3
360, 937.90, 18.27, 36.8, 6.82, 334.3
380, 935.70, 18.24, 36.4, 6.75, 331.4
400, 933.51, 18.19, 36.2, 6.71, 328.8
420, 931.34, 18.08, 37.4, 6.72, 329.2
440, 929.16, 17.94, 39.2, 6.80, 331.5
460, 926.99, 17.81, 40.4, 6.91, 333.3
480, 924.83, 17.65, 40.9, 7.02, 334.3
500, 922.68, 17.54, 40.7, 7.08, 335.6
520, 920.53, 17.42, 40.5, 7.10, 337.6
540, 918.38, 17.27, 40.1, 7.14, 339.3
560, 916.23, 17.14, 39.5, 7.22, 339.6
580, 914.10, 16.99, 39.3, 7.29, 338.1
600, 911.96, 16.81, 39.7, 7.35, 336.1
620, 909.83, 16.64, 40.8, 7.38, 334.2
640, 907.70, 16.48, 41.8, 7.40, 332.8
660, 905.57, 16.30, 42.9, 7.49, 330.2
680, 903.45, 16.08, 44.1, 7.61, 326.3
700, 901.33, 16.01, 43.7, 7.77, 323.9
720, 899.22, 15.93, 41.1, 7.88, 322.4
740, 897.11, 15.92, 36.6, 7.99, 321.1
760, 895.01, 15.92, 31.5, 8.03, 320.3
780, 892.91, 15.88, 28.6, 8.03, 320.6
800, 890.82, 15.85, 27.6, 8.01, 321.7
820, 888.72, 15.77, 27.1, 7.99, 323.3
840, 886.64, 15.64, 26.8, 7.99, 324.8
860, 884.55, 15.48, 26.5, 8.06, 326.4
880, 882.47, 15.35, 26.4, 8.19, 327.4
900, 880.40, 15.14, 26.3, 8.41, 328.1
920, 878.32, 14.96, 26.2, 8.69, 328.2
940, 876.26, 14.83, 26.0, 8.95, 327.9
960, 874.19, 14.71, 25.7, 9.24, 327.3
980, 872.13, 14.63, 25.1, 9.60, 326.1
1000, 870.07, 14.60, 24.5, 9.86, 324.8
1020, 868.02, 14.49, 24.4, 10.09, 323.8
1040, 865.97, 14.32, 24.8, 10.24, 322.4
1060, 863.93, 14.15, 26.0, 10.42, 320.2
1080, 861.89, 14.03, 26.7, 10.24, 318.6
1100, 859.86, 13.89, 27.5, 10.22, 316.7
1120, 857.83, 13.76, 28.3, 10.12, 315.0
1140, 855.80, 13.63, 29.1, 10.03, 313.3
1160, 853.78, 13.51, 29.9, 9.93, 311.6
1180, 851.76, 13.39, 30.7, 9.86, 309.9
1200, 849.74, 13.36, 31.0, 10.05, 309.8
1220, 847.73, 13.09, 31.4, 10.12, 309.9
1240, 845.72, 12.78, 31.9, 10.13, 309.6
1260, 843.71, 12.61, 32.3, 10.10, 308.1
1280, 841.71, 12.37, 32.9, 10.07, 306.1
1300, 839.71, 12.17, 33.2, 10.02, 304.7
1320, 837.71, 11.98, 33.5, 9.97, 304.3
1340, 835.72, 11.73, 33.9, 9.99, 304.3
1360, 833.73, 11.55, 34.3, 10.00, 303.7
1380, 831.74, 11.37, 34.7, 9.98, 302.8
1400, 829.76, 11.10, 35.1, 10.00, 301.8
1420, 827.78, 10.90, 35.6, 10.05, 300.7
1440, 825.80, 10.77, 36.1, 10.14, 299.4
1460, 823.83, 10.82, 36.1, 10.24, 298.5
1480, 821.87, 10.72, 36.1, 10.39, 297.1
1500, 819.90, 10.54, 36.6, 10.63, 295.0
1520, 817.94, 10.37, 37.1, 10.93, 292.5
1540, 815.98, 10.29, 37.4, 11.39, 290.9
1560, 814.03, 10.26, 37.5, 11.85, 289.5
1580, 812.08, 10.28, 37.2, 12.28, 289.6
1600, 810.14, 10.27, 36.5, 12.55, 291.0
1620, 808.20, 10.17, 36.1, 12.68, 292.4
1640, 806.26, 10.00, 36.0, 12.79, 294.0
1660, 804.33, 9.80, 36.0, 12.91, 295.5
1680, 802.40, 9.53, 35.9, 13.09, 297.5
1700, 800.48, 9.29, 35.7, 13.22, 299.5
1720, 798.55, 9.23, 35.3, 13.35, 300.5
1740, 796.63, 9.17, 34.6, 13.45, 301.0
1760, 794.72, 9.09, 33.5, 13.53, 300.7
