# Radiation correction v2.4. Params: lat=43.2497, lon=-87.8424, utc_time=2023-09-14 16:39
Height (m AGL), Pressure (mb), Temperature (C), Relative humidity (%), Wind speed (m/s), Wind direction (true deg)
780, 915.77, 11.78, 65.9, 2.77, 272.9
800, 913.60, 11.43, 66.9, 2.75, 277.3
820, 911.42, 11.17, 68.0, 2.83, 278.7
840, 909.25, 11.08, 68.6, 2.97, 279.6
860, 907.09, 11.03, 68.4, 3.15, 281.2
880, 904.92, 10.93, 68.3, 3.31, 280.4
900, 902.76, 10.68, 68.8, 3.47, 279.9
920, 900.61, 10.44, 69.6, 3.51, 280.6
940, 898.46, 10.53, 69.7, 3.41, 279.7
960, 896.32, 10.54, 69.6, 3.32, 276.5
980, 894.18, 10.30, 69.9, 3.26, 275.4
1000, 892.04, 9.97, 70.8, 3.30, 273.8
1020, 889.91, 9.84, 71.8, 3.46, 269.5
1040, 887.78, 9.63, 72.5, 3.58, 267.4
1060, 885.65, 9.40, 73.4, 3.69, 267.0
1080, 883.53, 9.10, 74.6, 3.66, 266.7
1100, 881.41, 8.77, 76.2, 3.64, 265.4
1120, 879.29, 8.57, 77.3, 3.58, 263.6
1140, 877.18, 8.47, 77.7, 3.65, 261.2
1160, 875.07, 8.34, 78.2, 3.69, 262.1
1180, 872.96, 8.16, 78.8, 3.80, 262.1
1200, 870.86, 8.06, 79.2, 3.92, 260.6
1220, 868.76, 7.88, 79.3, 4.05, 256.7
1240, 866.67, 7.74, 79.6, 4.23, 257.3
1260, 864.58, 7.69, 79.5, 4.41, 260.5
1280, 862.50, 7.75, 79.2, 4.57, 261.5
1300, 860.42, 7.61, 78.8, 4.64, 260.4
1320, 858.34, 7.37, 78.8, 4.76, 262.2
1340, 856.26, 7.19, 78.4, 4.85, 264.5
1360, 854.20, 7.10, 76.4, 4.90, 267.9
1380, 852.13, 6.91, 73.6, 4.93, 268.7
1400, 850.07, 6.72, 71.7, 4.93, 267.8
1420, 848.01, 6.48, 71.0, 4.88, 266.7
1440, 845.96, 6.28, 70.8, 4.76, 267.7
1460, 843.91, 6.21, 69.4, 4.59, 268.7
1480, 841.86, 6.25, 67.1, 4.31, 268.1
1500, 839.82, 6.17, 65.3, 4.05, 266.7
1520, 837.78, 5.94, 63.8, 3.85, 265.8
1540, 835.75, 5.72, 62.1, 3.68, 264.6
1560, 833.72, 5.75, 59.5, 3.54, 264.7
1580, 831.69, 5.98, 53.6, 3.48, 270.3
1600, 829.68, 6.20, 46.3, 3.37, 278.1
1620, 827.66, 6.37, 39.3, 3.20, 286.8
1640, 825.66, 6.71, 32.1, 3.06, 295.5
1660, 823.66, 7.04, 27.3, 2.90, 299.7
1680, 821.67, 7.19, 22.8, 2.69, 304.0
1700, 819.68, 7.14, 18.2, 2.70, 307.9
1720, 817.70, 7.05, 14.1, 2.81, 313.0
1740, 815.72, 7.23, 12.3, 3.01, 313.9
1760, 813.75, 7.41, 11.6, 3.16, 314.4
1780, 811.78, 7.47, 11.6, 3.26, 314.3
1800, 809.82, 7.37, 11.6, 3.23, 314.7
1820, 807.85, 7.32, 11.3, 3.24, 316.8
1840, 805.90, 7.33, 11.0, 3.26, 317.5
1860, 803.94, 7.31, 10.8, 3.47, 315.9
1880, 801.99, 7.09, 10.7, 3.80, 313.7
1900, 800.05, 6.92, 11.2, 4.10, 315.0
1920, 798.11, 6.88, 11.9, 4.36, 315.7
1940, 796.18, 6.96, 12.0, 4.40, 317.6
1960, 794.25, 7.04, 11.3, 4.43, 322.6
1980, 792.33, 7.08, 10.8, 4.58, 324.3
2000, 790.41, 7.13, 10.5, 4.85, 323.9
2020, 788.50, 7.33, 10.5, 5.16, 322.1
2040, 786.59, 7.54, 10.9, 5.50, 321.6
2060, 784.69, 7.66, 12.1, 5.72, 320.4
2080, 782.79, 7.62, 13.5, 5.87, 320.6
2100, 780.90, 7.49, 14.6, 6.06, 322.4
2120, 779.01, 7.38, 15.8, 6.18, 324.1
2140, 777.13, 7.33, 16.7, 6.25, 325.1
2160, 775.24, 7.11, 17.2, 6.28, 324.8
2180, 773.36, 6.87, 16.8, 6.30, 324.9
2200, 771.49, 6.81, 16.6, 6.34, 327.0
2220, 769.62, 6.79, 16.3, 6.32, 329.8
2240, 767.75, 6.83, 15.4, 6.30, 331.0
2260, 765.90, 6.97, 14.1, 6.30, 328.1
2280, 764.04, 7.16, 13.3, 6.32, 325.3
2300, 762.20, 7.33, 12.8, 6.45, 325.6
2320, 760.35, 7.49, 12.0, 6.71, 328.3
2340, 758.51, 7.55, 10.6, 7.05, 330.7
2360, 756.68, 7.60, 8.9, 7.31, 332.2
2380, 754.85, 7.63, 7.3, 7.54, 334.3
2400, 753.02, 7.61, 6.2, 7.54, 336.2
2420, 751.20, 7.58, 5.7, 7.44, 337.2
2440, 749.38, 7.52, 5.6, 7.27, 336.9
2460, 747.57, 7.67, 5.7, 7.16, 337.5
2480, 745.76, 7.76, 5.7, 7.05, 337.4
2500, 743.96, 7.65, 5.5, 6.96, 337.7
2520, 742.16, 7.36, 5.7, 6.83, 336.7
2540, 740.36, 7.39, 6.1, 6.68, 336.7
2560, 738.57, 7.37, 6.5, 6.53, 337.4
2580, 736.78, 7.32, 6.5, 6.31, 337.6
2600, 734.99, 7.30, 6.5, 6.14, 335.4
2620, 733.21, 7.44, 6.5, 6.09, 332.0
2640, 731.44, 7.40, 6.4, 6.10, 329.9
2660, 729.66, 7.28, 6.1, 6.07, 329.5
2680, 727.90, 7.13, 5.7, 5.96, 330.7
2700, 726.13, 7.13, 5.3, 5.75, 330.8
2720, 724.37, 6.97, 5.0, 5.67, 329.5
2740, 722.61, 6.83, 5.0, 5.61, 329.7
2760, 720.86, 6.80, 5.2, 5.58, 330.4
2780, 719.11, 6.85, 5.6, 5.49, 331.8
2800, 717.37, 6.65, 5.9, 5.41, 332.9
2820, 715.62, 6.24, 6.1, 5.40, 333.5
2840, 713.88, 6.15, 6.0, 5.57, 332.8
2860, 712.15, 6.25, 6.0, 5.74, 333.4
2880, 710.42, 6.20, 6.0, 5.96, 334.4
2900, 708.69, 5.94, 6.1, 6.04, 334.8
2920, 706.97, 5.93, 6.2, 6.06, 334.4
2940, 705.25, 5.95, 6.2, 6.07, 333.5
2960, 703.53, 5.80, 6.2, 6.09, 331.1
2980, 701.82, 5.57, 6.2, 6.18, 326.7
3000, 700.11, 5.62, 6.1, 6.31, 323.0
3020, 698.40, 5.80, 7.1, 6.39, 320.8
3040, 696.71, 5.88, 10.9, 6.38, 320.5
3060, 695.01, 5.63, 16.0, 6.34, 320.8
3080, 693.31, 5.35, 18.2, 6.27, 321.4
3100, 691.62, 5.16, 19.2, 6.24, 322.5
3120, 689.93, 4.82, 20.1, 6.20, 322.7
3140, 688.25, 4.47, 20.7, 6.11, 322.1
3160, 686.56, 4.24, 20.7, 6.02, 321.8
3180, 684.88, 4.12, 20.7, 5.95, 323.2
3200, 683.20, 3.89, 20.8, 5.93, 323.5
3220, 681.53, 3.53, 21.5, 6.00, 323.4
3240, 679.85, 3.38, 22.5, 6.04, 323.2
3260, 678.19, 3.37, 23.1, 6.05, 323.1
3280, 676.52, 3.30, 22.8, 6.02, 321.4
3300, 674.86, 2.98, 22.3, 6.02, 319.7
3320, 673.20, 2.86, 22.4, 6.01, 318.9
3340, 671.54, 2.82, 22.7, 6.07, 319.2
3360, 669.89, 2.73, 22.7, 6.08, 318.7
3380, 668.24, 2.48, 22.0, 6.12, 316.1
3400, 666.59, 2.29, 21.0, 6.15, 312.7
3420, 664.95, 2.14, 19.9, 6.29, 309.9
3440, 663.31, 2.20, 18.9, 6.51, 308.6
3460, 661.68, 2.09, 18.0, 6.74, 306.7
3480, 660.04, 1.93, 17.1, 6.98, 304.2
3500, 658.42, 1.81, 15.6, 7.07, 301.9
3520, 656.79, 1.81, 14.2, 7.11, 301.0
3540, 655.17, 1.70, 12.9, 6.97, 301.2
3560, 653.55, 1.73, 11.9, 6.76, 302.8
3580, 651.93, 1.81, 11.1, 6.51, 305.7
3600, 650.33, 2.00, 10.3, 6.34, 308.9
3620, 648.72, 2.05, 9.8, 6.15, 311.1
3640, 647.12, 2.11, 10.5, 6.00, 312.1
3660, 645.52, 2.14, 11.9, 5.84, 311.7
3680, 643.93, 1.98, 13.3, 5.75, 310.8
3700, 642.34, 1.57, 13.8, 5.68, 310.7
3720, 640.75, 1.32, 13.9, 5.81, 312.7
3740, 639.16, 1.17, 13.9, 6.13, 314.1
3760, 637.58, 1.14, 14.0, 6.51, 314.0
3780, 636.00, 1.08, 14.4, 6.67, 313.4
3800, 634.43, 1.01, 15.1, 6.83, 312.3
3820, 632.86, 0.84, 16.1, 6.90, 311.4
3840, 631.29, 0.69, 16.9, 6.88, 310.9
3860, 629.72, 0.57, 17.2, 6.88, 310.1
3880, 628.15, 0.38, 17.3, 6.90, 308.2
3900, 626.59, 0.29, 17.3, 6.91, 306.8
3920, 625.04, 0.30, 17.4, 6.85, 306.0
3940, 623.49, 0.28, 17.3, 6.86, 305.5
3960, 621.94, 0.15, 17.4, 6.76, 306.0
3980, 620.39, -0.04, 17.7, 6.74, 307.4
4000, 618.85, -0.31, 17.9, 6.72, 308.3
4020, 617.31, -0.61, 18.1, 6.82, 309.2
4040, 615.77, -0.96, 18.3, 6.89, 310.1
4060, 614.23, -1.21, 18.4, 7.03, 310.9
4080, 612.70, -1.45, 18.6, 7.10, 311.1
4100, 611.17, -1.61, 18.8, 7.12, 310.7
4120, 609.64, -1.82, 18.9, 7.08, 310.0
4140, 608.11, -2.04, 19.0, 7.04, 309.4
4160, 606.59, -2.22, 19.1, 7.06, 309.3
4180, 605.07, -2.29, 19.1, 7.03, 309.4
4200, 603.55, -2.30, 19.1, 7.00, 308.3
4220, 602.04, -2.41, 19.1, 6.97, 307.3
4240, 600.53, -2.35, 19.1, 6.97, 307.1
4260, 599.02, -2.41, 19.0, 6.98, 307.6
4280, 597.52, -2.73, 19.0, 7.06, 307.8
4300, 596.02, -3.26, 19.1, 7.15, 308.1
4320, 594.52, -3.54, 19.3, 7.24, 308.7
4340, 593.02, -3.67, 19.4, 7.34, 308.9
4360, 591.52, -3.86, 19.5, 7.42, 309.5
4380, 590.03, -3.95, 19.5, 7.47, 310.0
4400, 588.54, -3.94, 19.4, 7.54, 311.0
4420, 587.06, -4.00, 18.8, 7.65, 312.1
4440, 585.58, -4.16, 17.9, 7.77, 313.2
4460, 584.10, -4.28, 17.4, 7.88, 313.0
4480, 582.62, -4.32, 17.2, 7.95, 312.9
4500, 581.15, -4.36, 16.8, 8.00, 312.4
4520, 579.68, -4.42, 15.9, 8.08, 312.6
4540, 578.22, -4.51, 15.2, 8.27, 313.7
4560, 576.75, -4.63, 15.3, 8.50, 314.8
4580, 575.29, -4.80, 15.6, 8.75, 315.3
4600, 573.84, -5.02, 15.6, 9.03, 315.3
4620, 572.38, -5.27, 15.3, 9.31, 314.4
4640, 570.93, -5.49, 14.9, 9.53, 313.0
4660, 569.48, -5.57, 14.8, 9.57, 313.2
4680, 568.04, -5.63, 14.7, 9.54, 314.2
4700, 566.59, -5.63, 14.4, 9.45, 315.1
4720, 565.15, -5.69, 13.8, 9.30, 314.7
4740, 563.72, -5.71, 13.3, 9.14, 314.7
4760, 562.29, -5.75, 13.0, 9.10, 314.6
4780, 560.86, -5.72, 12.8, 9.16, 315.2
4800, 559.43, -5.90, 12.5, 9.13, 315.5
4820, 558.01, -6.05, 12.4, 9.13, 314.0
4840, 556.59, -6.07, 12.2, 9.15, 314.7
4860, 555.18, -6.26, 11.9, 9.27, 316.7
4880, 553.77, -6.65, 11.8, 9.39, 318.3
4900, 552.36, -6.98, 11.8, 9.54, 319.0
4920, 550.95, -7.01, 11.9, 9.73, 318.9
4940, 549.54, -6.77, 11.8, 9.89, 319.0
4960, 548.14, -6.67, 11.7, 9.94, 319.3
4980, 546.74, -6.97, 11.6, 9.88, 319.8
5000, 545.35, -7.23, 11.6, 9.68, 319.4
5020, 543.95, -7.44, 11.6, 9.43, 317.5
5040, 542.56, -7.69, 11.6, 9.32, 315.3
5060, 541.18, -7.86, 11.6, 9.37, 314.6
5080, 539.79, -7.93, 11.6, 9.52, 314.9
5100, 538.41, -7.86, 11.5, 9.70, 314.8
5120, 537.03, -7.95, 11.3, 9.93, 314.1
5140, 535.65, -8.01, 11.1, 10.10, 313.3
5160, 534.28, -7.95, 10.8, 10.14, 312.6
5180, 532.91, -7.85, 10.3, 10.10, 312.3
5200, 531.55, -7.91, 9.9, 9.84, 312.3
5220, 530.19, -7.99, 9.7, 9.59, 312.9
5240, 528.83, -8.12, 9.6, 9.36, 313.4
5260, 527.47, -8.30, 9.4, 9.30, 314.0
5280, 526.12, -8.48, 9.2, 9.25, 314.0
5300, 524.77, -8.48, 8.8, 9.26, 311.4
5320, 523.42, -8.53, 8.7, 9.16, 308.9
5340, 522.07, -8.73, 8.8, 9.01, 307.9
5360, 520.73, -8.94, 8.9, 8.82, 307.5
5380, 519.39, -9.01, 9.1, 8.59, 307.6
5400, 518.06, -8.94, 9.2, 8.23, 307.3
5420, 516.73, -9.04, 9.1, 7.82, 305.9
5440, 515.40, -9.22, 9.0, 7.51, 304.5
5460, 514.07, -9.33, 8.7, 7.26, 305.2
5480, 512.75, -9.33, 8.3, 7.14, 306.2
5500, 511.43, -9.54, 8.1, 7.17, 305.3
5520, 510.11, -9.79, 7.9, 7.31, 304.2
5540, 508.79, -9.97, 7.8, 7.40, 303.1
5560, 507.48, -9.95, 7.5, 7.44, 302.4
5580, 506.17, -9.83, 7.2, 7.43, 301.9
5600, 504.87, -9.73, 6.8, 7.45, 301.3
5620, 503.56, -9.72, 6.5, 7.49, 299.4
5640, 502.26, -9.83, 6.3, 7.65, 296.8
5660, 500.97, -10.02, 6.2, 7.85, 294.1
5680, 499.67, -10.37, 6.1, 8.02, 293.0
5700, 498.38, -10.60, 6.1, 8.14, 294.1
5720, 497.09, -10.71, 6.2, 8.25, 295.8
5740, 495.80, -10.81, 6.2, 8.33, 296.7
5760, 494.52, -10.80, 6.2, 8.40, 296.1
5780, 493.24, -10.85, 6.2, 8.39, 295.7
5800, 491.96, -10.93, 6.2, 8.27, 295.7
5820, 490.69, -10.99, 6.2, 8.07, 296.4
5840, 489.42, -10.98, 6.1, 7.92, 297.4
5860, 488.15, -10.98, 6.0, 7.88, 298.8
5880, 486.88, -10.92, 5.9, 7.97, 299.2
5900, 485.62, -10.86, 5.8, 8.16, 299.0
5920, 484.36, -10.89, 5.8, 8.38, 298.9
5940, 483.11, -11.05, 5.8, 8.55, 298.5
5960, 481.85, -11.28, 5.7, 8.69, 298.8
5980, 480.60, -11.68, 5.8, 8.82, 298.9
6000, 479.35, -12.14, 5.8, 8.83, 299.5
6020, 478.10, -12.54, 5.9, 8.66, 299.7
6040, 476.86, -12.71, 6.0, 8.31, 300.6
6060, 475.61, -12.73, 6.1, 7.87, 300.5
6080, 474.37, -12.73, 6.2, 7.53, 301.2
6100, 473.13, -12.80, 6.3, 7.31, 301.8
6120, 471.90, -12.97, 6.5, 7.29, 303.1
6140, 470.66, -13.06, 6.7, 7.40, 303.9
6160, 469.43, -13.20, 6.8, 7.61, 304.1
6180, 468.21, -13.31, 7.0, 7.81, 303.7
6200, 466.98, -13.43, 7.1, 8.01, 302.7
6220, 465.76, -13.59, 7.2, 8.15, 300.7
6240, 464.54, -13.94, 7.4, 8.27, 298.3
6260, 463.32, -14.28, 7.6, 8.31, 296.1
6280, 462.10, -14.48, 7.8, 8.33, 295.2
6300, 460.89, -14.65, 8.1, 8.31, 295.3
6320, 459.68, -14.74, 8.3, 8.30, 295.4
6340, 458.47, -14.74, 8.4, 8.26, 295.7
6360, 457.27, -14.80, 8.6, 8.22, 295.5
6380, 456.06, -14.95, 8.7, 8.18, 295.3
6400, 454.86, -15.24, 8.9, 8.14, 294.6
6420, 453.67, -15.55, 9.0, 8.07, 294.0
6440, 452.47, -15.74, 9.1, 8.05, 293.7
6460, 451.28, -15.94, 9.2, 8.02, 293.5
6480, 450.08, -16.23, 9.4, 7.93, 293.6
6500, 448.89, -16.41, 9.5, 7.81, 294.5
6520, 447.71, -16.39, 9.5, 7.71, 295.4
6540, 446.52, -16.32, 9.6, 7.56, 296.8
6560, 445.34, -16.33, 9.6, 7.44, 297.9
6580, 444.16, -16.37, 9.7, 7.30, 298.1
6600, 442.99, -16.46, 9.7, 7.16, 298.1
6620, 441.82, -16.53, 9.7, 7.01, 298.1
6640, 440.65, -16.70, 9.7, 6.90, 298.1
6660, 439.48, -17.04, 9.6, 6.87, 297.6
6680, 438.31, -17.46, 9.6, 6.92, 296.7
6700, 437.15, -17.73, 9.6, 7.04, 295.7
6720, 435.98, -17.94, 9.6, 7.15, 294.6
6740, 434.82, -18.09, 9.5, 7.24, 294.2
6760, 433.66, -18.21, 9.4, 7.24, 293.5
6780, 432.51, -18.47, 9.4, 7.19, 293.0
6800, 431.35, -18.67, 9.5, 7.15, 293.3
6820, 430.20, -18.74, 9.6, 7.13, 294.0
6840, 429.05, -18.73, 9.7, 7.15, 294.2
6860, 427.91, -18.79, 9.8, 7.17, 294.2
6880, 426.76, -18.88, 9.9, 7.20, 294.0
6900, 425.62, -18.98, 10.1, 7.19, 294.6
6920, 424.48, -19.06, 10.2, 7.18, 295.0
6940, 423.35, -19.17, 10.3, 7.17, 295.1
6960, 422.22, -19.30, 10.3, 7.14, 295.5
6980, 421.09, -19.64, 10.4, 7.13, 295.4
7000, 419.96, -19.97, 10.5, 7.16, 294.7
7020, 418.83, -20.16, 10.7, 7.30, 293.9
7040, 417.71, -20.38, 10.9, 7.40, 294.2
7060, 416.58, -20.59, 11.1, 7.54, 294.1
7080, 415.46, -20.85, 11.2, 7.68, 293.8
7100, 414.34, -21.12, 11.3, 7.79, 294.0
7120, 413.23, -21.22, 11.4, 7.85, 295.1
7140, 412.11, -21.31, 11.4, 7.91, 296.5
7160, 411.00, -21.51, 11.4, 7.95, 296.4
7180, 409.89, -21.78, 11.4, 7.94, 296.9
7200, 408.78, -21.90, 11.5, 7.95, 298.0
7220, 407.68, -21.97, 11.5, 7.93, 298.6
7240, 406.57, -22.09, 11.5, 7.90, 298.7
7260, 405.47, -22.43, 11.4, 7.87, 299.0
7280, 404.37, -22.81, 11.4, 7.85, 299.1
7300, 403.27, -22.93, 11.5, 7.84, 299.2
7320, 402.18, -22.96, 11.5, 7.90, 298.9
7340, 401.09, -23.06, 11.5, 7.95, 298.2
7360, 400.00, -23.23, 11.5, 7.97, 297.1
7380, 398.91, -23.43, 11.5, 8.01, 296.4
7400, 397.82, -23.53, 11.7, 7.98, 296.0
7420, 396.74, -23.50, 11.8, 7.96, 295.3
7440, 395.66, -23.41, 11.9, 7.94, 294.4
7460, 394.59, -23.34, 11.9, 7.95, 293.9
7480, 393.52, -23.39, 11.8, 7.98, 293.3
7500, 392.45, -23.50, 11.8, 8.02, 292.5
7520, 391.38, -23.64, 11.8, 8.03, 291.2
7540, 390.31, -23.76, 12.0, 8.02, 290.5
7560, 389.25, -24.05, 12.1, 8.04, 289.6
7580, 388.19, -24.47, 12.3, 8.10, 288.9
7600, 387.13, -24.93, 12.6, 8.20, 288.1
7620, 386.07, -25.16, 12.9, 8.28, 288.0
7640, 385.01, -25.35, 13.1, 8.30, 288.5
7660, 383.95, -25.52, 13.3, 8.23, 289.2
7680, 382.90, -25.70, 13.5, 8.14, 289.6
7700, 381.85, -25.87, 13.8, 8.01, 289.6
7720, 380.80, -25.99, 14.2, 7.93, 288.8
7740, 379.75, -26.13, 14.5, 7.90, 287.8
7760, 378.71, -26.24, 14.8, 7.91, 288.4
7780, 377.66, -26.29, 15.0, 7.92, 289.8
7800, 376.62, -26.21, 15.2, 7.94, 290.9
7820, 375.59, -26.15, 15.1, 7.99, 291.6
7840, 374.55, -26.14, 15.1, 8.03, 291.5
7860, 373.52, -26.16, 14.9, 8.09, 291.8
7880, 372.49, -26.29, 14.8, 8.11, 293.6
7900, 371.47, -26.38, 14.6, 8.15, 297.0
7920, 370.44, -26.59, 14.4, 8.22, 299.9
7940, 369.42, -26.91, 14.2, 8.37, 302.1
7960, 368.40, -27.25, 14.0, 8.58, 304.1
7980, 367.38, -27.41, 13.9, 8.83, 305.6
8000, 366.37, -27.53, 13.9, 9.03, 307.6
8020, 365.35, -27.62, 13.9, 9.09, 309.4
8040, 364.34, -27.74, 13.8, 9.10, 311.2
8060, 363.33, -27.97, 13.8, 9.10, 311.8
8080, 362.33, -28.21, 13.8, 9.07, 312.0
8100, 361.32, -28.44, 13.9, 9.08, 312.2
8120, 360.32, -28.53, 14.0, 9.13, 313.4
8140, 359.32, -28.62, 14.0, 9.14, 314.0
8160, 358.32, -28.71, 14.1, 9.14, 314.9
8180, 357.33, -28.81, 14.2, 9.13, 315.7
8200, 356.34, -28.75, 14.2, 9.12, 316.6
8220, 355.35, -28.71, 14.3, 9.12, 317.0
8240, 354.36, -28.65, 14.5, 9.12, 317.9
8260, 353.37, -28.63, 14.6, 9.17, 319.2
8280, 352.39, -28.64, 14.8, 9.22, 320.3
8300, 351.41, -28.79, 15.0, 9.29, 321.8
8320, 350.43, -29.01, 15.2, 9.38, 323.1
8340, 349.46, -29.15, 15.4, 9.49, 324.2
8360, 348.49, -29.42, 15.7, 9.55, 325.2
8380, 347.51, -29.89, 15.8, 9.66, 325.9
8400, 346.54, -30.41, 16.0, 9.75, 326.1
8420, 345.57, -30.76, 16.3, 9.81, 326.7
8440, 344.60, -30.93, 16.5, 9.89, 326.8
8460, 343.64, -31.16, 16.8, 9.99, 327.3
8480, 342.67, -31.38, 17.0, 10.03, 327.7
8500, 341.71, -31.53, 17.2, 10.03, 328.2
8520, 340.75, -31.56, 17.4, 10.00, 328.2
8540, 339.79, -31.70, 17.5, 9.94, 327.9
8560, 338.84, -32.03, 17.6, 9.85, 327.5
8580, 337.88, -32.27, 17.7, 9.83, 327.6
8600, 336.93, -32.49, 17.9, 9.85, 327.3
8620, 335.98, -32.72, 17.9, 9.88, 326.5
8640, 335.03, -33.02, 18.0, 9.96, 325.6
8660, 334.08, -33.16, 18.1, 10.12, 324.9
8680, 333.14, -32.96, 18.3, 10.34, 324.3
8700, 332.20, -32.79, 18.6, 10.55, 324.6
8720, 331.27, -32.80, 18.7, 10.74, 325.0
8740, 330.33, -32.93, 18.8, 10.80, 325.4
8760, 329.39, -33.04, 18.9, 10.76, 325.2
8780, 328.46, -33.37, 18.9, 10.70, 324.7
