UTC time, Altitude (m MSL), Altitude (m AGL), Pressure (Pascal), Speed (m/s), Heading (degrees), Temperature (C), Relative humidity (%), Internal temperature (C), Latitude, Longitude, Rise speed (m/s)
18:19:43, 204, 0, 100302,  ,  , 22.36, 44.70,  ,  ,  , 
18:19:44, 204, 0, 100302,  ,  , 22.36, 44.70,  ,  ,  , 
18:19:45, 204, 0, 100303,  ,  , 22.38, 44.70,  ,  ,  , 
18:19:46, 204, 0, 100304,  ,  , 22.40, 44.70,  ,  ,  , 
18:19:47, 204, 0, 100304,  ,  , 22.41, 44.75,  ,  ,  , 
18:19:48, 204, 0, 100304,  ,  , 22.42, 44.75,  ,  ,  , 
18:19:49, 204, 0, 100304,  ,  , 22.42, 44.80, 24.5,  ,  , 
18:19:50, 204, 0, 100302,  ,  , 22.42, 44.80,  ,  ,  , 
18:19:51, 204, 0, 100301,  ,  , 22.42, 44.85,  ,  ,  , 
18:19:52, 204, 0, 100300,  ,  , 22.42, 44.85,  ,  ,  , 
18:19:53, 204, 0, 100301,  ,  , 22.41, 44.80,  ,  ,  , 
18:19:54, 204, 0, 100303,  ,  , 22.39, 44.80,  ,  ,  , 
18:19:55, 204, 0, 100306,  ,  , 22.38, 44.80,  ,  ,  , 
18:19:56, 204, 0, 100306,  ,  , 22.35, 44.80,  ,  ,  , 0
18:19:57, 204, 0, 100307,  ,  , 22.33, 44.80,  ,  ,  , 0
18:19:58, 204, 0, 100308,  ,  , 22.31, 44.80,  ,  ,  , 0
18:19:59, 204, 0, 100308,  ,  , 22.30, 44.80,  ,  ,  , 0
18:20:00, 204, 0, 100308,  ,  , 22.29, 44.80,  ,  ,  , 0
18:20:01, 204, 0, 100308,  ,  , 22.28, 44.85,  ,  ,  , 0
18:20:01, 204, 0, 100307,  ,  , 22.27, 44.90,  ,  ,  , 0
18:20:02, 204, 0, 100306,  ,  , 22.27, 44.90,  ,  ,  , 0
18:20:03, 204, 0, 100306,  ,  , 22.27, 44.95,  ,  ,  , 0
18:20:19, 204, 0, 100307,  ,  , 22.33, 44.80,  ,  ,  , 0
18:20:20, 204, 0, 100307,  ,  , 22.34, 44.75,  ,  ,  , 0
18:20:21, 204, 0, 100308,  ,  , 22.35, 44.70,  ,  ,  , 0
18:20:22, 204, 0, 100307,  ,  , 22.35, 44.65,  ,  ,  , 0
18:20:23, 204, 0, 100306,  ,  , 22.34, 44.55,  ,  ,  , 0
18:20:24, 204, 0, 100306,  ,  , 22.33, 44.50,  ,  ,  , 0
18:20:25, 204, 0, 100304,  ,  , 22.33, 44.65,  ,  ,  , 0
18:20:26, 204, 0, 100303,  ,  , 22.32, 44.65,  ,  ,  , 0
18:20:27, 204, 0, 100302,  ,  , 22.32, 44.80,  ,  ,  , 0
18:20:28, 204, 0, 100302,  ,  , 22.32, 44.85,  ,  ,  , 0
18:20:29, 204, 0, 100302,  ,  , 22.33, 44.80,  ,  ,  , 0
18:20:30, 204, 0, 100302,  ,  , 22.32, 44.80,  ,  ,  , 0
18:20:31, 204, 0, 100302,  ,  , 22.32, 44.80,  ,  ,  , 0
18:20:32, 204, 0, 100302,  ,  , 22.32, 44.80,  ,  ,  , 0
18:20:33, 204, 0, 100302,  ,  , 22.31, 44.80,  ,  ,  , 0
18:20:34, 204, 0, 100302,  ,  , 22.29, 44.80,  ,  ,  , 0
18:20:35, 204, 0, 100303,  ,  , 22.27, 44.80,  ,  ,  , 0
18:20:36, 204, 0, 100304,  ,  , 22.26, 44.85,  ,  ,  , 0
18:20:37, 204, 0, 100305,  ,  , 22.24, 44.95,  ,  ,  , 0
18:20:38, 204, 0, 100306,  ,  , 22.23, 45.00,  ,  ,  , 0
18:20:39, 204, 0, 100308,  ,  , 22.20, 45.05,  ,  ,  , 0
18:20:40, 204, 0, 100307,  ,  , 22.17, 45.10,  ,  ,  , 0
18:20:41, 204, 0, 100306,  ,  , 22.15, 45.10,  ,  ,  , 0
18:20:42, 204, 0, 100306,  ,  , 22.11, 45.15, 25.2,  ,  , 0
18:20:43, 204, 0, 100304,  ,  , 22.06, 45.20,  ,  ,  , 0
18:20:44, 204, 0, 100302,  ,  , 22.02, 45.30,  ,  ,  , 0
18:20:45, 204, 0, 100300,  ,  , 21.99, 45.40,  ,  ,  , 0
18:20:46, 204, 0, 100299,  ,  , 21.99, 45.50,  ,  ,  , 0
18:20:47, 204, 0, 100298,  ,  , 21.99, 45.60,  ,  ,  , 0
18:20:48, 205, 1, 100298,  ,  , 21.98, 45.70,  ,  ,  , 0
18:20:49, 205, 1, 100297,  ,  , 21.98, 45.80,  ,  ,  , 0
18:20:50, 205, 1, 100296,  ,  , 21.99, 46.00,  ,  ,  , 0.1
18:20:51, 205, 1, 100296,  ,  , 21.99, 46.20,  ,  ,  , 0.1
