# Radiation correction v2.4. Params: lat=43.0267, lon=-87.6119, utc_time=2023-09-14 21:16
Height (m AGL), Pressure (mb), Temperature (C), Relative humidity (%), Wind speed (m/s), Wind direction (true deg)
20, 991.34, 18.44, 56.6, 5.06, 135.0
40, 989.04, 18.13, 56.6, 5.17, 134.9
60, 986.75, 17.83, 56.8, 5.15, 135.4
80, 984.46, 17.59, 57.4, 5.11, 137.6
100, 982.17, 17.38, 58.0, 5.03, 137.6
120, 979.88, 17.19, 58.6, 4.91, 135.5
140, 977.60, 17.01, 59.2, 4.75, 132.0
160, 975.32, 16.80, 60.0, 4.61, 129.2
180, 973.05, 16.66, 60.3, 4.50, 131.7
200, 970.78, 16.53, 60.6, 4.51, 136.1
220, 968.52, 16.35, 60.9, 4.69, 140.0
240, 966.26, 16.17, 61.4, 4.80, 141.1
260, 964.00, 15.98, 61.9, 4.86, 142.6
280, 961.75, 15.74, 62.7, 4.87, 142.2
300, 959.50, 15.55, 63.3, 4.88, 142.4
320, 957.25, 15.38, 63.7, 4.79, 143.0
340, 955.01, 15.11, 64.5, 4.76, 141.0
360, 952.77, 14.85, 65.2, 4.67, 137.9
380, 950.53, 14.64, 66.0, 4.53, 137.8
400, 948.30, 14.43, 66.7, 4.47, 139.0
420, 946.07, 14.24, 67.4, 4.32, 139.0
440, 943.85, 14.06, 68.1, 4.21, 138.7
460, 941.63, 13.88, 68.8, 4.18, 137.5
480, 939.41, 13.73, 69.2, 4.17, 137.6
500, 937.20, 13.59, 69.6, 4.12, 140.7
520, 934.99, 13.49, 69.6, 4.11, 145.1
540, 932.79, 13.36, 69.8, 4.01, 146.4
560, 930.58, 13.09, 70.7, 3.90, 148.9
580, 928.39, 12.82, 71.9, 3.81, 151.4
600, 926.19, 12.64, 72.7, 3.82, 152.6
620, 924.00, 12.49, 72.8, 3.76, 154.6
640, 921.82, 12.38, 72.4, 3.69, 157.9
660, 919.64, 12.21, 72.5, 3.55, 162.1
680, 917.46, 12.07, 72.9, 3.42, 164.2
700, 915.29, 11.91, 73.3, 3.21, 166.8
720, 913.11, 11.72, 73.7, 3.11, 172.5
740, 910.95, 11.61, 74.0, 3.03, 178.6
760, 908.79, 11.52, 74.1, 3.03, 186.9
780, 906.63, 11.45, 74.0, 3.05, 196.8
800, 904.48, 11.37, 73.9, 3.15, 207.8
820, 902.33, 11.30, 73.9, 3.28, 220.6
840, 900.19, 11.28, 74.0, 3.46, 230.2
860, 898.05, 11.27, 74.0, 3.52, 233.1
880, 895.91, 11.21, 73.8, 3.60, 235.5
900, 893.78, 11.10, 73.8, 3.68, 238.0
920, 891.66, 11.00, 73.9, 3.92, 243.0
940, 889.54, 10.95, 73.8, 4.17, 246.8
960, 887.42, 10.86, 73.4, 4.52, 250.3
980, 885.31, 10.81, 72.7, 4.84, 252.5
1000, 883.20, 10.77, 71.9, 5.18, 255.0
1020, 881.10, 10.71, 71.0, 5.51, 257.0
1040, 879.00, 10.54, 70.3, 5.80, 257.9
1060, 876.91, 10.40, 70.4, 6.04, 257.6
1080, 874.82, 10.23, 70.9, 6.15, 258.5
1100, 872.73, 10.06, 71.3, 6.17, 260.2
1120, 870.65, 9.93, 71.5, 6.17, 261.3
1140, 868.57, 9.76, 71.5, 6.10, 261.8
1160, 866.49, 9.56, 71.5, 6.11, 263.9
1180, 864.42, 9.46, 71.3, 6.17, 266.1
1200, 862.35, 9.35, 70.9, 6.29, 268.3
1220, 860.29, 9.22, 70.5, 6.38, 270.0
1240, 858.23, 9.06, 70.4, 6.46, 272.6
1260, 856.17, 8.89, 70.4, 6.48, 275.1
1280, 854.12, 8.72, 70.7, 6.46, 275.7
1300, 852.07, 8.52, 70.9, 6.41, 275.4
1320, 850.03, 8.38, 70.9, 6.37, 274.7
1340, 847.99, 8.25, 71.0, 6.33, 274.4
1360, 845.95, 8.08, 70.8, 6.30, 275.3
1380, 843.91, 7.96, 70.3, 6.25, 277.8
1400, 841.88, 7.78, 69.8, 6.21, 278.6
1420, 839.86, 7.55, 69.3, 6.08, 281.0
1440, 837.83, 7.43, 68.3, 5.99, 285.4
1460, 835.81, 7.36, 66.3, 5.86, 291.5
1480, 833.80, 7.35, 63.1, 5.83, 296.6
1500, 831.79, 7.34, 57.1, 5.72, 302.9
1520, 829.78, 7.37, 51.3, 5.66, 307.7
1540, 827.77, 7.41, 45.3, 5.54, 312.7
1560, 825.77, 7.49, 38.0, 5.54, 318.8
1580, 823.78, 7.61, 31.6, 5.42, 324.8
1600, 821.79, 7.81, 24.5, 5.36, 331.0
1620, 819.81, 7.98, 18.2, 5.23, 338.0
1640, 817.83, 8.07, 15.3, 5.08, 344.1
1660, 815.86, 8.14, 13.2, 4.89, 347.4
1680, 813.89, 8.16, 11.5, 4.80, 348.1
1700, 811.92, 8.15, 10.5, 4.73, 345.3
1720, 809.96, 8.12, 10.0, 4.71, 342.7
1740, 808.01, 8.08, 9.9, 4.72, 339.4
1760, 806.06, 8.03, 10.2, 4.68, 340.0
1780, 804.11, 7.93, 10.9, 4.59, 343.0
1800, 802.17, 7.80, 11.8, 4.49, 347.8
1820, 800.23, 7.66, 12.9, 4.43, 351.2
1840, 798.29, 7.53, 14.2, 4.43, 353.4
1860, 796.37, 7.40, 15.2, 4.44, 353.2
1880, 794.44, 7.30, 15.9, 4.45, 352.6
1900, 792.52, 7.14, 16.5, 4.42, 352.2
1920, 790.60, 6.98, 16.6, 4.36, 352.6
1940, 788.69, 6.82, 16.4, 4.25, 352.7
1960, 786.78, 6.59, 16.1, 4.14, 353.0
1980, 784.87, 6.40, 15.8, 4.07, 352.8
2000, 782.97, 6.29, 15.8, 4.03, 351.8
2020, 781.07, 6.24, 16.2, 4.05, 351.6
2040, 779.18, 6.19, 16.9, 4.03, 350.9
2060, 777.29, 6.12, 17.4, 4.12, 348.7
2080, 775.40, 6.10, 17.3, 4.37, 342.9
2100, 773.53, 6.21, 16.1, 4.82, 338.9
2120, 771.65, 6.47, 13.3, 5.25, 337.7
2140, 769.78, 6.77, 10.2, 5.68, 340.7
2160, 767.92, 7.04, 7.8, 5.98, 344.1
2180, 766.06, 7.22, 6.4, 6.00, 347.7
2200, 764.21, 7.32, 5.7, 5.80, 347.6
2220, 762.36, 7.43, 5.5, 5.48, 347.0
2240, 760.52, 7.50, 5.6, 5.19, 345.0
2260, 758.68, 7.51, 5.9, 4.92, 342.4
2280, 756.85, 7.43, 6.5, 4.83, 338.5
2300, 755.02, 7.40, 7.0, 4.87, 337.1
2320, 753.19, 7.39, 7.1, 5.05, 337.0
2340, 751.37, 7.33, 7.0, 5.19, 336.1
2360, 749.55, 7.20, 6.9, 5.26, 334.7
2380, 747.74, 7.11, 7.0, 5.26, 332.4
2400, 745.93, 7.07, 7.1, 5.22, 329.6
2420, 744.13, 7.10, 7.0, 5.22, 327.3
2440, 742.32, 7.12, 6.8, 5.26, 326.8
2460, 740.53, 7.07, 6.5, 5.29, 326.1
2480, 738.74, 6.94, 6.2, 5.23, 326.6
2500, 736.95, 6.88, 6.1, 5.14, 326.5
2520, 735.16, 6.89, 6.1, 5.00, 325.2
2540, 733.38, 6.88, 6.3, 4.83, 322.9
2560, 731.60, 6.81, 6.5, 4.66, 320.5
2580, 729.83, 6.70, 6.6, 4.47, 317.2
