# Radiation correction v2.4. Params: lat=43.1313, lon=-87.8414, utc_time=2023-09-14 15:21
Height (m AGL), Pressure (mb), Temperature (C), Relative humidity (%), Wind speed (m/s), Wind direction (true deg)
20, 1001.26, 18.40, 54.4, 2.82, 45.0
40, 998.93, 17.53, 56.6, 2.79, 20.4
60, 996.60, 17.22, 57.9, 2.42, 9.5
80, 994.28, 16.97, 58.7, 2.08, 41.7
100, 991.96, 16.75, 59.2, 1.56, 73.5
120, 989.64, 16.56, 59.5, 0.80, 89.0
140, 987.33, 16.37, 60.3, 0.56, 102.5
160, 985.02, 16.18, 60.2, 0.56, 124.2
180, 982.72, 16.04, 58.1, 0.42, 83.3
200, 980.42, 15.93, 55.4, 0.35, 42.9
220, 978.12, 15.82, 53.6, 0.33, 10.6
240, 975.83, 15.70, 53.3, 0.32, 2.0
260, 973.54, 15.60, 53.3, 0.24, 1.4
280, 971.26, 15.45, 53.5, 0.30, 355.7
300, 968.98, 15.27, 53.8, 0.30, 346.9
320, 966.70, 15.03, 54.2, 0.30, 348.4
340, 964.43, 14.81, 54.6, 0.25, 0.6
360, 962.16, 14.66, 55.0, 0.39, 13.4
380, 959.90, 14.51, 55.2, 0.59, 17.9
400, 957.64, 14.34, 55.5, 0.75, 17.5
420, 955.38, 14.13, 55.9, 0.81, 17.9
440, 953.13, 13.92, 56.3, 0.74, 14.5
460, 950.88, 13.73, 56.7, 0.75, 9.2
480, 948.63, 13.55, 57.0, 0.84, 4.3
500, 946.39, 13.32, 57.5, 1.08, 4.6
520, 944.15, 13.16, 58.0, 1.25, 4.8
540, 941.92, 13.04, 58.2, 1.44, 7.0
560, 939.69, 12.84, 58.6, 1.44, 6.1
580, 937.46, 12.64, 59.0, 1.45, 2.4
600, 935.24, 12.47, 59.4, 1.45, 355.3
620, 933.02, 12.28, 59.4, 1.46, 344.1
640, 930.80, 12.11, 59.6, 1.40, 332.4
660, 928.59, 11.99, 59.6, 1.37, 323.1
680, 926.39, 11.91, 59.2, 1.28, 323.9
700, 924.19, 11.82, 58.5, 1.29, 313.9
720, 921.99, 11.65, 58.3, 1.31, 303.7
740, 919.79, 11.39, 58.8, 1.38, 288.4
760, 917.60, 11.13, 59.6, 1.47, 280.1
780, 915.41, 10.92, 60.5, 1.60, 275.4
800, 913.23, 10.72, 61.4, 1.69, 275.2
820, 911.05, 10.54, 62.3, 1.80, 275.9
840, 908.87, 10.46, 63.1, 1.91, 274.3
860, 906.70, 10.31, 63.7, 1.99, 274.7
880, 904.53, 10.09, 64.3, 2.06, 268.2
900, 902.37, 9.92, 64.6, 2.13, 266.4
920, 900.21, 9.78, 64.7, 2.19, 265.6
940, 898.05, 9.53, 65.6, 2.28, 261.1
960, 895.90, 9.24, 68.0, 2.31, 251.9
980, 893.75, 9.05, 70.3, 2.34, 247.0
