# Radiation correction v2.4. Params: lat=43.1302, lon=-87.6138, utc_time=2023-09-14 20:05
Height (m AGL), Pressure (mb), Temperature (C), Relative humidity (%), Wind speed (m/s), Wind direction (true deg)
20, 999.46, 18.36, 57.1, 4.00, 120.4
40, 997.14, 17.97, 58.1, 4.07, 117.4
60, 994.82, 17.77, 59.2, 4.24, 115.4
80, 992.51, 17.57, 59.3, 4.40, 116.9
100, 990.20, 17.38, 59.4, 4.41, 117.7
120, 987.90, 17.20, 59.5, 4.38, 117.5
140, 985.59, 17.00, 59.8, 4.30, 119.4
160, 983.29, 16.79, 60.1, 4.23, 123.2
180, 981.00, 16.65, 60.2, 4.21, 124.1
200, 978.71, 16.49, 60.3, 4.23, 121.7
220, 976.42, 16.36, 60.5, 4.23, 118.2
240, 974.14, 16.23, 60.7, 4.21, 118.8
260, 971.86, 15.97, 61.3, 4.15, 120.4
280, 969.58, 15.73, 61.9, 4.14, 121.5
300, 967.31, 15.57, 62.3, 4.13, 120.6
320, 965.05, 15.40, 62.9, 4.15, 119.4
340, 962.78, 15.24, 63.4, 4.07, 118.5
360, 960.52, 15.07, 63.8, 4.06, 119.3
380, 958.27, 14.94, 64.2, 4.02, 121.7
400, 956.02, 14.84, 64.5, 4.02, 126.0
420, 953.77, 14.73, 64.6, 4.02, 128.3
440, 951.53, 14.53, 64.8, 4.10, 129.7
460, 949.29, 14.33, 65.2, 4.01, 129.9
480, 947.05, 14.13, 65.7, 3.81, 132.2
500, 944.82, 13.88, 66.3, 3.58, 132.9
520, 942.59, 13.64, 66.5, 3.51, 138.8
540, 940.37, 13.52, 65.8, 3.45, 145.1
560, 938.15, 13.49, 64.8, 3.45, 152.5
580, 935.93, 13.46, 64.1, 3.33, 153.4
600, 933.72, 13.26, 63.9, 3.13, 155.2
620, 931.51, 13.03, 64.2, 2.71, 156.2
640, 929.31, 12.84, 64.8, 2.41, 162.3
660, 927.11, 12.68, 65.0, 2.30, 165.8
680, 924.92, 12.58, 64.8, 2.19, 176.1
700, 922.72, 12.52, 64.8, 2.11, 197.8
720, 920.54, 12.51, 65.1, 2.10, 213.4
740, 918.35, 12.47, 65.4, 2.14, 217.5
760, 916.18, 12.34, 65.8, 2.21, 220.8
780, 914.00, 12.19, 66.2, 2.37, 223.5
800, 911.83, 12.01, 66.6, 2.54, 224.9
820, 909.67, 11.82, 66.9, 2.75, 227.4
840, 907.51, 11.67, 67.5, 2.97, 231.1
860, 905.35, 11.49, 68.4, 3.15, 234.7
880, 903.20, 11.33, 69.4, 3.34, 238.8
900, 901.05, 11.19, 70.1, 3.57, 240.4
920, 898.90, 11.04, 70.7, 3.78, 240.1
940, 896.76, 10.86, 71.4, 3.96, 240.2
960, 894.62, 10.68, 72.2, 4.11, 242.3
