# Radiation correction v2.4. Params: lat=43.0265, lon=-87.6137, utc_time=2023-09-14 20:49
Height (m AGL), Pressure (mb), Temperature (C), Relative humidity (%), Wind speed (m/s), Wind direction (true deg)
20, 990.92, 18.74, 54.9, 4.20, 134.1
40, 988.63, 18.43, 55.6, 4.21, 135.5
60, 986.33, 18.16, 56.5, 4.16, 133.1
80, 984.04, 18.01, 57.2, 4.22, 132.1
100, 981.75, 17.86, 57.8, 4.34, 131.6
120, 979.47, 17.72, 58.1, 4.48, 128.0
140, 977.19, 17.56, 58.4, 4.71, 125.5
160, 974.92, 17.22, 58.6, 4.67, 125.5
180, 972.65, 16.95, 59.0, 4.50, 123.9
200, 970.38, 16.77, 59.4, 4.28, 124.7
220, 968.11, 16.56, 59.7, 4.15, 126.5
240, 965.85, 16.37, 59.7, 4.09, 128.0
260, 963.59, 16.24, 59.6, 4.03, 128.0
280, 961.34, 16.05, 60.1, 4.10, 128.6
300, 959.09, 15.71, 61.0, 4.19, 129.7
320, 956.84, 15.55, 61.6, 4.34, 129.9
340, 954.60, 15.42, 61.9, 4.43, 130.6
360, 952.36, 15.28, 62.3, 4.55, 131.7
380, 950.13, 15.10, 62.7, 4.55, 133.9
400, 947.90, 14.93, 63.1, 4.57, 135.1
420, 945.67, 14.80, 63.6, 4.53, 136.8
440, 943.45, 14.59, 64.3, 4.47, 137.0
460, 941.23, 14.36, 64.9, 4.37, 134.8
480, 939.01, 14.21, 65.2, 4.28, 132.6
500, 936.80, 14.00, 65.8, 4.21, 132.1
520, 934.59, 13.79, 66.2, 4.17, 133.7
540, 932.39, 13.61, 66.6, 4.12, 135.7
560, 930.19, 13.44, 67.0, 4.06, 137.2
580, 927.99, 13.26, 67.1, 3.88, 137.6
600, 925.80, 13.12, 67.0, 3.64, 139.0
620, 923.61, 13.00, 67.1, 3.38, 143.7
640, 921.43, 12.93, 67.2, 3.14, 151.4
660, 919.24, 12.84, 67.2, 2.92, 157.3
680, 917.07, 12.68, 67.2, 2.74, 161.0
700, 914.90, 12.47, 67.4, 2.60, 166.1
720, 912.73, 12.36, 67.4, 2.42, 172.7
740, 910.57, 12.30, 67.3, 2.36, 179.0
760, 908.41, 12.18, 67.3, 2.35, 192.9
780, 906.25, 12.05, 67.8, 2.46, 214.7
800, 904.10, 12.03, 68.2, 2.67, 229.9
820, 901.96, 12.02, 68.7, 2.87, 239.1
840, 899.82, 11.98, 69.0, 3.07, 244.3
860, 897.68, 11.89, 69.2, 3.33, 246.2
880, 895.55, 11.73, 69.4, 3.55, 248.5
900, 893.42, 11.58, 69.7, 3.77, 248.7
920, 891.30, 11.44, 69.9, 4.04, 248.6
940, 889.18, 11.31, 70.2, 4.26, 247.9
960, 887.06, 11.25, 70.3, 4.59, 247.6
980, 884.95, 11.21, 70.4, 4.88, 247.6
1000, 882.85, 11.14, 70.3, 5.08, 248.0
1020, 880.74, 11.01, 69.9, 5.18, 249.5
1040, 878.64, 10.80, 69.1, 5.24, 253.3
1060, 876.55, 10.60, 68.6, 5.35, 256.2
1080, 874.46, 10.47, 68.4, 5.48, 257.3
1100, 872.37, 10.36, 68.2, 5.65, 258.5
1120, 870.29, 10.24, 68.0, 5.80, 260.7
1140, 868.21, 10.15, 67.8, 5.93, 263.6
1160, 866.13, 9.99, 67.7, 6.03, 266.7
1180, 864.06, 9.83, 67.8, 6.14, 268.6
1200, 862.00, 9.64, 68.0, 6.23, 271.8
1220, 859.93, 9.49, 68.0, 6.36, 273.8
1240, 857.87, 9.37, 67.9, 6.44, 274.0
1260, 855.82, 9.27, 67.7, 6.48, 274.1
1280, 853.76, 9.16, 67.6, 6.56, 275.0
1300, 851.71, 8.93, 67.6, 6.52, 276.5
1320, 849.67, 8.68, 67.6, 6.42, 278.8
1340, 847.63, 8.56, 67.0, 6.31, 280.4
1360, 845.59, 8.44, 65.8, 6.20, 283.0
1380, 843.56, 8.32, 63.8, 6.08, 286.4
1400, 841.53, 8.25, 61.7, 5.97, 289.6
1420, 839.50, 8.16, 59.3, 5.87, 293.2
1440, 837.48, 8.11, 56.8, 5.81, 296.3
1460, 835.46, 8.12, 53.5, 5.79, 301.0
1480, 833.45, 8.20, 48.7, 5.78, 306.7
1500, 831.44, 8.29, 43.3, 5.80, 312.0
1520, 829.44, 8.32, 38.3, 5.78, 315.5
1540, 827.44, 8.28, 33.9, 5.75, 318.1
1560, 825.44, 8.18, 30.1, 5.73, 321.2
1580, 823.45, 8.17, 26.3, 5.66, 324.4
1600, 821.47, 8.38, 19.9, 5.50, 330.1
1620, 819.49, 8.66, 14.5, 5.27, 335.3
1640, 817.51, 8.73, 12.4, 5.03, 339.0
1660, 815.54, 8.74, 11.3, 4.88, 339.9
1680, 813.58, 8.74, 10.5, 4.74, 337.2
1700, 811.62, 8.74, 10.0, 4.66, 333.0
1720, 809.66, 8.72, 10.7, 4.57, 332.3
1740, 807.71, 8.71, 11.9, 4.51, 333.9
1760, 805.76, 8.66, 13.3, 4.38, 336.2
1780, 803.82, 8.59, 14.1, 4.20, 337.7
1800, 801.88, 8.46, 14.6, 3.95, 338.2
1820, 799.95, 8.22, 14.7, 3.69, 338.1
1840, 798.02, 8.10, 14.5, 3.58, 338.7
1860, 796.09, 8.01, 14.5, 3.64, 340.9
1880, 794.17, 7.92, 14.6, 3.72, 344.9
1900, 792.25, 7.86, 14.9, 3.78, 346.2
1920, 790.33, 7.74, 15.3, 3.84, 345.4
1940, 788.42, 7.55, 15.8, 3.85, 342.5
1960, 786.52, 7.43, 16.1, 3.81, 339.9
1980, 784.62, 7.33, 16.3, 3.75, 342.5
2000, 782.72, 7.24, 16.4, 3.65, 346.7
2020, 780.82, 7.22, 16.2, 3.70, 342.6
2040, 778.93, 7.21, 15.9, 3.80, 337.1
2060, 777.05, 7.23, 15.3, 4.16, 334.0
2080, 775.17, 7.40, 13.5, 4.66, 334.7
2100, 773.29, 7.66, 10.5, 5.22, 338.3
2120, 771.42, 7.77, 9.0, 5.58, 340.1
2140, 769.56, 7.89, 7.6, 5.76, 341.0
2160, 767.70, 8.03, 6.1, 5.80, 341.7
2180, 765.84, 8.08, 5.4, 5.72, 341.0
2200, 763.99, 8.09, 5.1, 5.58, 341.0
2220, 762.15, 8.11, 5.0, 5.38, 339.9
2240, 760.31, 8.20, 5.3, 5.16, 335.7
2260, 758.47, 8.29, 5.9, 4.98, 331.4
2280, 756.64, 8.26, 6.4, 5.04, 331.1
2300, 754.82, 8.18, 6.8, 5.27, 331.0
2320, 753.00, 8.08, 6.9, 5.44, 330.8
2340, 751.18, 8.01, 6.9, 5.40, 329.1
2360, 749.36, 7.96, 6.8, 5.36, 325.3
2380, 747.55, 7.93, 6.8, 5.20, 323.7
2400, 745.75, 7.86, 6.7, 5.14, 323.2
2420, 743.94, 7.78, 6.5, 5.18, 325.5
2440, 742.14, 7.82, 6.4, 5.22, 325.2
2460, 740.35, 7.88, 6.2, 5.14, 323.0
2480, 738.56, 7.81, 6.2, 5.08, 320.0
2500, 736.78, 7.69, 6.2, 4.88, 318.4
2520, 734.99, 7.63, 6.2, 4.62, 315.2
2540, 733.22, 7.64, 6.2, 4.37, 311.8
2560, 731.44, 7.68, 6.1, 4.16, 313.2
2580, 729.67, 7.70, 5.9, 4.23, 314.5
2600, 727.90, 7.64, 5.6, 4.38, 317.3
2620, 726.14, 7.52, 5.8, 4.64, 319.7
2640, 724.38, 7.40, 6.8, 4.84, 322.9
2660, 722.63, 7.30, 8.1, 5.09, 324.8
2680, 720.88, 7.06, 13.0, 5.32, 326.7
2700, 719.13, 6.83, 17.3, 5.53, 325.8
2720, 717.39, 6.73, 18.2, 5.63, 324.3
2740, 715.65, 6.61, 18.4, 5.61, 323.6
2760, 713.91, 6.44, 18.3, 5.62, 323.2
2780, 712.18, 6.27, 18.5, 5.61, 322.6
2800, 710.45, 6.17, 19.0, 5.53, 321.7
2820, 708.72, 5.98, 20.5, 5.20, 322.7
2840, 707.00, 5.78, 22.0, 4.84, 323.9
2860, 705.28, 5.68, 22.5, 4.55, 324.5
2880, 703.56, 5.59, 22.4, 4.45, 325.2
2900, 701.85, 5.52, 21.8, 4.41, 326.4
2920, 700.14, 5.49, 21.4, 4.46, 326.9
2940, 698.43, 5.37, 21.6, 4.69, 328.4
2960, 696.73, 5.05, 21.7, 5.09, 328.5
2980, 695.03, 4.88, 20.9, 5.51, 326.2
3000, 693.33, 4.80, 19.7, 5.74, 323.5
3020, 691.64, 4.77, 17.9, 5.86, 321.6
3040, 689.95, 4.74, 16.2, 5.96, 320.8
3060, 688.26, 4.67, 15.1, 6.00, 321.8
3080, 686.58, 4.50, 14.4, 6.06, 322.9
3100, 684.90, 4.36, 13.9, 6.16, 323.6
3120, 683.22, 4.26, 13.3, 6.28, 323.2
3140, 681.55, 4.08, 12.6, 6.27, 322.8
3160, 679.88, 3.97, 12.5, 6.18, 323.7
3180, 678.22, 3.83, 13.0, 5.98, 325.3
3200, 676.55, 3.74, 13.7, 5.82, 326.3
3220, 674.90, 3.69, 13.9, 5.65, 327.6
3240, 673.24, 3.64, 13.9, 5.57, 329.0
3260, 671.59, 3.41, 14.3, 5.56, 330.2
3280, 669.94, 3.19, 14.6, 5.66, 328.5
3300, 668.29, 3.05, 14.7, 5.79, 327.3
3320, 666.65, 2.90, 14.7, 5.91, 327.4
3340, 665.01, 2.74, 14.7, 6.01, 327.7
3360, 663.37, 2.61, 14.5, 6.15, 326.2
3380, 661.74, 2.59, 14.0, 6.16, 324.2
3400, 660.11, 2.59, 12.9, 6.16, 322.9
3420, 658.49, 2.56, 11.9, 6.06, 322.5
3440, 656.86, 2.55, 11.1, 6.03, 321.6
3460, 655.24, 2.54, 10.7, 5.99, 321.0
3480, 653.63, 2.50, 10.7, 6.13, 321.7
3500, 652.02, 2.39, 10.9, 6.28, 323.5
3520, 650.41, 2.23, 11.5, 6.44, 324.5
3540, 648.81, 2.06, 12.4, 6.47, 324.9
3560, 647.20, 1.79, 13.6, 6.40, 324.9
3580, 645.61, 1.59, 14.0, 6.19, 325.0
3600, 644.01, 1.39, 14.5, 6.05, 324.1
3620, 642.42, 1.26, 14.8, 5.94, 323.8
3640, 640.83, 1.19, 14.9, 5.87, 323.7
3660, 639.24, 1.06, 15.0, 5.80, 323.2
3680, 637.66, 0.86, 15.1, 5.75, 322.3
3700, 636.08, 0.66, 15.0, 5.78, 321.6
3720, 634.50, 0.52, 14.7, 5.85, 320.8
3740, 632.92, 0.40, 14.2, 5.90, 320.3
3760, 631.35, 0.25, 13.9, 5.99, 320.5
3780, 629.78, 0.07, 13.8, 6.08, 321.6
3800, 628.22, -0.16, 14.2, 6.08, 323.1
3820, 626.66, -0.31, 14.5, 6.12, 323.9
3840, 625.10, -0.48, 15.0, 6.17, 323.5
3860, 623.54, -0.72, 15.7, 6.34, 324.7
3880, 621.98, -0.84, 15.9, 6.51, 325.4
3900, 620.43, -0.97, 16.0, 6.64, 325.6
3920, 618.89, -1.10, 16.0, 6.83, 324.6
3940, 617.34, -1.22, 15.9, 7.14, 323.4
3960, 615.80, -1.37, 15.8, 7.35, 323.2
3980, 614.26, -1.53, 15.7, 7.54, 322.6
4000, 612.72, -1.79, 15.7, 7.65, 321.3
4020, 611.19, -2.05, 15.8, 7.58, 320.4
4040, 609.66, -2.21, 15.9, 7.58, 319.7
4060, 608.13, -2.31, 15.9, 7.64, 317.9
4080, 606.61, -2.40, 15.7, 7.80, 315.8
4100, 605.08, -2.52, 15.5, 8.20, 314.0
