XQ-iMet-XQ Pressure,XQ-iMet-XQ Air Temperature,XQ-iMet-XQ Humidity,XQ-iMet-XQ Humidity Temp,XQ-iMet-XQ Date,XQ-iMet-XQ Time,XQ-iMet-XQ Longitude,XQ-iMet-XQ Latitude,XQ-iMet-XQ Altitude,XQ-iMet-XQ Sat Count
1001.19,16.42,56.2,16.71,9/14/2023,15:31:46,-87.8410082,43.1303756,187.18,16
1001.22,16.47,56.1,16.81,9/14/2023,15:31:47,-87.8410071,43.1303753,186.815,16
1001.32,16.48,56,16.9,9/14/2023,15:31:48,-87.8410021,43.1303757,186.726,16
1001.31,16.42,55.8,16.97,9/14/2023,15:31:49,-87.8409867,43.1303895,187.706,15
1001.3,16.47,55.9,17.07,9/14/2023,15:31:50,-87.8409634,43.1304058,187.383,16
1001.57,16.58,55.8,17.17,9/14/2023,15:31:51,-87.8409515,43.1304112,185.512,15
1001.84,16.6,55.6,17.23,9/14/2023,15:31:52,-87.8409534,43.1304095,183.156,16
1002.1,16.63,55.4,17.28,9/14/2023,15:31:53,-87.8409434,43.1304102,181.405,16
1001.95,16.56,55.4,17.32,9/14/2023,15:31:54,-87.8409107,43.1304329,181.773,16
1002.16,16.59,55,17.39,9/14/2023,15:31:55,-87.8408892,43.1304491,180.942,16
1002.37,16.66,55.1,17.43,9/14/2023,15:31:56,-87.840891,43.1304487,179.824,16
1002.53,16.91,55.6,17.5,9/14/2023,15:31:57,-87.8408924,43.1304444,179.288,15
1002.64,16.95,55.6,17.58,9/14/2023,15:31:58,-87.8408912,43.1304419,178.575,14
1002.69,16.89,55.6,17.65,9/14/2023,15:31:59,-87.8408901,43.1304438,178.514,14
1002.68,16.83,55.1,17.65,9/14/2023,15:32:00,-87.8408896,43.1304479,178.682,14
1002.65,16.69,54.8,17.68,9/14/2023,15:32:01,-87.8408897,43.1304595,179.109,15
1002.61,16.83,54.8,17.72,9/14/2023,15:32:02,-87.8408882,43.1304661,178.553,15
1002.64,16.67,54.2,17.73,9/14/2023,15:32:03,-87.840886,43.1304674,178.609,13
1002.63,16.56,53.5,17.69,9/14/2023,15:32:04,-87.8408808,43.1304746,178.807,14
1002.64,16.46,53.1,17.69,9/14/2023,15:32:05,-87.8408754,43.1304772,178.575,14
1002.72,16.51,53,17.72,9/14/2023,15:32:06,-87.8408711,43.1304775,178.421,14
1002.67,16.83,53.4,17.76,9/14/2023,15:32:07,-87.8408635,43.1304749,177.13,14
1002.74,17.07,53.8,17.86,9/14/2023,15:32:08,-87.8408654,43.1304775,176.654,15
1002.77,16.92,53.4,17.88,9/14/2023,15:32:09,-87.8408616,43.1304779,176.629,14
1002.73,16.7,52.9,17.9,9/14/2023,15:32:10,-87.8408568,43.1304761,176.422,15
