# Radiation correction v2.4. Params: lat=43.0273, lon=-87.8420, utc_time=2023-09-14 14:33
Height (m AGL), Pressure (mb), Temperature (C), Relative humidity (%), Wind speed (m/s), Wind direction (true deg)
20, 1001.43, 17.79, 54.8, 2.20, 349.3
40, 999.10, 17.25, 56.0, 2.09, 354.1
60, 996.77, 16.95, 57.0, 2.05, 356.5
80, 994.45, 16.76, 57.7, 1.93, 358.6
100, 992.13, 16.54, 58.6, 1.82, 4.6
120, 989.81, 16.26, 59.6, 1.73, 2.9
140, 987.49, 16.12, 60.0, 1.88, 356.6
160, 985.18, 16.01, 60.2, 1.85, 353.7
180, 982.88, 15.86, 60.8, 1.95, 0.4
200, 980.58, 15.70, 61.4, 1.99, 356.2
220, 978.28, 15.48, 61.8, 1.89, 347.6
240, 975.99, 15.31, 61.9, 1.83, 347.5
260, 973.70, 15.13, 61.1, 1.82, 355.7
280, 971.41, 14.95, 59.5, 1.71, 3.5
300, 969.13, 14.82, 58.4, 1.58, 6.9
320, 966.85, 14.61, 57.0, 1.59, 12.1
340, 964.57, 14.44, 55.9, 1.49, 15.4
360, 962.30, 14.34, 55.7, 1.52, 16.3
380, 960.04, 14.20, 55.6, 1.57, 14.3
400, 957.77, 13.99, 55.8, 1.76, 9.8
420, 955.51, 13.77, 56.0, 1.87, 9.9
440, 953.26, 13.61, 56.4, 1.91, 11.6
460, 951.01, 13.47, 56.7, 1.89, 14.9
480, 948.76, 13.29, 57.0, 1.89, 16.1
500, 946.52, 13.07, 57.3, 1.86, 13.2
520, 944.28, 12.91, 57.4, 1.89, 10.3
540, 942.04, 12.79, 57.3, 1.98, 9.6
560, 939.81, 12.64, 57.1, 1.94, 6.1
580, 937.58, 12.44, 57.0, 1.86, 3.0
600, 935.36, 12.21, 56.9, 1.80, 0.1
620, 933.14, 12.06, 56.9, 1.77, 358.1
640, 930.92, 11.94, 56.9, 1.69, 355.3
660, 928.71, 11.78, 56.9, 1.42, 349.0
680, 926.50, 11.59, 56.7, 1.05, 340.5
700, 924.30, 11.49, 56.2, 0.68, 338.5
720, 922.10, 11.39, 55.4, 0.42, 346.5
740, 919.90, 11.23, 54.5, 0.40, 0.8
760, 917.71, 11.01, 54.1, 0.41, 352.2
780, 915.52, 10.86, 54.4, 0.44, 317.8
800, 913.34, 10.70, 55.3, 0.45, 302.9
820, 911.16, 10.51, 56.5, 0.49, 312.0
840, 908.98, 10.32, 58.0, 0.41, 325.3
860, 906.81, 10.11, 59.6, 0.46, 317.6
880, 904.64, 9.89, 61.4, 0.75, 298.8
900, 902.47, 9.74, 62.9, 1.02, 274.4
920, 900.31, 9.62, 64.3, 1.30, 261.8
940, 898.16, 9.43, 66.3, 1.54, 253.9
960, 896.00, 9.23, 68.0, 1.81, 248.0
980, 893.85, 9.04, 69.7, 1.95, 238.2
1000, 891.71, 8.87, 71.0, 2.10, 231.2
1020, 889.57, 8.73, 72.0, 2.25, 227.2
1040, 887.43, 8.56, 72.7, 2.45, 223.4
1060, 885.30, 8.39, 73.3, 2.66, 218.8
1080, 883.17, 8.30, 73.4, 2.92, 214.8
1100, 881.04, 8.24, 73.0, 3.17, 210.4
1120, 878.92, 8.14, 73.2, 3.43, 206.5
1140, 876.80, 7.99, 74.9, 3.53, 203.1
1160, 874.69, 7.81, 77.4, 3.60, 200.2
1180, 872.58, 7.61, 79.8, 3.52, 194.0
1200, 870.48, 7.46, 80.7, 3.50, 186.7
1220, 868.38, 7.30, 81.3, 3.42, 182.5
1240, 866.28, 7.11, 82.3, 3.45, 181.4
1260, 864.19, 6.94, 83.3, 3.50, 183.1
1280, 862.10, 6.77, 83.9, 3.56, 182.3
1300, 860.02, 6.61, 84.0, 3.63, 181.8
1320, 857.93, 6.50, 83.2, 3.67, 185.9
1340, 855.86, 6.53, 80.1, 3.64, 196.2
1360, 853.79, 6.63, 74.5, 3.59, 209.6
1380, 851.72, 6.72, 67.7, 3.55, 220.9
1400, 849.65, 6.73, 62.4, 3.48, 229.0
1420, 847.59, 6.69, 58.1, 3.49, 235.0
1440, 845.54, 6.57, 55.3, 3.63, 243.2
1460, 843.49, 6.44, 53.9, 3.80, 249.9
1480, 841.44, 6.33, 51.9, 4.05, 254.7
1500, 839.40, 6.25, 49.1, 4.35, 258.5
1520, 837.36, 6.20, 47.2, 4.58, 259.9
1540, 835.33, 6.13, 45.8, 4.72, 262.9
1560, 833.30, 6.08, 44.2, 4.94, 269.4
1580, 831.28, 6.07, 42.7, 5.09, 273.8
1600, 829.26, 6.07, 41.3, 5.11, 275.1
1620, 827.25, 6.00, 39.9, 5.04, 275.8
1640, 825.24, 5.93, 38.7, 4.87, 276.9
