# Radiation correction v2.4. Params: lat=43.0269, lon=-87.8426, utc_time=2023-09-14 22:42
Height (m AGL), Pressure (mb), Temperature (C), Relative humidity (%), Wind speed (m/s), Wind direction (true deg)
20, 998.34, 18.62, 61.4, 7.84, 146.8
40, 996.03, 18.34, 61.0, 7.92, 147.7
60, 993.72, 18.09, 61.0, 7.61, 145.6
80, 991.41, 17.86, 61.2, 7.17, 143.8
100, 989.10, 17.68, 61.6, 6.46, 144.8
120, 986.80, 17.48, 62.1, 6.13, 149.6
140, 984.51, 17.28, 62.7, 5.89, 154.5
160, 982.21, 17.10, 63.2, 6.09, 155.4
180, 979.93, 16.90, 63.8, 6.25, 156.8
200, 977.64, 16.70, 64.2, 6.18, 158.6
220, 975.36, 16.48, 64.4, 5.99, 156.0
240, 973.08, 16.23, 64.8, 5.80, 153.1
260, 970.81, 16.06, 65.5, 5.68, 154.9
280, 968.54, 15.90, 66.2, 5.66, 156.6
300, 966.27, 15.72, 66.8, 5.73, 156.3
320, 964.01, 15.54, 67.2, 5.75, 155.7
340, 961.75, 15.34, 67.9, 5.68, 157.5
360, 959.49, 15.17, 68.4, 5.51, 159.0
380, 957.24, 15.00, 69.0, 5.44, 158.8
400, 954.99, 14.79, 69.6, 5.44, 158.2
420, 952.75, 14.59, 70.1, 5.50, 158.6
440, 950.51, 14.41, 70.5, 5.58, 158.8
460, 948.27, 14.23, 71.0, 5.70, 158.3
480, 946.04, 14.03, 71.8, 5.66, 159.7
500, 943.81, 13.82, 72.7, 5.56, 162.2
520, 941.59, 13.68, 73.1, 5.50, 163.8
540, 939.37, 13.55, 73.5, 5.41, 163.8
560, 937.15, 13.41, 73.9, 5.15, 164.4
580, 934.94, 13.26, 74.4, 4.88, 170.0
600, 932.73, 13.17, 74.4, 4.62, 178.2
620, 930.53, 13.10, 74.3, 4.48, 183.4
640, 928.33, 13.02, 74.4, 4.46, 186.4
660, 926.13, 12.91, 74.7, 4.49, 189.5
680, 923.94, 12.79, 75.1, 4.48, 192.2
700, 921.76, 12.66, 75.5, 4.51, 193.2
720, 919.58, 12.53, 75.9, 4.54, 196.8
740, 917.40, 12.41, 76.3, 4.57, 203.2
760, 915.23, 12.34, 76.6, 4.58, 209.7
780, 913.06, 12.27, 76.8, 4.62, 213.8
800, 910.90, 12.12, 77.1, 4.63, 216.2
820, 908.74, 11.99, 77.5, 4.64, 217.8
840, 906.58, 11.86, 77.7, 4.66, 219.1
860, 904.43, 11.73, 77.9, 4.75, 223.3
880, 902.28, 11.64, 77.6, 4.91, 230.7
900, 900.14, 11.63, 76.9, 5.11, 239.7
920, 898.00, 11.62, 75.7, 5.36, 246.4
940, 895.86, 11.56, 74.7, 5.64, 249.9
960, 893.74, 11.49, 73.6, 5.94, 252.5
980, 891.61, 11.43, 72.7, 6.17, 254.6
1000, 889.49, 11.38, 71.6, 6.38, 256.9
1020, 887.37, 11.29, 70.7, 6.52, 259.0
1040, 885.26, 11.17, 70.1, 6.68, 261.6
1060, 883.15, 11.02, 69.8, 6.75, 264.9
1080, 881.05, 10.88, 69.6, 6.81, 267.4
1100, 878.95, 10.73, 69.6, 6.80, 269.3
1120, 876.86, 10.58, 69.9, 6.83, 270.3
1140, 874.76, 10.40, 70.9, 6.87, 271.5
1160, 872.68, 10.24, 71.9, 6.95, 272.8
1180, 870.59, 10.07, 72.6, 7.04, 274.0
1200, 868.51, 9.86, 72.8, 7.14, 275.2
1220, 866.43, 9.69, 72.4, 7.23, 275.6
1240, 864.36, 9.54, 71.8, 7.33, 276.0
1260, 862.29, 9.40, 71.1, 7.41, 277.2
1280, 860.22, 9.25, 70.1, 7.51, 278.3
1300, 858.16, 9.14, 69.0, 7.54, 279.3
1320, 856.10, 9.00, 67.4, 7.46, 281.4
1340, 854.04, 8.91, 65.9, 7.30, 283.9
1360, 851.99, 8.85, 63.9, 7.11, 287.6
1380, 849.95, 8.82, 60.6, 6.82, 292.6
1400, 847.91, 8.90, 56.0, 6.41, 297.2
1420, 845.87, 9.11, 48.7, 5.97, 301.6
1440, 843.84, 9.36, 40.7, 5.57, 307.3
1460, 841.81, 9.49, 35.2, 5.25, 312.1
1480, 839.79, 9.58, 30.2, 5.10, 318.5
1500, 837.78, 9.60, 26.0, 4.97, 325.9
1520, 835.76, 9.56, 23.4, 4.73, 332.2
1540, 833.76, 9.49, 21.2, 4.45, 338.0
1560, 831.76, 9.46, 18.7, 4.25, 343.9
1580, 829.76, 9.50, 16.9, 4.15, 348.6
1600, 827.75, 9.53, 15.9, 4.15, 352.3
1620, 825.76, 9.52, 15.2, 4.16, 357.0
1640, 823.77, 9.47, 14.7, 4.12, 1.0
1660, 821.79, 9.41, 14.4, 3.99, 3.4
1680, 819.82, 9.28, 14.3, 3.82, 4.8
1700, 817.84, 9.10, 14.4, 3.60, 6.3
1720, 815.88, 8.94, 14.5, 3.35, 10.1
1740, 813.91, 8.81, 14.8, 3.19, 15.7
1760, 811.95, 8.74, 15.0, 3.21, 19.1
1780, 810.00, 8.74, 14.5, 3.37, 15.9
1800, 808.05, 8.75, 13.1, 3.66, 10.3
1820, 806.10, 8.72, 11.4, 4.10, 5.2
1840, 804.16, 8.63, 9.9, 4.57, 4.3
1860, 802.22, 8.50, 8.7, 4.82, 4.4
1880, 800.29, 8.40, 8.0, 4.98, 5.7
1900, 798.36, 8.31, 7.6, 4.91, 4.3
1920, 796.43, 8.22, 7.4, 4.70, 2.4
1940, 794.51, 8.12, 7.3, 4.52, 359.2
1960, 792.59, 8.03, 7.2, 4.46, 357.2
1980, 790.68, 7.95, 7.2, 4.54, 356.3
2000, 788.76, 7.86, 7.0, 4.72, 356.6
2020, 786.86, 7.74, 6.9, 4.93, 355.0
2040, 784.96, 7.64, 7.1, 5.02, 351.8
2060, 783.06, 7.57, 7.7, 4.99, 348.1
2080, 781.16, 7.49, 8.4, 4.91, 345.5
2100, 779.27, 7.42, 8.8, 4.84, 343.4
2120, 777.39, 7.35, 8.9, 4.75, 342.0
2140, 775.50, 7.27, 8.9, 4.60, 341.6
2160, 773.62, 7.15, 8.9, 4.37, 339.9
2180, 771.75, 7.00, 8.9, 4.17, 335.5
2200, 769.88, 6.92, 8.9, 4.01, 331.6
2220, 768.01, 6.94, 8.8, 3.93, 327.2
2240, 766.15, 6.99, 8.7, 3.86, 322.3
2260, 764.30, 7.00, 8.5, 3.82, 317.1
2280, 762.44, 7.00, 8.1, 3.83, 315.5
2300, 760.60, 7.00, 7.5, 3.87, 316.6
2320, 758.75, 6.97, 7.1, 3.94, 320.1
2340, 756.90, 6.88, 7.0, 4.06, 321.0
2360, 755.07, 6.80, 7.2, 4.26, 320.0
2380, 753.23, 6.70, 7.4, 4.48, 315.0
2400, 751.41, 6.65, 7.4, 4.70, 311.0
2420, 749.58, 6.62, 7.4, 4.83, 308.1
2440, 747.76, 6.60, 7.3, 4.83, 305.6
2460, 745.95, 6.50, 7.1, 4.76, 301.9
2480, 744.13, 6.42, 6.9, 4.72, 302.5
2500, 742.32, 6.34, 6.8, 4.71, 304.8
2520, 740.52, 6.27, 6.8, 4.66, 307.9
2540, 738.72, 6.15, 6.7, 4.55, 313.3
2560, 736.92, 6.08, 6.5, 4.40, 315.6
2580, 735.13, 6.08, 6.4, 4.33, 312.2
2600, 733.34, 6.07, 6.4, 4.37, 308.2
2620, 731.56, 6.04, 6.6, 4.45, 306.0
2640, 729.78, 6.00, 6.9, 4.59, 305.8
2660, 728.01, 5.97, 7.1, 4.80, 307.8
2680, 726.23, 6.02, 7.2, 5.07, 312.5
2700, 724.46, 6.05, 7.8, 5.40, 315.6
2720, 722.70, 5.98, 9.3, 5.66, 317.1
2740, 720.94, 5.85, 11.9, 5.88, 317.7
2760, 719.18, 5.66, 14.9, 6.02, 317.9
2780, 717.43, 5.47, 16.5, 6.02, 318.1
2800, 715.68, 5.34, 16.9, 6.02, 317.2
2820, 713.93, 5.23, 16.8, 6.02, 316.5
2840, 712.19, 5.05, 16.6, 6.02, 316.5
2860, 710.45, 4.85, 16.9, 5.99, 316.3
2880, 708.72, 4.67, 17.4, 5.94, 315.8
2900, 706.99, 4.51, 17.8, 5.85, 315.7
2920, 705.26, 4.37, 17.7, 5.75, 316.2
2940, 703.53, 4.27, 16.4, 5.66, 317.8
2960, 701.81, 4.21, 14.5, 5.49, 318.7
2980, 700.10, 4.18, 12.3, 5.40, 318.6
3000, 698.38, 4.15, 11.2, 5.37, 317.8
3020, 696.67, 4.14, 10.9, 5.49, 318.0
3040, 694.97, 4.14, 11.5, 5.68, 319.4
3060, 693.26, 4.10, 13.0, 5.97, 320.1
3080, 691.57, 3.95, 14.9, 6.14, 321.3
3100, 689.87, 3.80, 16.1, 6.19, 321.8
3120, 688.18, 3.63, 16.9, 6.28, 322.5
3140, 686.49, 3.44, 17.7, 6.33, 323.2
3160, 684.81, 3.25, 18.2, 6.30, 324.0
3180, 683.12, 3.13, 18.0, 6.16, 324.9
3200, 681.44, 3.00, 17.2, 5.96, 326.5
3220, 679.77, 2.89, 15.8, 5.67, 328.3
3240, 678.10, 2.80, 14.8, 5.44, 328.1
3260, 676.43, 2.69, 14.2, 5.27, 326.1
3280, 674.76, 2.56, 14.0, 5.18, 323.8
3300, 673.10, 2.42, 13.9, 5.13, 321.4
3320, 671.44, 2.26, 14.0, 5.16, 319.4
3340, 669.79, 2.11, 13.9, 5.20, 317.8
3360, 668.14, 2.03, 13.8, 5.28, 317.6
