# Radiation correction v2.4. Params: lat=43.2499, lon=-87.6131, utc_time=2023-09-14 18:23
Height (m AGL), Pressure (mb), Temperature (C), Relative humidity (%), Wind speed (m/s), Wind direction (true deg)
20, 1000.78, 18.27, 50.9, 3.37, 106.0
40, 998.45, 17.65, 52.8, 3.23, 101.2
60, 996.13, 17.44, 53.2, 3.04, 95.3
80, 993.81, 17.24, 53.2, 2.79, 94.3
100, 991.49, 17.01, 53.2, 2.60, 93.9
120, 989.18, 16.85, 53.2, 2.47, 94.0
140, 986.87, 16.70, 53.0, 2.49, 94.5
160, 984.56, 16.54, 52.9, 2.60, 93.8
180, 982.26, 16.28, 53.3, 2.73, 93.9
200, 979.96, 16.07, 53.9, 2.83, 97.8
220, 977.67, 15.89, 54.4, 2.84, 100.0
240, 975.38, 15.78, 54.7, 2.81, 101.1
260, 973.09, 15.57, 55.0, 2.80, 104.9
280, 970.81, 15.33, 55.5, 2.82, 108.3
300, 968.53, 15.11, 56.2, 2.87, 106.8
320, 966.25, 14.98, 56.6, 2.84, 107.4
340, 963.98, 14.82, 57.1, 2.72, 112.4
360, 961.71, 14.59, 57.7, 2.50, 119.2
380, 959.45, 14.41, 57.8, 2.31, 123.9
400, 957.19, 14.29, 57.0, 2.20, 127.5
420, 954.94, 14.14, 55.9, 2.07, 130.6
440, 952.69, 13.96, 55.5, 1.91, 137.3
460, 950.44, 13.74, 56.1, 1.73, 154.9
480, 948.20, 13.55, 57.5, 1.45, 178.0
500, 945.96, 13.44, 58.9, 1.21, 206.3
520, 943.72, 13.41, 59.9, 1.08, 226.4
540, 941.49, 13.36, 60.2, 1.10, 234.4
560, 939.26, 13.22, 60.4, 1.29, 226.6
580, 937.04, 13.09, 60.7, 1.76, 226.0
600, 934.83, 12.98, 60.8, 2.03, 225.9
620, 932.61, 12.80, 61.1, 2.10, 226.9
640, 930.40, 12.63, 61.6, 2.10, 228.2
660, 928.20, 12.51, 62.0, 2.09, 229.9
680, 926.00, 12.36, 62.4, 2.04, 235.4
700, 923.80, 12.16, 62.8, 2.00, 242.0
720, 921.61, 11.94, 63.4, 1.86, 244.2
740, 919.42, 11.77, 64.0, 1.76, 243.1
760, 917.23, 11.60, 64.4, 1.72, 248.1
780, 915.05, 11.41, 65.0, 1.77, 256.3
800, 912.88, 11.23, 65.5, 1.93, 264.0
820, 910.70, 11.04, 65.9, 2.26, 266.8
840, 908.53, 10.90, 66.1, 2.55, 265.1
860, 906.36, 10.80, 66.2, 2.84, 265.0
880, 904.20, 10.63, 66.5, 3.05, 265.4
900, 902.04, 10.46, 66.7, 3.27, 268.0
920, 899.89, 10.24, 66.7, 3.58, 272.5
940, 897.74, 10.01, 66.4, 3.80, 277.1
960, 895.59, 9.87, 66.4, 3.96, 278.6
980, 893.45, 9.80, 66.5, 4.06, 276.9
1000, 891.31, 9.72, 66.7, 4.09, 274.8
1020, 889.18, 9.61, 66.8, 4.11, 273.6
1040, 887.05, 9.40, 67.3, 4.15, 273.4
1060, 884.92, 9.13, 68.0, 4.23, 273.1
1080, 882.80, 8.88, 69.1, 4.29, 272.0
1100, 880.68, 8.75, 70.4, 4.41, 270.9
1120, 878.56, 8.73, 71.1, 4.59, 269.7
1140, 876.45, 8.61, 71.5, 4.84, 268.1
1160, 874.34, 8.41, 72.0, 5.08, 267.2
1180, 872.24, 8.31, 72.1, 5.35, 266.9
1200, 870.14, 8.18, 71.7, 5.57, 266.8
1220, 868.04, 7.96, 71.3, 5.78, 266.7
1240, 865.95, 7.83, 71.3, 5.92, 266.6
1260, 863.86, 7.65, 71.7, 6.01, 266.7
1280, 861.78, 7.38, 72.7, 6.11, 266.6
1300, 859.70, 7.18, 74.0, 6.20, 266.2
1320, 857.62, 7.11, 74.8, 6.26, 265.7
1340, 855.55, 7.03, 74.8, 6.31, 266.2
1360, 853.48, 6.89, 74.2, 6.30, 267.1
1380, 851.41, 6.71, 73.3, 6.29, 267.4
1400, 849.35, 6.57, 73.0, 6.24, 266.7
1420, 847.30, 6.50, 72.6, 6.21, 266.1
1440, 845.24, 6.45, 71.0, 5.97, 266.3
1460, 843.19, 6.51, 64.1, 5.64, 266.5
1480, 841.15, 6.61, 57.7, 5.22, 267.5
1500, 839.11, 6.65, 51.9, 4.98, 266.1
1520, 837.09, 6.66, 44.6, 4.79, 262.4
1540, 835.06, 6.77, 38.0, 4.55, 259.5
1560, 833.04, 7.00, 29.3, 4.30, 258.8
1580, 831.03, 7.27, 21.3, 4.08, 260.4
1600, 829.02, 7.44, 15.7, 3.94, 263.0
1620, 827.01, 7.45, 12.8, 3.88, 267.8
1640, 825.01, 7.42, 11.7, 3.90, 271.4
1660, 823.02, 7.47, 11.3, 3.91, 273.5
1680, 821.03, 7.57, 10.8, 3.86, 275.6
1700, 819.04, 7.63, 10.6, 3.79, 281.9
1720, 817.06, 7.63, 10.9, 3.71, 288.8
1740, 815.08, 7.55, 11.4, 3.68, 293.3
1760, 813.10, 7.44, 11.9, 3.79, 295.9
1780, 811.14, 7.29, 12.2, 3.94, 297.5
1800, 809.17, 7.24, 12.1, 4.14, 299.4
1820, 807.21, 7.34, 11.5, 4.40, 303.2
1840, 805.26, 7.66, 10.8, 4.63, 307.3
1860, 803.31, 7.88, 10.2, 4.81, 310.2
1880, 801.37, 7.97, 9.6, 4.92, 312.7
1900, 799.43, 7.86, 9.1, 5.04, 315.2
1920, 797.50, 7.70, 9.0, 5.12, 316.6
1940, 795.57, 7.58, 9.6, 5.21, 317.3
1960, 793.64, 7.52, 10.9, 5.29, 318.6
1980, 791.72, 7.41, 12.7, 5.35, 321.5
2000, 789.80, 7.20, 14.0, 5.32, 324.1
2020, 787.89, 7.00, 14.6, 5.26, 325.8
2040, 785.98, 6.80, 15.3, 5.21, 325.8
2060, 784.07, 6.57, 16.2, 5.15, 323.6
2080, 782.17, 6.45, 17.2, 5.07, 322.7
2100, 780.27, 6.48, 18.0, 4.99, 324.5
2120, 778.38, 6.56, 17.9, 4.93, 327.2
2140, 776.49, 6.50, 17.0, 4.89, 328.6
2160, 774.61, 6.43, 15.5, 4.90, 329.3
2180, 772.73, 6.44, 14.5, 4.89, 330.4
2200, 770.86, 6.66, 14.5, 4.93, 330.4
2220, 768.99, 6.83, 14.8, 5.04, 329.7
2240, 767.13, 6.83, 14.4, 5.19, 330.2
2260, 765.26, 6.75, 13.3, 5.52, 332.9
2280, 763.41, 6.71, 12.6, 5.87, 336.7
2300, 761.56, 6.74, 11.9, 6.12, 338.6
2320, 759.71, 6.77, 10.7, 6.20, 339.2
2340, 757.87, 6.86, 8.3, 6.20, 340.1
2360, 756.03, 6.83, 6.9, 6.14, 341.2
2380, 754.19, 6.82, 6.4, 6.04, 342.2
2400, 752.36, 6.82, 5.7, 6.06, 343.6
2420, 750.54, 6.81, 5.2, 6.12, 344.8
2440, 748.72, 6.83, 4.7, 6.09, 346.5
2460, 746.90, 6.73, 4.4, 5.97, 347.2
2480, 745.09, 6.60, 4.3, 5.83, 347.3
2500, 743.26, 6.56, 4.4, 5.68, 347.4
2520, 741.46, 6.64, 4.5, 5.47, 346.6
2540, 739.66, 6.64, 4.7, 5.15, 344.8
2560, 737.86, 6.47, 4.9, 4.86, 342.2
2580, 736.07, 6.31, 5.1, 4.65, 340.3
2600, 734.28, 6.22, 5.3, 4.44, 339.1
2620, 732.49, 6.16, 5.5, 4.34, 338.5
2640, 730.71, 6.08, 5.5, 4.30, 338.2
2660, 728.93, 5.91, 5.4, 4.27, 338.4
2680, 727.15, 5.80, 5.2, 4.27, 337.5
2700, 725.38, 5.77, 5.0, 4.22, 337.1
2720, 723.62, 5.79, 4.8, 4.10, 336.4
2740, 721.85, 5.71, 4.6, 3.86, 335.4
2760, 720.09, 5.60, 4.4, 3.69, 334.4
2780, 718.34, 5.45, 4.4, 3.67, 333.4
2800, 716.58, 5.35, 4.5, 3.78, 331.5
2820, 714.84, 5.34, 4.8, 3.96, 332.2
2840, 713.09, 5.35, 5.1, 4.15, 334.1
2860, 711.36, 5.47, 5.3, 4.32, 336.5
2880, 709.62, 5.66, 5.5, 4.53, 337.1
2900, 707.89, 5.55, 5.6, 4.83, 335.9
2920, 706.17, 5.28, 7.4, 5.07, 334.4
2940, 704.44, 5.17, 10.5, 5.23, 333.6
2960, 702.73, 5.16, 14.8, 5.32, 332.6
2980, 701.01, 5.14, 17.2, 5.37, 332.4
3000, 699.30, 5.01, 18.1, 5.44, 332.5
3020, 697.59, 4.91, 18.7, 5.47, 331.9
3040, 695.89, 4.68, 19.3, 5.52, 330.7
3060, 694.18, 4.27, 20.0, 5.55, 329.6
3080, 692.48, 3.95, 20.9, 5.49, 328.3
3100, 690.79, 3.81, 22.0, 5.29, 327.5
3120, 689.09, 3.64, 23.3, 5.09, 327.4
3140, 687.40, 3.44, 23.9, 4.83, 329.1
3160, 685.72, 3.43, 24.4, 4.63, 330.5
3180, 684.03, 3.30, 25.3, 4.58, 332.7
3200, 682.35, 3.08, 26.2, 4.61, 333.4
3220, 680.67, 2.86, 27.1, 4.67, 333.7
3240, 679.00, 2.67, 28.1, 4.75, 333.5
3260, 677.33, 2.48, 28.7, 4.85, 333.1
3280, 675.66, 2.26, 29.2, 5.10, 332.1
3300, 674.00, 2.14, 29.0, 5.51, 329.8
3320, 672.33, 2.15, 27.7, 5.87, 327.1
3340, 670.68, 2.12, 25.7, 6.21, 324.2
3360, 669.02, 2.10, 21.9, 6.60, 321.9
3380, 667.37, 2.08, 18.1, 6.88, 319.6
3400, 665.72, 2.06, 15.8, 7.04, 318.5
3420, 664.08, 1.98, 14.3, 7.07, 317.7
3440, 662.44, 1.94, 13.4, 6.95, 317.8
3460, 660.80, 1.82, 12.4, 6.80, 317.9
3480, 659.17, 1.63, 11.8, 6.68, 318.3
3500, 657.54, 1.47, 11.3, 6.63, 318.8
3520, 655.91, 1.39, 10.9, 6.61, 320.3
3540, 654.29, 1.32, 10.7, 6.67, 322.4
3560, 652.67, 1.22, 10.9, 6.73, 322.5
3580, 651.06, 1.06, 12.0, 6.79, 319.0
3600, 649.44, 0.99, 13.1, 6.70, 315.0
3620, 647.84, 1.05, 13.9, 6.61, 310.1
3640, 646.23, 1.03, 14.4, 6.52, 306.0
3660, 644.63, 0.92, 14.5, 6.54, 306.3
3680, 643.03, 0.73, 14.1, 6.66, 308.3
3700, 641.43, 0.59, 13.3, 6.91, 309.8
3720, 639.84, 0.44, 12.2, 7.11, 310.8
3740, 638.25, 0.27, 11.7, 7.26, 310.7
3760, 636.67, 0.13, 12.0, 7.39, 309.2
3780, 635.09, 0.05, 12.2, 7.47, 308.0
3800, 633.51, -0.05, 12.3, 7.57, 307.3
3820, 631.93, -0.17, 12.2, 7.64, 306.3
3840, 630.36, -0.22, 12.2, 7.64, 304.8
3860, 628.79, -0.39, 12.1, 7.59, 305.1
3880, 627.22, -0.67, 12.1, 7.57, 306.2
