# Radiation correction v2.4. Params: lat=43.1309, lon=-87.6140, utc_time=2023-09-14 19:38
Height (m AGL), Pressure (mb), Temperature (C), Relative humidity (%), Wind speed (m/s), Wind direction (true deg)
20, 999.44, 18.33, 57.8, 4.91, 104.2
40, 997.12, 17.97, 59.4, 4.80, 103.6
60, 994.80, 17.71, 60.6, 4.69, 102.9
80, 992.49, 17.50, 60.4, 4.50, 106.7
100, 990.17, 17.32, 60.1, 4.32, 109.4
120, 987.87, 17.08, 60.1, 4.24, 112.9
140, 985.56, 16.89, 60.3, 4.19, 116.2
160, 983.27, 16.73, 60.4, 4.16, 118.2
180, 980.97, 16.55, 60.5, 4.19, 118.7
200, 978.68, 16.41, 60.7, 4.14, 119.7
220, 976.39, 16.21, 61.1, 3.99, 123.7
240, 974.11, 15.93, 62.3, 3.78, 125.0
260, 971.82, 15.73, 63.4, 3.62, 125.9
280, 969.55, 15.57, 64.2, 3.48, 126.6
300, 967.27, 15.34, 65.1, 3.49, 125.4
320, 965.00, 15.14, 65.8, 3.54, 123.0
340, 962.74, 14.94, 66.6, 3.62, 122.9
360, 960.48, 14.74, 67.2, 3.71, 121.1
380, 958.22, 14.55, 67.5, 3.84, 124.2
400, 955.97, 14.39, 67.6, 3.90, 130.9
420, 953.72, 14.23, 67.6, 3.91, 138.7
440, 951.47, 14.08, 67.7, 3.84, 140.8
460, 949.23, 13.94, 67.9, 3.69, 140.0
480, 946.99, 13.78, 67.7, 3.46, 139.3
500, 944.76, 13.66, 67.3, 3.30, 145.3
520, 942.53, 13.57, 66.5, 3.22, 153.1
540, 940.31, 13.43, 65.8, 3.13, 159.7
560, 938.08, 13.28, 65.3, 2.98, 165.6
580, 935.87, 13.16, 64.6, 2.79, 173.6
600, 933.66, 13.07, 63.7, 2.62, 180.8
620, 931.45, 12.98, 63.1, 2.47, 186.4
640, 929.24, 12.93, 62.8, 2.40, 192.1
660, 927.05, 12.88, 62.7, 2.35, 198.7
680, 924.85, 12.74, 63.0, 2.42, 204.5
700, 922.66, 12.55, 63.7, 2.50, 210.5
720, 920.47, 12.38, 64.3, 2.64, 214.5
740, 918.29, 12.21, 65.0, 2.78, 217.6
760, 916.11, 12.10, 65.4, 2.88, 219.3
780, 913.94, 12.04, 65.6, 2.91, 222.3
800, 911.77, 11.88, 66.0, 2.97, 225.8
820, 909.60, 11.63, 66.9, 3.08, 230.6
840, 907.44, 11.42, 67.9, 3.21, 235.4
860, 905.28, 11.30, 68.6, 3.38, 240.0
880, 903.12, 11.19, 69.1, 3.51, 241.5
900, 900.97, 11.04, 69.6, 3.60, 243.7
920, 898.83, 10.96, 70.1, 3.67, 245.4
940, 896.68, 10.82, 70.5, 3.76, 247.9
960, 894.55, 10.71, 70.9, 3.87, 249.9
980, 892.41, 10.57, 71.1, 3.98, 252.7
1000, 890.28, 10.34, 71.5, 4.15, 256.2
1020, 888.16, 10.09, 71.8, 4.31, 257.7
1040, 886.03, 9.99, 72.1, 4.51, 258.1
1060, 883.91, 9.82, 72.9, 4.66, 256.7
1080, 881.80, 9.60, 74.0, 4.84, 255.6
1100, 879.69, 9.44, 75.0, 4.98, 255.8
1120, 877.58, 9.32, 75.8, 5.15, 256.8
1140, 875.48, 9.22, 76.4, 5.29, 257.6
1160, 873.38, 9.07, 76.7, 5.45, 259.1
1180, 871.28, 8.94, 76.6, 5.60, 260.3
1200, 869.19, 8.75, 76.1, 5.70, 261.5
1220, 867.10, 8.61, 75.8, 5.75, 262.5
1240, 865.02, 8.43, 75.6, 5.80, 264.7
1260, 862.94, 8.22, 75.5, 5.89, 266.0
1280, 860.86, 8.01, 75.9, 6.01, 266.7
1300, 858.79, 7.81, 76.7, 6.13, 267.9
1320, 856.72, 7.65, 77.4, 6.26, 268.6
1340, 854.65, 7.53, 77.8, 6.40, 268.8
1360, 852.59, 7.47, 77.7, 6.51, 268.5
1380, 850.53, 7.39, 77.2, 6.64, 268.8
1400, 848.48, 7.25, 76.4, 6.73, 269.9
1420, 846.43, 7.10, 75.4, 6.80, 271.5
1440, 844.38, 7.01, 74.0, 6.84, 273.4
1460, 842.34, 6.92, 73.2, 6.76, 274.3
1480, 840.30, 6.72, 72.9, 6.63, 276.6
1500, 838.27, 6.59, 71.9, 6.41, 280.8
1520, 836.25, 6.68, 66.9, 6.17, 285.3
1540, 834.23, 6.84, 59.8, 6.00, 290.3
1560, 832.21, 6.98, 52.8, 5.86, 294.8
1580, 830.20, 7.10, 46.1, 5.77, 298.1
1600, 828.20, 7.24, 39.2, 5.76, 301.0
1620, 826.20, 7.51, 31.8, 5.76, 304.8
1640, 824.20, 7.81, 24.4, 5.72, 309.2
1660, 822.21, 8.02, 18.8, 5.66, 311.8
1680, 820.23, 8.05, 16.1, 5.50, 312.4
1700, 818.25, 8.02, 14.3, 5.29, 311.9
