# Radiation correction v2.4. Params: lat=43.0260, lon=-87.7275, utc_time=2023-09-14 22:00
Height (m AGL), Pressure (mb), Temperature (C), Relative humidity (%), Wind speed (m/s), Wind direction (true deg)
20, 999.60, 18.32, 61.3, 4.10, 124.0
40, 997.28, 18.10, 59.9, 4.78, 132.2
60, 994.97, 17.97, 59.5, 5.30, 140.7
80, 992.66, 17.79, 59.5, 5.86, 146.5
100, 990.35, 17.58, 59.9, 6.15, 148.0
120, 988.04, 17.39, 60.3, 6.17, 148.2
140, 985.74, 17.18, 60.8, 5.97, 148.1
160, 983.44, 16.99, 61.3, 5.66, 148.2
180, 981.15, 16.76, 62.1, 5.45, 149.3
200, 978.86, 16.56, 62.9, 5.24, 149.9
220, 976.58, 16.37, 63.8, 5.10, 149.5
240, 974.29, 16.12, 64.6, 5.02, 148.8
260, 972.02, 15.92, 65.2, 4.96, 149.6
280, 969.74, 15.75, 65.8, 4.89, 149.1
300, 967.47, 15.60, 66.3, 4.92, 147.4
320, 965.20, 15.41, 66.8, 4.92, 146.9
340, 962.94, 15.18, 67.4, 4.95, 146.4
360, 960.68, 14.98, 68.0, 5.01, 146.2
380, 958.42, 14.82, 68.5, 5.03, 146.4
400, 956.17, 14.65, 69.1, 5.12, 146.5
420, 953.93, 14.47, 69.7, 5.20, 146.0
440, 951.68, 14.27, 70.2, 5.24, 146.7
460, 949.44, 14.10, 70.8, 5.35, 147.1
480, 947.20, 13.87, 71.7, 5.44, 147.7
500, 944.97, 13.64, 72.7, 5.41, 148.7
520, 942.74, 13.49, 73.3, 5.21, 149.1
540, 940.52, 13.30, 74.0, 4.94, 145.7
560, 938.30, 13.12, 74.6, 4.57, 142.2
580, 936.08, 12.90, 75.5, 4.30, 141.9
600, 933.86, 12.74, 76.2, 4.26, 145.6
620, 931.65, 12.59, 76.6, 4.40, 149.3
640, 929.45, 12.43, 77.0, 4.61, 156.1
660, 927.25, 12.26, 77.5, 4.65, 162.0
680, 925.05, 12.12, 77.7, 4.58, 167.0
700, 922.85, 11.95, 77.9, 4.41, 173.1
720, 920.66, 11.81, 78.0, 4.32, 180.9
740, 918.48, 11.75, 78.0, 4.24, 185.0
760, 916.30, 11.69, 77.9, 4.31, 188.0
780, 914.12, 11.58, 77.7, 4.38, 191.1
800, 911.95, 11.43, 78.0, 4.44, 195.5
820, 909.78, 11.28, 78.6, 4.46, 200.6
840, 907.62, 11.14, 79.3, 4.54, 204.4
860, 905.46, 11.03, 79.9, 4.68, 210.9
880, 903.30, 10.97, 80.2, 4.90, 220.6
900, 901.15, 11.00, 80.1, 5.17, 229.4
920, 899.01, 11.05, 79.2, 5.46, 237.1
940, 896.87, 11.07, 77.7, 5.74, 242.7
960, 894.73, 11.07, 76.0, 5.96, 246.7
980, 892.60, 11.02, 74.1, 6.16, 249.8
1000, 890.47, 10.96, 72.8, 6.24, 254.4
1020, 888.35, 10.92, 72.0, 6.25, 258.3
1040, 886.23, 10.81, 71.3, 6.27, 262.0
1060, 884.12, 10.68, 71.0, 6.33, 263.3
1080, 882.01, 10.57, 70.7, 6.42, 263.9
1100, 879.91, 10.43, 70.4, 6.52, 264.8
1120, 877.80, 10.31, 70.2, 6.69, 266.0
1140, 875.71, 10.16, 70.2, 6.80, 268.1
1160, 873.62, 10.01, 70.2, 6.89, 271.6
1180, 871.53, 9.87, 69.9, 6.95, 274.4
1200, 869.44, 9.74, 69.7, 7.00, 276.1
1220, 867.36, 9.59, 69.5, 7.05, 276.7
1240, 865.28, 9.45, 69.4, 7.12, 277.9
1260, 863.21, 9.32, 69.2, 7.20, 279.5
