# Radiation correction v2.4. Params: lat=43.2490, lon=-87.6138, utc_time=2023-09-14 18:47
Height (m AGL), Pressure (mb), Temperature (C), Relative humidity (%), Wind speed (m/s), Wind direction (true deg)
20, 991.98, 17.99, 51.8, 3.38, 107.1
40, 989.67, 17.84, 51.8, 3.35, 106.9
60, 987.37, 17.87, 51.7, 3.43, 104.6
80, 985.07, 17.90, 51.6, 3.47, 103.0
100, 982.78, 17.79, 51.6, 3.60, 102.5
120, 980.49, 17.46, 52.1, 3.64, 100.0
140, 978.21, 17.25, 53.0, 3.67, 98.9
160, 975.93, 17.28, 53.3, 3.68, 99.0
180, 973.65, 17.15, 53.3, 3.69, 97.8
200, 971.38, 16.88, 53.6, 3.65, 97.5
220, 969.11, 16.67, 54.0, 3.60, 100.7
240, 966.84, 16.51, 54.4, 3.57, 102.6
260, 964.58, 16.30, 54.8, 3.46, 102.9
280, 962.33, 15.98, 55.4, 3.43, 104.1
300, 960.07, 15.68, 56.2, 3.40, 108.0
320, 957.82, 15.36, 57.3, 3.41, 114.5
340, 955.57, 15.12, 58.2, 3.47, 118.1
360, 953.33, 14.88, 58.9, 3.50, 117.9
380, 951.09, 14.74, 59.4, 3.51, 118.3
400, 948.85, 14.64, 59.4, 3.49, 119.3
420, 946.62, 14.53, 59.0, 3.46, 123.0
440, 944.39, 14.34, 58.7, 3.29, 129.6
460, 942.16, 14.23, 58.7, 3.01, 140.9
480, 939.94, 14.11, 58.6, 2.69, 150.1
500, 937.72, 13.92, 58.6, 2.32, 159.9
520, 935.51, 13.64, 58.9, 2.01, 178.6
540, 933.30, 13.62, 59.1, 1.85, 197.4
560, 931.10, 13.68, 58.6, 1.84, 202.7
580, 928.90, 13.66, 58.2, 1.80, 206.9
600, 926.70, 13.50, 58.2, 1.69, 206.8
620, 924.51, 13.25, 58.5, 1.65, 202.4
640, 922.32, 13.01, 59.1, 1.63, 199.2
660, 920.14, 12.88, 59.8, 1.73, 202.3
680, 917.96, 12.79, 60.2, 1.83, 213.8
700, 915.79, 12.68, 60.2, 1.94, 225.7
720, 913.62, 12.50, 60.1, 2.03, 235.4
740, 911.45, 12.29, 60.1, 2.17, 243.2
760, 909.29, 12.05, 60.4, 2.30, 249.2
780, 907.13, 11.89, 60.9, 2.46, 250.2
800, 904.97, 11.84, 61.4, 2.76, 250.7
820, 902.82, 11.75, 61.7, 3.11, 254.7
840, 900.67, 11.62, 62.2, 3.48, 260.7
860, 898.53, 11.47, 62.8, 3.77, 264.3
880, 896.39, 11.33, 63.4, 3.93, 266.9
900, 894.26, 11.19, 63.8, 4.03, 266.8
920, 892.13, 11.13, 63.8, 4.08, 266.2
940, 890.00, 10.98, 63.7, 4.12, 265.8
960, 887.88, 10.76, 64.1, 4.19, 266.3
980, 885.76, 10.50, 64.8, 4.26, 265.3
1000, 883.65, 10.35, 65.5, 4.34, 263.8
1020, 881.53, 10.14, 66.0, 4.42, 261.3
1040, 879.43, 9.97, 66.7, 4.52, 259.7
1060, 877.32, 9.88, 66.9, 4.60, 258.8
1080, 875.22, 9.71, 67.3, 4.68, 258.4
1100, 873.13, 9.47, 68.0, 4.78, 258.2
1120, 871.03, 9.28, 68.8, 4.96, 259.3
1140, 868.94, 9.14, 69.3, 5.22, 262.5
1160, 866.86, 9.00, 69.7, 5.43, 264.4
1180, 864.78, 8.90, 70.2, 5.55, 264.3
1200, 862.70, 8.81, 70.6, 5.57, 263.3
1220, 860.63, 8.70, 70.6, 5.57, 262.7
1240, 858.56, 8.58, 70.5, 5.55, 263.1
1260, 856.50, 8.44, 70.2, 5.52, 264.6
1280, 854.44, 8.31, 69.3, 5.56, 267.7
1300, 852.38, 8.16, 68.1, 5.66, 269.2
1320, 850.32, 7.92, 66.9, 5.82, 269.5
1340, 848.27, 7.78, 65.3, 5.92, 269.5
1360, 846.23, 7.77, 63.0, 6.02, 268.9
1380, 844.19, 7.76, 60.4, 6.01, 267.9
1400, 842.15, 7.67, 57.6, 5.93, 267.8
1420, 840.12, 7.65, 55.3, 5.71, 269.2
1440, 838.09, 7.71, 53.5, 5.47, 270.2
1460, 836.06, 7.79, 49.8, 5.26, 271.0
1480, 834.05, 7.79, 44.0, 5.07, 269.9
1500, 832.03, 7.75, 38.7, 4.84, 266.8
1520, 830.02, 7.76, 33.7, 4.60, 262.5
1540, 828.02, 7.90, 25.6, 4.31, 260.6
1560, 826.02, 8.06, 19.8, 3.94, 262.9
1580, 824.02, 8.25, 15.9, 3.55, 267.2
1600, 822.04, 8.49, 13.0, 3.22, 272.9
1620, 820.05, 8.64, 11.6, 2.97, 276.0
1640, 818.08, 8.68, 10.7, 2.91, 279.1
1660, 816.10, 8.53, 10.6, 2.92, 284.0
1680, 814.13, 8.28, 11.1, 2.96, 289.1
1700, 812.17, 8.09, 11.7, 3.03, 292.8
1720, 810.20, 8.00, 11.9, 3.16, 293.8
1740, 808.25, 7.94, 12.2, 3.38, 295.3
1760, 806.29, 7.89, 12.1, 3.64, 295.5
1780, 804.35, 7.90, 11.7, 3.94, 299.0
1800, 802.40, 7.95, 11.2, 4.14, 303.2
1820, 800.47, 7.95, 10.6, 4.31, 307.3
1840, 798.53, 8.01, 10.0, 4.39, 308.8
1860, 796.60, 8.02, 9.6, 4.51, 310.5
1880, 794.68, 8.04, 9.7, 4.63, 312.5
1900, 792.75, 8.02, 10.7, 4.73, 313.9
1920, 790.83, 7.96, 12.2, 4.83, 315.4
1940, 788.92, 7.83, 13.4, 4.90, 316.9
1960, 787.01, 7.74, 14.2, 4.87, 318.2
1980, 785.11, 7.59, 15.0, 4.82, 319.2
2000, 783.21, 7.46, 15.8, 4.70, 320.1
2020, 781.31, 7.38, 16.9, 4.52, 321.0
2040, 779.42, 7.41, 17.5, 4.33, 323.2
2060, 777.53, 7.32, 17.2, 4.23, 325.2
2080, 775.65, 7.18, 16.4, 4.21, 326.3
2100, 773.77, 7.15, 15.7, 4.16, 325.5
2120, 771.89, 7.15, 15.5, 4.17, 326.0
2140, 770.02, 7.08, 15.4, 4.22, 326.6
2160, 768.16, 7.02, 15.6, 4.32, 325.6
2180, 766.29, 7.01, 15.7, 4.41, 323.7
2200, 764.44, 7.02, 15.4, 4.53, 323.8
2220, 762.59, 6.98, 14.5, 4.69, 325.4
2240, 760.74, 7.03, 13.4, 5.00, 328.0
2260, 758.90, 7.11, 12.1, 5.46, 333.5
2280, 757.06, 7.22, 10.8, 5.89, 337.8
2300, 755.23, 7.32, 9.1, 6.08, 340.5
2320, 753.40, 7.31, 7.5, 6.03, 341.3
2340, 751.57, 7.23, 6.5, 5.87, 341.9
2360, 749.75, 7.24, 5.8, 5.64, 343.2
2380, 747.93, 7.35, 5.2, 5.38, 344.5
2400, 746.12, 7.45, 4.9, 5.18, 345.2
2420, 744.32, 7.47, 5.1, 5.03, 346.2
2440, 742.51, 7.40, 5.4, 4.92, 347.1
2460, 740.72, 7.32, 5.8, 4.77, 346.9
2480, 738.92, 7.23, 6.1, 4.66, 345.8
2500, 737.13, 7.09, 6.4, 4.48, 342.5
2520, 735.34, 6.99, 6.6, 4.31, 338.3
2540, 733.56, 6.97, 6.6, 4.17, 337.2
2560, 731.78, 6.93, 6.6, 4.12, 337.1
2580, 730.00, 6.83, 6.5, 4.16, 335.0
2600, 728.23, 6.77, 6.3, 4.21, 333.2
2620, 726.46, 6.68, 6.2, 4.23, 331.8
2640, 724.70, 6.58, 5.9, 4.15, 331.5
2660, 722.94, 6.51, 5.6, 3.97, 329.3
2680, 721.18, 6.49, 5.3, 3.76, 327.4
2700, 719.43, 6.44, 5.1, 3.69, 325.2
2720, 717.69, 6.40, 5.1, 3.70, 325.1
2740, 715.94, 6.38, 5.3, 3.81, 326.6
2760, 714.21, 6.44, 5.7, 4.07, 329.8
2780, 712.48, 6.63, 6.1, 4.39, 331.7
2800, 710.75, 6.70, 6.1, 4.65, 332.8
2820, 709.02, 6.58, 6.9, 4.88, 334.2
2840, 707.30, 6.29, 9.2, 5.04, 333.7
2860, 705.58, 6.10, 12.2, 5.16, 331.6
2880, 703.86, 5.95, 15.0, 5.25, 329.8
2900, 702.15, 5.81, 16.7, 5.33, 329.0
2920, 700.44, 5.67, 17.4, 5.42, 328.7
2940, 698.73, 5.47, 18.0, 5.46, 328.3
2960, 697.03, 5.27, 18.4, 5.50, 327.8
2980, 695.33, 5.06, 18.9, 5.51, 327.0
3000, 693.63, 4.90, 19.6, 5.37, 326.5
3020, 691.94, 4.65, 20.4, 5.16, 325.9
3040, 690.24, 4.50, 21.4, 4.98, 326.0
3060, 688.56, 4.38, 22.5, 4.88, 326.7
3080, 686.87, 4.30, 23.1, 4.84, 328.6
3100, 685.19, 4.20, 23.2, 4.89, 329.7
3120, 683.51, 4.09, 23.8, 5.03, 330.1
3140, 681.84, 3.99, 24.7, 5.17, 330.5
3160, 680.17, 3.90, 25.3, 5.37, 329.8
3180, 678.50, 3.75, 25.2, 5.60, 328.0
3200, 676.84, 3.50, 24.5, 5.81, 325.1
3220, 675.18, 3.30, 23.1, 6.03, 323.3
3240, 673.52, 3.25, 20.2, 6.21, 322.4
3260, 671.87, 3.30, 16.6, 6.32, 323.7
3280, 670.22, 3.35, 14.5, 6.35, 325.1
3300, 668.57, 3.29, 13.2, 6.33, 325.5
3320, 666.93, 3.16, 12.2, 6.26, 324.6
3340, 665.29, 3.06, 11.6, 6.15, 323.9
3360, 663.65, 2.90, 11.1, 6.09, 324.8
3380, 662.02, 2.76, 10.9, 6.08, 327.1
3400, 660.39, 2.59, 11.2, 6.17, 327.0
3420, 658.76, 2.43, 11.9, 6.25, 324.5
3440, 657.14, 2.33, 12.9, 6.37, 320.7
3460, 655.52, 2.22, 13.6, 6.43, 317.1
3480, 653.90, 1.98, 14.1, 6.52, 314.0
3500, 652.28, 1.70, 14.4, 6.60, 310.2
3520, 650.67, 1.60, 14.4, 6.76, 307.6
3540, 649.06, 1.63, 14.2, 6.89, 307.6
3560, 647.46, 1.63, 13.7, 7.02, 309.0
3580, 645.86, 1.59, 13.1, 7.08, 310.6
3600, 644.26, 1.62, 12.4, 7.08, 312.0
3620, 642.66, 1.55, 11.9, 7.08, 312.3
3640, 641.07, 1.33, 11.9, 7.08, 310.8
3660, 639.48, 1.09, 12.0, 7.09, 309.7
3680, 637.90, 0.97, 12.2, 7.14, 309.6
3700, 636.32, 0.87, 12.1, 7.25, 310.3
3720, 634.74, 0.71, 11.9, 7.34, 310.4
3740, 633.17, 0.55, 11.6, 7.48, 310.3
3760, 631.59, 0.43, 11.4, 7.64, 309.8
3780, 630.03, 0.32, 11.5, 7.78, 310.2
